,cluster,input,movement conditioned,movement lift,movement overall,num_hh_in_cluster,num_hh_with_increase_in_input,threshold
0,0,quantity_of_improved_seeds_used___policy,97.22222222222221,1.0235268249780123,94.9874686716792,798,72,5
1,1,quantity_of_improved_seeds_used___policy,97.05882352941177,1.0221941537351136,94.95145631067962,1030,102,5
2,2,quantity_of_improved_seeds_used___policy,92.69406392694064,0.9771635714324131,94.86033519553074,895,219,5
3,3,quantity_of_improved_seeds_used___policy,96.90721649484536,1.0203329091900595,94.97607655502392,418,97,5
4,0,quantity_of_improved_seeds_used___policy,91.66666666666666,1.0188022284122562,89.97493734335839,798,72,10
5,1,quantity_of_improved_seeds_used___policy,91.17647058823529,1.0141659255494855,89.90291262135922,1030,102,10
6,2,quantity_of_improved_seeds_used___policy,87.21461187214612,0.9696531382058482,89.94413407821229,895,219,10
7,3,quantity_of_improved_seeds_used___policy,94.84536082474226,1.0543978942750603,89.95215311004785,418,97,10
8,0,quantity_of_improved_seeds_used___policy,87.5,1.029867256637168,84.9624060150376,798,72,15
9,1,quantity_of_improved_seeds_used___policy,86.27450980392157,1.0155742296918768,84.9514563106796,1030,102,15
10,2,quantity_of_improved_seeds_used___policy,82.1917808219178,0.967916366258111,84.91620111731844,895,219,15
11,3,quantity_of_improved_seeds_used___policy,87.62886597938144,1.0317990416727167,84.92822966507177,418,97,15
12,0,quantity_of_improved_seeds_used___policy,84.72222222222221,1.0596917450365726,79.9498746867168,798,72,20
13,1,quantity_of_improved_seeds_used___policy,81.37254901960785,1.017156862745098,80.0,1030,102,20
14,2,quantity_of_improved_seeds_used___policy,78.53881278538812,0.9817351598173515,80.0,895,219,20
15,3,quantity_of_improved_seeds_used___policy,80.41237113402062,1.006358417186246,79.90430622009569,418,97,20
16,0,quantity_of_improved_seeds_used___policy,81.94444444444444,1.0916805787423483,75.06265664160401,798,72,25
17,1,quantity_of_improved_seeds_used___policy,75.49019607843137,1.0071878492329573,74.9514563106796,1030,102,25
18,2,quantity_of_improved_seeds_used___policy,73.97260273972603,0.9866688442929178,74.97206703910615,895,219,25
19,3,quantity_of_improved_seeds_used___policy,74.22680412371135,0.9912716972431739,74.88038277511961,418,97,25
20,0,quantity_of_improved_seeds_used___policy,81.94444444444444,1.1697972570065593,70.0501253132832,798,72,30
21,1,quantity_of_improved_seeds_used___policy,73.52941176470588,1.050420168067227,70.0,1030,102,30
22,2,quantity_of_improved_seeds_used___policy,69.86301369863014,0.9988402118254628,69.9441340782123,895,219,30
23,3,quantity_of_improved_seeds_used___policy,64.94845360824742,0.9297415619262817,69.85645933014354,418,97,30
24,0,quantity_of_improved_seeds_used___policy,79.16666666666666,1.2172447013487475,65.0375939849624,798,72,35
25,1,quantity_of_improved_seeds_used___policy,65.68627450980392,1.0113133444708227,64.95145631067962,1030,102,35
26,2,quantity_of_improved_seeds_used___policy,65.75342465753424,1.011156616297133,65.02793296089385,895,219,35
27,3,quantity_of_improved_seeds_used___policy,60.824742268041234,0.9347331716191631,65.07177033492823,418,97,35
28,0,quantity_of_improved_seeds_used___policy,75.0,1.2494780793319415,60.0250626566416,798,72,40
29,1,quantity_of_improved_seeds_used___policy,60.78431372549019,1.0130718954248366,60.0,1030,102,40
30,2,quantity_of_improved_seeds_used___policy,60.273972602739725,1.004566210045662,60.0,895,219,40
31,3,quantity_of_improved_seeds_used___policy,55.670103092783506,0.9270957407483469,60.04784688995215,418,97,40
32,0,quantity_of_improved_seeds_used___policy,73.61111111111111,1.338078967350038,55.012531328320804,798,72,45
33,1,quantity_of_improved_seeds_used___policy,57.84313725490197,1.0507659854065086,55.04854368932038,1030,102,45
34,2,quantity_of_improved_seeds_used___policy,53.42465753424658,0.9718509856331441,54.97206703910614,895,219,45
35,3,quantity_of_improved_seeds_used___policy,51.546391752577314,0.9367996414164051,55.02392344497608,418,97,45
36,0,quantity_of_improved_seeds_used___policy,65.27777777777779,1.3022916666666668,50.125313283208015,798,72,50
37,1,quantity_of_improved_seeds_used___policy,50.0,1.0,50.0,1030,102,50
38,2,quantity_of_improved_seeds_used___policy,49.77168949771689,0.9943228147423352,50.05586592178771,895,219,50
39,3,quantity_of_improved_seeds_used___policy,50.51546391752577,1.0103092783505154,50.0,418,97,50
40,0,quantity_of_improved_seeds_used___policy,59.72222222222222,1.3275301764159702,44.987468671679196,798,72,55
41,1,quantity_of_improved_seeds_used___policy,44.11764705882353,0.9814508956930504,44.95145631067961,1030,102,55
42,2,quantity_of_improved_seeds_used___policy,43.83561643835616,0.9735205139535673,45.02793296089386,895,219,55
43,3,quantity_of_improved_seeds_used___policy,49.48453608247423,1.1002412809826716,44.97607655502392,418,97,55
44,0,quantity_of_improved_seeds_used___policy,48.61111111111111,1.2122395833333335,40.100250626566414,798,72,60
45,1,quantity_of_improved_seeds_used___policy,41.17647058823529,1.0269192422731803,40.09708737864078,1030,102,60
46,2,quantity_of_improved_seeds_used___policy,36.986301369863014,0.9220818865188689,40.11173184357542,895,219,60
47,3,quantity_of_improved_seeds_used___policy,44.329896907216494,1.1095746651027842,39.952153110047846,418,97,60
48,0,quantity_of_improved_seeds_used___policy,34.72222222222222,1.1545138888888888,30.075187969924812,798,72,70
49,1,quantity_of_improved_seeds_used___policy,30.392156862745097,1.0130718954248366,30.0,1030,102,70
50,2,quantity_of_improved_seeds_used___policy,23.74429223744292,0.7900052621751454,30.05586592178771,895,219,70
51,3,quantity_of_improved_seeds_used___policy,30.927835051546392,1.0260186548846342,30.14354066985646,418,97,70
52,0,quantity_of_improved_seeds_used___policy,27.77777777777778,1.1028192371475953,25.18796992481203,798,72,75
53,1,quantity_of_improved_seeds_used___policy,25.49019607843137,1.0176318589451283,25.04854368932039,1030,102,75
54,2,quantity_of_improved_seeds_used___policy,19.17808219178082,0.7628614916286148,25.139664804469277,895,219,75
55,3,quantity_of_improved_seeds_used___policy,26.804123711340207,1.0670594010800196,25.11961722488038,418,97,75
56,0,quantity_of_improved_seeds_used___policy,25.0,1.2391304347826089,20.175438596491226,798,72,80
