cluster,input,movement conditioned,movement lift,movement overall,threshold
0,owns_land_certificate___policy,31.4814814814815,1.25138888888889,25.1572327044025,75
1,owns_land_certificate___policy,20.2453987730061,0.809815950920245,25,75
2,owns_land_certificate___policy,31.7241379310345,1.26191570881226,25.1396648044693,75
3,owns_land_certificate___policy,25.6756756756757,1.01491585925548,25.2983293556086,75
0,price_rise_of_food_item___policy,30.2083333333333,1.20078125,25.1572327044025,75
1,price_rise_of_food_item___policy,22.0588235294118,0.882352941176471,25,75
2,price_rise_of_food_item___policy,25,0.994444444444444,25.1396648044693,75
3,price_rise_of_food_item___policy,26.4705882352941,1.04633740288568,25.2983293556086,75
0,percentage_of_damaged_crop___policy,24.1895261845387,0.961533665835411,25.1572327044025,75
1,percentage_of_damaged_crop___policy,25.8585858585859,1.03434343434343,25,75
2,percentage_of_damaged_crop___policy,25.2032520325203,1.00252935862692,25.1396648044693,75
3,percentage_of_damaged_crop___policy,23.1884057971014,0.916598304621274,25.2983293556086,75
0,number_of_axe_owned___policy,29.8850574712644,1.18793103448276,25.1572327044025,75
1,number_of_axe_owned___policy,25.2380952380952,1.00952380952381,25,75
2,number_of_axe_owned___policy,29.4117647058824,1.16993464052288,25.1396648044693,75
3,number_of_axe_owned___policy,17.2043010752688,0.680056806654494,25.2983293556086,75
0,number_of_pick_axe_owned___policy,32.9608938547486,1.31019553072626,25.1572327044025,75
1,number_of_pick_axe_owned___policy,30.6818181818182,1.22727272727273,25,75
2,number_of_pick_axe_owned___policy,24.8554913294798,0.988696210661528,25.1396648044693,75
3,number_of_pick_axe_owned___policy,23.2142857142857,0.917621293800539,25.2983293556086,75
0,number_of_hired_workers___policy,35.0515463917526,1.39329896907216,25.1572327044025,75
1,number_of_hired_workers___policy,30.9278350515464,1.23711340206186,25,75
2,number_of_hired_workers___policy,31.6546762589928,1.25915267785771,25.1396648044693,75
3,number_of_hired_workers___policy,39.5348837209302,1.56274681878017,25.2983293556086,75
0,number_of_water_storage_pit_owned___policy,41.3793103448276,1.6448275862069,25.1572327044025,75
1,number_of_water_storage_pit_owned___policy,34.2105263157895,1.36842105263158,25,75
2,number_of_water_storage_pit_owned___policy,23.728813559322,0.943879472693032,25.1396648044693,75
3,number_of_water_storage_pit_owned___policy,29.7297297297297,1.17516573176951,25.2983293556086,75
0,uses_extension_program___policy,32.8571428571429,1.30607142857143,25.1572327044025,75
1,uses_extension_program___policy,29.9093655589124,1.1963746223565,25,75
2,uses_extension_program___policy,25,0.994444444444444,25.1396648044693,75
3,uses_extension_program___policy,24.7311827956989,0.977581659565835,25.2983293556086,75
0,number_of_oxen_owned___policy,24.0506329113924,0.956012658227848,25.1572327044025,75
1,number_of_oxen_owned___policy,22.4137931034483,0.896551724137931,25,75
2,number_of_oxen_owned___policy,29.7752808988764,1.18439450686642,25.1396648044693,75
3,number_of_oxen_owned___policy,25.5813953488372,1.01118911803423,25.2983293556086,75
0,illness_of_household_member___policy,26.6666666666667,1.06,25.1572327044025,75
1,illness_of_household_member___policy,27.2727272727273,1.09090909090909,25,75
2,illness_of_household_member___policy,26.0869565217391,1.03768115942029,25.1396648044693,75
3,illness_of_household_member___policy,20.6896551724138,0.817826935588809,25.2983293556086,75
0,has_health_issues___policy,28.643216080402,1.13856783919598,25.1572327044025,75
1,has_health_issues___policy,24.5098039215686,0.980392156862745,25,75
2,has_health_issues___policy,28.2157676348548,1.12236053480867,25.1396648044693,75
3,has_health_issues___policy,30.3571428571429,1.19996630727763,25.2983293556086,75
0,amount_of_assistance_received___policy,22.5806451612903,0.89758064516129,25.1572327044025,75
1,amount_of_assistance_received___policy,25.6,1.024,25,75
2,amount_of_assistance_received___policy,25.2873563218391,1.0058748403576,25.1396648044693,75
3,amount_of_assistance_received___policy,19.2307692307692,0.760159651669086,25.2983293556086,75
0,number_of_plough_owned___policy,26.4705882352941,1.05220588235294,25.1572327044025,75
1,number_of_plough_owned___policy,34.2857142857143,1.37142857142857,25,75
2,number_of_plough_owned___policy,32.5153374233129,1.293387866394,25.1396648044693,75
3,number_of_plough_owned___policy,26.5060240963855,1.04773812230052,25.2983293556086,75
0,increase_in_price_of_inputs___policy,35.3846153846154,1.40653846153846,25.1572327044025,75
1,increase_in_price_of_inputs___policy,23.8938053097345,0.955752212389381,25,75
2,increase_in_price_of_inputs___policy,19.0140845070423,0.756338028169014,25.1396648044693,75
3,increase_in_price_of_inputs___policy,23.943661971831,0.946452298697847,25.2983293556086,75
0,crop_diversification___policy,23.3333333333333,0.9275,25.1572327044025,75
1,crop_diversification___policy,24.3076923076923,0.972307692307692,25,75
2,crop_diversification___policy,22,0.875111111111111,25.1396648044693,75
3,crop_diversification___policy,18.6046511627907,0.735410267661255,25.2983293556086,75
0,prevent_damage___policy,30.1587301587302,1.19880952380952,25.1572327044025,75
1,prevent_damage___policy,26.5822784810127,1.06329113924051,25,75
2,prevent_damage___policy,22.3367697594502,0.888507063764796,25.1396648044693,75
3,prevent_damage___policy,26.7857142857143,1.05879380053908,25.2983293556086,75
0,number_of_sickle_owned___policy,23.1527093596059,0.920320197044335,25.1572327044025,75
1,number_of_sickle_owned___policy,27.8350515463918,1.11340206185567,25,75
2,number_of_sickle_owned___policy,26.6949152542373,1.06186440677966,25.1396648044693,75
3,number_of_sickle_owned___policy,28.5714285714286,1.12938005390836,25.2983293556086,75
0,has_borrowed___policy,24.7863247863248,0.98525641025641,25.1572327044025,75
1,has_borrowed___policy,23.1292517006803,0.925170068027211,25,75
2,has_borrowed___policy,19.4444444444444,0.773456790123457,25.1396648044693,75
3,has_borrowed___policy,34.5454545454545,1.36552315608919,25.2983293556086,75
0,uses_credit___policy,21.6666666666667,0.86125,25.1572327044025,75
1,uses_credit___policy,25.4237288135593,1.01694915254237,25,75
2,uses_credit___policy,20.6896551724138,0.822988505747126,25.1396648044693,75
3,uses_credit___policy,24.0740740740741,0.951607267645004,25.2983293556086,75
0,quantity_of_chemical_fertilizers_used___policy,27.8787878787879,1.10818181818182,25.1572327044025,75
1,quantity_of_chemical_fertilizers_used___policy,28.4584980237154,1.13833992094862,25,75
2,quantity_of_chemical_fertilizers_used___policy,25.4807692307692,1.01356837606838,25.1396648044693,75
3,quantity_of_chemical_fertilizers_used___policy,28.3870967741935,1.12209373097991,25.2983293556086,75
0,quantity_of_improved_seeds_used___policy,27.7777777777778,1.10416666666667,25.1572327044025,75
1,quantity_of_improved_seeds_used___policy,25.4901960784314,1.01960784313725,25,75
2,quantity_of_improved_seeds_used___policy,19.1780821917808,0.762861491628615,25.1396648044693,75
3,quantity_of_improved_seeds_used___policy,26.8041237113402,1.05952149387279,25.2983293556086,75
0,uses_irrigation___policy,41.1764705882353,1.63676470588235,25.1572327044025,75
1,uses_irrigation___policy,34.1176470588235,1.36470588235294,25,75
2,uses_irrigation___policy,26.0504201680672,1.03622782446312,25.1396648044693,75
3,uses_irrigation___policy,16.6666666666667,0.658805031446541,25.2983293556086,75
