y4_hhid,children_education___output___tanzania_2014,crop_sales___output___tanzania_2014,expenditure___output___tanzania_2014,has_medical___output___tanzania_2014,no_food_def___output___tanzania_2014,HH_shock___tanzania_2014,receive_assistance___policy___tanzania_2014,amt_assist_rec___policy___tanzania_2014,crop_diverse___policy___tanzania_2014,has_borrowed___policy___tanzania_2014,illness_hh_member___policy___tanzania_2014,has_hire_work___ethiopia___tanzania_2014,number_oxen_own___policy___tanzania_2014,number_of_plough___policy___tanzania_2014,owns_certificate___policy___tanzania_2014,post_damage___policy___tanzania_2014,quant_che_fert___policy___tanzania_2014,quant_pest___policy___tanzania_2014,soil_long___policy___tanzania_2014,soil_short___policy___tanzania_2014,uses_cred___policy___tanzania_2014,uses_irr___policy___tanzania_2014,atten_school___policy___tanzania_2014,dist_road___policy___tanzania_2014,dist_market___policy___tanzania_2014,has_work_fem___policy___tanzania_2014,household_h_age___tanzania_2014,HH_divorce___tanzania_2014,HH_male___tanzania_2014,HH_head_mono___tanzania_2014,HH_head_poly___tanzania_2014,HH_seperated___tanzania_2014,HH_widow___tanzania_2014,HH_nevermar___tanzania_2014,household_size___tanzania_2014,land_surface___tanzania_2014,literacy___tanzania_2014,has_bank_account___policy___tanzania_2014,has_savings___policy___tanzania_2014
5564,0.3333333,,1940616.125,0,0,1,0,,,,1,,,,,,,,,,,,0.6666667,,,1,48,0,0,0,0,0,1,0,3,0,0,0,
5565,,,3871994.75,0,1,1,0,,,,2,,,,,,,,,,,,0.6666667,,,,34,0,1,1,0,0,0,0,3,0,0,0,0
5566,,,8178488,0,1,1,0,,,,1,,,,,,,,,,,,0.7777778,,,1,38,1,0,0,0,0,0,0,9,0,0,1,1
5567,,,4081118.5,0,1,0,0,,,,0,,,,,,,,,,,,1,,,,30,0,1,0,0,0,0,0,2,0,0,0,0
5570,0.5,,4664355.5,0,1,1,0,,,,1,,,,,,,,,,,,1,,,,24,0,1,0,0,0,0,1,2,0,0,0,1
5579,,,2182210.25,0.2,0,1,0,,,,2,,,,,,,,,,,,0.4,,,1,45,0,0,0,0,1,0,0,5,0,0,0,
5580,,,4569349,0,0,1,0,,,,1,,,,,,,,,,,,1,,,,30,0,1,0,0,0,0,1,1,0,0,1,1
5581,,,2404109.25,0,0,1,0,,,,0,,,,,,,,,,,,1,,,1,36,0,0,0,0,0,0,1,2,0,0,0,0
5582,0.1,,8894041,0,1,1,0,,,,2,,,,,,,,,,,,0.8,,,1,33,0,0,1,0,0,0,0,10,0,0,1,0
5584,0.25,,7940164,0,1,1,0,,,,0,,,,,,,,,,,,0.75,,,,39,0,1,1,0,0,0,0,4,0,0,1,1
5585,,,5510771.5,0,0,1,0,,,,2,,,,,,,,,,,,0.6666667,,,,30,0,1,1,0,0,0,0,3,0,0,0,1
5586,,,6162296.5,0,1,1,0,,,,1,,,,,,,,,,,,0.6666667,,,,29,0,1,1,0,0,0,0,3,0,0,1,1
5588,,,1781323.125,0,1,1,0,,,,0,,,,,,,,,,,,1,,,,46,0,1,0,0,0,1,0,1,0,0,0,1
5598,0.2,,5968308.5,0,1,1,0,,,,1,,,,,,,,,,,,0.6,,,,32,0,1,1,0,0,0,0,5,0,0,1,1
5601,0.5,,1636999.75,0,1,1,0,,,,0,,,,,,,,,,,,1,,,1,23,0,0,0,0,1,0,0,2,0,0,0,1
5602,0.25,,4772593.5,0,1,1,0,,,,0,,,,,,,,,,,,0.75,,,1,38,0,1,1,0,0,0,0,4,0,0,0,
5603,,,4057751.25,0,0,1,0,,,,2,,,,,,,,,,,,0.5,,,1,36,0,0,0,0,1,0,0,2,0,0,0,0
5604,0.25,,6845743.5,0,1,0,0,,,,1,,,,,,,,,,,,0.75,,,,36,0,1,1,0,0,0,0,4,0,0,1,1
5605,,,4325480.5,0,1,1,0,,,,1,,,,,,,,,,,,0.3333333,,,1,35,0,1,1,0,0,0,0,3,0,0,1,1
5606,0.2857143,,15391044,0.1428571,1,1,0,,,,3,,13,,,,,,,,,,0.8571429,,,1,35,0,1,1,0,0,0,0,7,0,0,1,0
5608,0.2857143,900,7411855,0,0,1,0,,0,,1,1,,2,0,0,0,0,1.5,,,,0.8571429,10,3,0,66,0,1,1,0,0,0,0,7,3,0,1,1
5617,,,3212142.5,0,1,1,0,,,,0,,,,,,,,,,,,1,,,1,34,0,0,0,0,1,0,0,2,0,0,0,1
5618,,,3216324.75,0,1,1,0,,,,0,,,,,,,,,,,,1,,,1,33,0,0,0,0,1,0,0,2,0,0,0,1
5619,0.1111111,,11196550,0,1,1,0,,,,1,,,,,,,,,,,,0.7777778,,,1,40,0,1,1,0,0,0,0,9,0,0,1,1
5620,0.1428571,,4489011,0,1,1,0,,,,3,,,,,,,,,,,,0.7142857,,,1,62,0,0,0,0,0,1,0,7,0,0,0,0
5621,,,2763051.5,0,0,1,0,,,,0,,,,,,,,,,,,1,,,,23,0,1,0,0,0,0,1,1,0,0,1,0
5623,,,3517569.75,0.3333333,1,1,0,,,,1,,,,,,,,,,,,0.6666667,,,,28,0,1,1,0,0,0,0,3,0,0,1,1
5627,,,3048304.25,0,1,0,0,,,,2,,,,,,,,,,,,0.6666667,,,,30,0,1,0,0,0,0,0,3,0,0,0,1
5628,0.25,,6735855.5,0,1,1,0,,,,1,,,2,,,,,,,,,0.75,0,18,1,38,0,1,0,0,0,0,0,4,0,0,0,1
5655,,,5301580.5,0,1,1,0,,,,1,,,,,,,,,,,,0.6666667,,,,32,0,1,0,0,0,0,0,3,0,0,1,1
5657,,,7208357.5,0,1,1,0,,,,0,,,,,,,,,,,,1,,,1,50,0,0,0,0,0,1,0,3,0,0,1,1
5658,,,13602183,0,1,1,0,,,1,1,,,,,,,,,,1,,1,,,,36,0,1,0,0,0,0,1,1,0,0,1,0
5659,,,13601608,0,1,1,0,,,,1,,,,,,,,,,,,1,,,1,54,1,0,0,0,0,0,0,2,0,0,1,1
5661,0.2,,10973751,0,1,1,0,,,,0,,,,,,,,,,,,1,,,0,42,0,1,1,0,0,0,0,5,0,0,1,1
5662,,,7713394.5,0,1,1,0,,,,0,,,,,,,,,,,,0.6666667,,,,28,0,1,1,0,0,0,0,3,0,0,1,
5663,,,8554700,0,1,1,0,,,,2,,,,,,,,,,,,1,,,1,84,0,1,1,0,0,0,0,3,0,0,1,1
5664,,,7422547,0,1,1,0,,,,0,,,,,,,,,,,,1,,,1,67,0,1,1,0,0,0,0,4,0,0,1,1
5674,,,1833616.625,0,0,1,0,,,,2,,,,,,,,,,,,0.6666667,,,,36,0,1,1,0,0,0,0,3,0,0,0,1
5675,,,4212922,0,0,1,0,,,,2,,,,,,,,,,,,1,,,1,41,0,1,1,0,0,0,0,3,0,0,0,1
5676,,,3480775.5,0,0,1,0,,,,0,,,,,,,,,,,,0.5,,,,20,0,1,0,0,0,0,0,2,0,0,0,0
5677,,,2410609.75,0,0,1,0,,,,1,,8,,,,,,,,,,0.3333333,,,1,59,0,0,0,0,0,1,0,6,0,0,0,
5678,,,2978878.75,0,1,1,0,,,,1,,,,,,,,,,,,0.5,,,,20,0,1,0,0,0,0,1,2,0,0,0,1
5679,,,7237972,0,1,0,0,,,,1,,,,,,,,,,,,0.6666667,,,0,58,0,1,1,0,0,0,0,9,0,0,0,1
5680,,,2918921.25,0,1,1,0,,,,1,,,,,,,,,,,,0.75,,,1,58,0,0,0,0,0,1,0,4,0,0,0,1
5684,,,7221464.5,0,1,0,0,,,,2,,,,,,,,,,,,0.6,,,,67,0,1,0,0,1,0,0,5,0,0,1,1
5693,0.25,100,2794180.25,0.25,1,1,0,,3,,2,0,,2,0,0,0,0,1,,,,0.75,0.775,1.65,1,26,0,1,1,0,0,0,0,4,0.55,0,0,
5694,,,5492810,0,0,1,0,,,,0,,0,,,,,,,,,,0.5,,,,43,0,1,0,0,1,0,0,2,0,0,0,
5695,0.125,1010,16076695,0.125,0,1,0,,3,,2,1,75,2,0,,250,5000,1.66667,,,,1,1.333333,46,1,53,0,1,1,0,0,0,0,8,4.26,0,1,1
5696,0.3333333,160,2880353.5,0,0,0,1,420000,1,,3,1,,2,0,0,0,1,1,,,,0.6666667,1,4,1,33,0,1,1,0,0,0,0,6,2.22,0,0,1
5697,0.25,,4730727.5,0,0,0,0,,1,,2,0,7,2,,,0,100,1,,,,1,0.6,5,1,43,1,0,0,0,0,0,0,4,1.27,0,0,0
5698,,,1992191.375,0,0,1,0,,3,,0,0,,2,,0,0,0,1,,,,0.5,0.5,2,1,78,0,0,0,0,0,1,0,2,0.1,0,0,
5699,,2280,8595678,0.1666667,0,1,0,,6,,3,1,89,2,0,0,0,500,2,,,,0.6666667,0,20,1,74,0,1,1,0,0,0,0,6,10.33,0,0,0
5700,0.3333333,,2801584.75,0,1,1,0,,,,1,0,12,2,0,0,0,0,2,,,,0.6666667,0,1,1,38,0,1,0,0,0,0,0,9,4.2,0,0,
5712,,,3913032.75,0,1,1,0,,,,2,,,,,,,,,,,,0.6666667,,,1,45,0,1,0,1,0,0,0,3,0,0,1,1
5714,0.5,,1756182.375,0,0,1,1,20000,,,2,,,,,,,,,,,,1,,,1,34,0,0,0,0,1,0,0,4,0,0,0,1
5715,,,3570070,0,1,1,0,,,,0,,,,,,,,,,,,1,,,1,42,0,1,1,0,0,0,0,3,0,0,0,0
5716,,,3563193.25,0,0,1,0,,,,1,,,,,,,,,,,,0.5,,,,36,0,1,1,0,0,0,0,4,0,0,0,
5717,0.25,,2844093.75,0,1,1,0,,,,2,,,,,,,,,,,,0.75,,,1,26,0,0,0,0,0,1,0,4,0,0,0,1
5718,,,6439811,0,1,0,0,,,,0,,,,,,,,,,,,1,,,,32,1,1,0,0,0,0,0,1,0,0,0,
5719,,,5252276,0,1,1,0,,,,0,,,2,1,,,,,,,,0.6666667,2,2,1,55,0,1,1,0,0,0,0,3,0.1,0,0,1
5720,0.25,,3260823.5,0,0,1,0,,,,1,,,,,,,,,,,,0.75,,,1,32,0,0,0,0,1,0,0,4,0,0,0,0
5732,0.5,,5871247.5,0,0,1,0,,,,0,,,,,,,,,,,,0.9,,,1,68,0,1,1,0,0,0,0,10,0,0,1,0
5733,0.3333333,,7056662.5,0,1,1,0,,,,1,,,,,,,,,,,,1,,,1,41,0,0,0,0,1,0,0,3,0,0,0,1
5734,,,4861550,0.3333333,1,1,0,,,,1,,,,,,,,,,,,0.6666667,,,1,39,0,0,0,0,0,1,0,3,0,0,1,1
5735,0.25,,5582070.5,0,1,1,0,,,,1,,,,,,,,,,,,0.75,,,,37,0,1,1,0,0,0,0,4,0,0,0,1
5736,,,5383971.5,0,0,1,0,,,,1,,,,,,,,,,,,1,,,1,37,0,1,0,0,0,0,0,2,0,0,0,1
5737,,,3088948.75,0,1,0,0,,,,1,,,,,,,,,,,,0.6,,,0,70,0,0,0,0,0,1,0,5,0,0,0,1
5738,,,1709333.75,0,1,1,0,,,,1,,,,,,,,,,,,1,,,,44,0,0,0,0,0,0,1,1,0,0,0,1
5739,,425,3197654,0,1,1,0,,0,,1,1,,2,0,,0,200,1,,,,0.5,0,2,,46,0,1,1,0,0,0,0,2,0,0,0,0
5750,,,3033310.75,0,1,1,0,,,,1,,,,,,,,,,,,1,,,1,20,0,0,0,0,1,0,0,2,0,0,0,1
5751,0.3333333,,5959553.5,0,1,1,0,,,,1,,,2,1,,,,2,,,,1,0,3,1,40,0,1,0,0,0,0,0,6,0,0,0,1
5752,0.5,,3231537.75,0.5,1,1,0,,,,1,,,,,,,,,,,,1,,,0,32,0,1,0,0,1,0,0,2,0,0,1,0
5754,,,1704863.75,0,1,1,0,,,,0,,,,,,,,,,,,1,,,,31,0,1,0,0,0,0,1,1,0,0,0,
5755,0.5,,3957777.5,0,1,1,0,,,1,1,,,,,,,,,,1,,1,,,1,26,0,0,0,0,1,0,0,2,0,0,1,1
5756,,,3788003.25,0,1,1,0,,,,2,,,,,,,,,,,,1,,,1,41,1,0,0,0,0,0,0,2,0,0,0,1
5757,0.2857143,,6545467.5,0,0,1,0,,,,5,,,,,,,,,,,,0.8571429,,,1,34,0,1,1,0,0,0,0,7,0,0,0,1
5759,0.25,,3950162.5,0,0,1,0,,,,1,,,,,,,,,,,,0.75,,,1,47,0,0,0,0,0,1,0,4,0,0,0,0
5769,,2140,5533531,0,1,1,0,,4,,0,1,4,2,0,,0,0,1,,,,0.5,0,6,1,29,0,1,1,0,0,0,0,4,8.42,0,0,0
5770,0.1666667,,1043783.813,0,0,1,0,,1,,0,0,,2,0,,0,0,1,,,,0.6666667,0,70,1,38,0,0,1,0,0,0,0,6,0.18,0,0,
5771,0.2857143,,3158840.75,0,1,0,0,,4,,0,1,114,2,0,,0,0,1.5,,,,0.7142857,0,4,1,84,0,1,1,0,0,0,0,7,4.68,0,0,
5772,,,640116.875,0,0,1,0,,0,1,0,0,,2,,,0,0,1,,1,,0.4,5,8,1,65,0,0,1,0,0,0,0,5,0,0,0,
5773,,300,1935390.875,0,0,1,0,,1,,2,1,11,2,0,,0,0,2,,,,0.3333333,1.25,7.5,1,32,0,0,0,0,0,0,0,3,0.79,0,0,
5774,,,1628219.75,0,1,1,1,4000,1,,0,1,,2,0,,0,0,2,,,,0,1,1,1,29,0,0,0,1,0,0,0,1,0.36,0,0,
5775,,160,2164067.5,0,1,1,1,10000,3,1,0,0,,2,0,0,0,0,1,,1,,1,2,7.333333,1,50,0,1,0,1,0,0,0,3,1.83,0,0,
5776,,1320,4598734.5,0,0,1,0,,4,,1,0,0,2,0,,0,0,1.5,,,,0.25,0,10,1,54,0,0,1,0,0,0,0,4,2.7,0,0,
5788,0.2,,2504580.75,0,1,0,0,,3,,1,1,1,2,0,,0,0,1.5,,,,0.6,4.5,4,1,43,0,1,1,0,0,0,0,5,3.32,0,0,
5789,,240,1607163.25,0,1,0,0,,3,,2,1,,2,0,,0,0,1,,,,1,3,4,1,26,0,1,1,0,0,0,0,2,1.96,0,0,
5790,0.3333333,218,1569261.625,0,0,1,0,,3,,0,1,55,2,0,,0,0,1,,,,0.8333333,1,8,1,49,0,1,1,0,0,0,0,6,5.3,0,0,
5791,,,1692275.75,0,0,1,0,,3,1,1,1,37,2,0,0,0,0,1,,1,,0.6666667,6,6,1,39,0,1,1,0,0,0,0,3,0.35,0,0,0
5792,,24,1210525.75,0,0,1,0,,2,,0,1,2,2,,,0,0,1,,,,0.3333333,1,1,1,29,0,1,1,0,0,0,0,3,2.24,0,0,0
5793,0.3333333,134,4662230.5,0,0,1,0,,3,,0,1,38,2,0,0,0,0,2,,,,1,0,8,1,86,0,1,0,0,1,0,0,6,4.43,0,0,
5794,,,1567154.5,0,0,1,0,,3,,0,0,,2,0,0,0,0,3,,,,0.4,0,3,1,40,0,1,0,0,0,0,0,5,4.08,0,0,
5795,0.3333333,1985,5553590,0,1,1,0,,10,,1,1,,2,0,,0,0,1.25,,,,1,0,61.6,1,44,0,1,1,0,0,0,0,3,4.69,0,1,0
5807,,,2596662.75,0,1,0,0,,,,0,,,,,,,,,,,,0,,,0,43,0,1,0,0,0,0,0,5,0,0,0,
5808,,,1573000.125,0.3333333,1,1,0,,,,1,,,,,,,,,,,,0.6666667,,,1,42,0,0,0,0,0,1,0,3,0,0,0,0
5809,0.3333333,,5446252.5,0,1,1,0,,2,,1,0,,2,1,0,0,0,2,,,,1,0,5,1,62,0,0,0,0,1,0,0,3,0.16,0,1,0
5810,,,3973708,0,0,1,0,,,2,1,,,,,,,,,,1,,0.5,,,1,56,0,1,0,1,0,0,0,6,0,0,0,0
5811,0.2222222,,2918517.25,0.1111111,0,1,0,,,2,1,,,,,,,,,,1,,0.5555556,,,1,53,0,1,1,0,0,0,0,9,0,0,0,
5812,0.1818182,,2659963.75,0,0,1,0,,,,1,,,,,,,,,,,,0.5454546,,,1,50,0,0,0,0,1,0,0,11,0,0,0,1
5813,0.3333333,,8273919,0,1,1,0,,,2,2,,100,2,0,,,,,,1,,0.8333333,0,5,1,43,0,1,1,0,0,0,0,6,0,0,1,1
5814,0.2857143,,10177953,0,1,1,0,,,,2,,119,,,,,,,,,,0.8571429,,,1,55,0,1,1,0,0,0,0,7,0,0,1,0
5826,0.1666667,300,4655726,0,1,1,0,,2,,0,1,,2,0,,0,0,1.33333,,,,0.6666667,1.666667,2,1,41,0,1,0,1,0,0,0,6,4.98,0,0,
5827,,540,2609581.5,0,0,1,0,,3,,1,0,27,2,0,,0,0,2,,,,0.1428571,0.55,5,1,47,0,0,0,0,0,1,0,7,8.16,0,0,
5828,,,1201150,0,0,1,1,70000,1,,0,0,61,2,,,0,0,2,,,,0.1428571,1.766667,2.333333,1,60,0,1,1,0,0,0,0,7,3.15,0,0,
5829,0.25,2150,1890503.875,0,0,1,0,,4,1,4,1,117,2,0,,0,0,1,,1,,0.75,9.1,4.2,1,44,0,1,1,0,0,0,0,8,4.97,0,0,
5830,,600,4098532.25,0,0,1,0,,4,,2,1,33,2,0,,0,0,2,,,,0.1666667,0.8571429,4.285714,1,32,0,1,1,0,0,0,0,6,7.29,0,0,
5831,,,1827322.125,0,1,1,0,,,,1,,,,,,,,,,,,0,,,,23,0,0,0,1,0,0,0,1,0,0,0,
5832,,,2241295.75,0,1,1,0,,3,,1,0,83,2,,,0,0,1,,,,0.1666667,2,4,1,63,0,1,1,0,0,0,0,6,11.82,0,0,
5833,,,1995782.5,0,0,1,0,,3,,2,0,,2,,,0,0,2,,,,0.4,0,22.5,1,39,0,0,0,0,1,0,0,5,0.41,0,0,
5845,0.3076923,710,3313862,0,1,0,0,,6,,5,0,81,2,0,0,0,0,1.6,,,,0.6153846,0.98,3.6,1,40,0,1,0,0,0,0,0,13,5.35,0,0,
5846,0.3333333,1816,3848131.25,0,1,1,0,,10,,0,1,39,2,0,0,0,0,1,,,,0.6666667,0.3,3,1,49,0,1,0,0,0,0,0,6,8.89,0,0,
5847,0.125,550,3319004.25,0,1,1,0,,3,1,3,1,27,2,0,0,0,0,2,,1,,0.625,1,35,1,70,0,1,1,0,0,0,0,8,9.16,0,1,0
5848,0.1666667,216,2416918,0,1,1,0,,9,,2,1,46,2,0,0,0,0,2,,,,0.6666667,0.8,1.333333,1,59,0,0,0,0,0,1,0,6,4.87,0,0,0
5849,,60,2023166.875,0.5,0,1,0,,3,,1,0,16,2,0,0,0,0,1.5,,,,0.5,0,3,1,56,0,1,0,1,0,0,0,2,0.89,0,0,
5850,0.4,20,1132146,0,0,1,0,,3,,4,1,,2,,0,0,0,2,,,,0.4,1,36,1,43,0,0,0,1,0,0,0,5,1.15,0,0,
5851,0.1666667,,7726908,0,0,1,0,,8,2,3,1,8,2,0,0,0,0,2,,1,,0.4166667,2.2,2.4,1,33,0,1,1,0,0,0,0,12,0.31,0,0,0
5852,,3,1491202.375,0,0,1,0,,1,,0,,,2,,,0,0,,,,,0.6666667,0,4,1,53,0,0,0,0,1,0,0,3,0,0,0,
5864,0.25,425,4067987,0,0,1,0,,5,,6,1,26,2,0,0,3,0,2.5,2,,0,0.75,2.666667,4,1,37,0,1,1,0,0,0,0,12,5.99,0,0,0
5865,0.1428571,,1639977.125,0,1,1,0,,4,,0,0,,2,,0,0,0,1,,,,0.5714286,0,2.666667,1,35,0,0,0,0,1,0,0,7,0.13,0,0,
5866,0.3333333,3228,3529356.75,0,1,1,0,,9,,2,,23,2,0,0,0,0,,1.5,,,0.6666667,0,4,1,36,0,1,1,0,0,0,0,6,1.36,0,0,0
5868,,,1257343,0,0,1,0,,2,,0,0,,2,,,0,0,1,,,,1,0,0.5,,37,0,1,0,0,1,0,0,1,1.88,0,0,
5869,,,3586102.75,0,1,1,0,,4,1,1,,,2,0,0,0,0,,,1,,0.4,3,5,1,31,0,1,1,0,0,0,0,5,2.51,0,0,1
5870,,60,5071810,0,1,1,0,,4,2,3,0,122,2,0,0,25,0,1,,1,,0.875,0,0.75,1,41,0,1,0,0,0,0,0,8,5.09,0,0,1
5871,0.1,,3920376.75,0.1,0,1,0,,2,,8,1,,2,0,0,0,0,2,,,,0.5,3,0,1,67,0,0,0,0,0,1,0,10,2.97,0,0,0
5872,0.1538462,,2907805.5,0.0769231,0,1,0,,3,,4,0,181,2,0,,0,0,2,2,,0,0.5384616,0,1,1,53,0,1,1,0,0,0,0,13,0.18,0,0,1
5883,0.0909091,428,3999293.5,0,1,1,0,,9,1,4,0,70,2,0,0,0,70,1.66667,,1,,0.6363636,0.2,5,1,40,0,0,0,0,0,0,0,11,0.47,0,0,0
5884,0.1666667,,7176041.5,0,1,1,1,30000,6,1,6,0,114,2,,0,0,0,3,,1,,0.8333333,0,2,1,27,0,1,0,0,0,0,0,6,3.16,0,1,1
5885,0.1428571,,2995820,0.1428571,0,1,0,,0,,4,0,12,2,,,0,0,2,,,,0.4285714,0,8,1,39,0,0,0,0,1,0,0,7,0,0,0,
5886,0.25,1453,3493101,0,1,1,0,,7,,3,1,52,2,0,0,0,200,2,,,,0.75,0.1,23,1,36,0,1,1,0,0,0,0,8,6.58,0,0,0
5887,0.125,50,5271148,0,0,1,1,8000,7,,4,0,87,2,0,0,0,0,2.5,,,,0.75,0,2,1,48,0,0,0,0,0,0,0,8,10.09,0,0,
5890,0.15,100,10678776,0,0,1,0,,4,,1,0,164,2,0,0,0,0,2,,,,0.55,0,2,1,73,0,1,1,0,0,0,0,20,24.08,0,0,
5891,0.3333333,1520,6670087,0,0,1,0,,3,,0,0,41,2,0,0,0,200,1,,,,0.8333333,0,4,1,53,0,0,0,0,0,1,0,6,3.2,0,0,1
5892,0.5,360,1156601.625,0.5,0,1,0,,2,,1,0,,2,,0,0,0,1,,,,1,0,4,1,58,0,0,0,0,1,0,0,2,2.96,0,0,
5902,,940,1910679.625,0,1,1,0,,6,,1,0,6,2,0,,0,0,1,,,,0.5,0,6,1,21,0,1,1,0,0,0,0,4,6.32,0,0,1
5903,0.1111111,7665,6906435.5,0,1,1,0,,2,,2,1,6,2,0,0,0,0,1.5,,,,0.8888889,1.333333,9.333333,1,46,0,1,1,0,0,0,0,9,107.39,0,1,0
5904,0.4285714,,7855707,0.2857143,1,1,0,,,1,3,,6,2,0,,,,,,1,,0.8571429,0,10,1,43,0,0,0,0,0,0,0,7,0.24,0,0,1
5906,0.2222222,191,2123711.75,0,0,1,0,,2,,1,1,50,2,0,0,0,1000,1.33333,,,,0.6666667,0.1,4.5,1,37,0,1,1,0,0,0,0,9,4.85,0,0,
5907,0.1428571,120,1337356.375,0,0,1,0,,1,,1,0,3,2,,0,0,0,2,,,,0.1428571,0,4,1,29,0,1,1,0,0,0,0,7,2.21,0,0,
5908,0.25,108,4652155.5,0,1,0,0,,2,,1,1,11,2,0,0,0,0,2,,,,0.75,1.333333,6.833333,1,30,0,1,0,0,0,0,0,4,1.14,0,0,1
5909,0.2857143,444,4577146,0,0,1,0,,1,,5,1,35,2,0,0,0,1200,2,,,,0.7142857,1.65,3,1,34,0,1,0,0,0,0,0,7,6.61,0,0,
5911,,,936533.75,0,0,1,0,,3,,1,0,6,2,0,0,0,0,3,,,,0.8333333,0,7,1,47,0,1,1,0,0,0,0,6,2.15,0,0,
5921,,,2144132.75,0,0,1,0,,1,,1,0,,2,0,0,0,0,2.5,,,,0.6666667,0,4,1,32,0,1,1,0,0,0,0,3,0.13,0,0,
5922,1,,3435092.75,0,1,1,0,,,,0,,,,,,,,,,,,1,,,1,24,0,0,0,0,0,0,1,1,0,0,1,1
5924,,800,6016534,0,1,1,0,,1,1,3,1,,2,,,0,0,2,,1,,0.5,0.2,12,,37,0,1,1,0,0,0,0,4,2.48,0,1,0
5926,1,,1482661.75,0,1,0,0,,,,0,,,,,,,,,,,,1,,,1,24,0,0,0,0,0,0,1,1,0,0,1,1
5927,,,4238101.5,0,0,1,0,,2,1,0,0,,2,,,0,0,1,,1,,0.25,0,6,1,28,0,1,0,0,0,0,0,4,0,0,0,
5928,0.4285714,,4905784.5,0,1,0,0,,,,4,,17,,,,,,,,,,0.7142857,,,1,33,0,1,1,0,0,0,0,7,0,0,0,1
5929,,,4914078.5,0,1,0,0,,,,0,,,,,,,,,,,,1,,,,50,0,1,0,0,1,0,0,2,0,0,0,0
5930,,,6195842,0,1,0,0,,,,1,,,,,,,,,,,,1,,,,32,0,1,0,0,0,0,1,1,0,0,1,1
5940,,1770,1775823.25,0,1,1,0,,1,,4,1,15,2,0,0,0,0,1,,,,0.5,0,2,1,32,0,1,0,0,0,0,0,4,25.66,0,0,0
5941,0.4,648,2388222.5,0,1,0,0,,6,,0,0,36,2,0,0,0,0,2,,,,0.8,0,2,1,69,0,0,0,0,0,1,0,10,8.3,0,0,0
5942,,,1362668.875,0,0,1,0,,5,,2,0,,2,0,0,0,0,1,,,,0.5,0,2,1,55,0,1,1,0,0,0,0,4,2.16,0,0,
5943,,,1109356.75,0,0,1,0,,2,,2,0,19,2,0,0,0,0,1.5,,,,0.3333333,0.5,4.5,1,67,0,1,0,0,0,0,0,3,2.69,0,0,
5945,0.2727273,588,2148078.5,0,0,1,0,,7,,2,0,42,2,0,0,0,1,2,,,,0.6363636,0.2666667,8,1,37,0,1,1,0,0,0,0,11,22.28,0,0,
5946,,1170,6472042.5,0.125,0,1,0,,8,2,4,0,72,2,0,0,0,0,2,,1,,0.625,0.5,7,1,75,0,1,0,1,0,0,0,8,55.92,0,0,1
5947,,,1688767.625,0,1,0,0,,3,1,0,,23,2,,,0,0,,,1,,1,0.5,8,1,25,0,1,0,0,0,0,0,2,0.53,0,1,1
5949,,510,1855145.75,0,1,1,0,,3,,2,1,36,2,0,0,0,0,2,1,,0,0.6666667,2.7,7.1,1,42,0,1,0,1,0,0,0,3,3.98,0,0,
5959,,,1628840.5,0,1,1,0,,,,1,,,,,,,,,,,,1,,,1,20,0,0,0,0,0,0,1,1,0,0,0,0
5960,0.1666667,,1666180.125,0,1,1,0,,1,,2,0,32,2,0,,50,0,2,,,,0.6666667,0.5,2.5,1,46,0,1,0,1,0,0,0,6,1.53,0,0,0
5961,0.3333333,2100,3238320.75,0,1,1,0,,4,,0,1,40,2,0,,150,750,2,,,,1,0,2,1,66,0,1,1,0,0,0,0,3,3.26,0,0,1
5962,,420,1188162.25,0,1,1,0,,2,1,1,1,8,2,0,,50,2,2,,1,,0.5,5.5,8.5,1,33,0,0,0,0,0,0,1,2,0.2,0,0,0
5963,0.3333333,,1966204.75,0,0,1,0,,0,,1,0,,2,,,5,200,3,,,,0.6666667,0,3,1,32,0,1,1,0,0,0,0,6,0.17,0,0,0
5964,0.4,,2541346.25,0,1,1,0,,1,,1,1,,2,0,,55,300,2,,,,0.8,6,6,1,60,0,0,0,0,0,1,0,5,0.18,0,0,0
5965,,,1377012.375,0,1,0,0,,,,1,,,,,,,,,,,,0,,,,76,0,0,0,0,1,0,0,1,0,0,0,
5966,0.3333333,,1137671.75,0,1,0,0,,1,,0,0,81,2,0,,25,0,2,,,,0.6666667,0,3,1,66,0,1,1,0,0,0,0,3,0.26,0,0,
5978,,130,2237302,0,1,0,0,,3,,0,0,8,2,0,0,100,0,2,,,,1,0,2.5,1,58,0,1,1,0,0,0,0,3,0.8,0,1,0
5979,,,3619655.75,0,0,1,0,,2,2,0,1,14,2,0,,50,0,2,,1,,1,0,1.5,1,53,1,0,0,0,0,0,0,3,3.64,0,0,0
5980,0.2,,2070184,0,0,1,0,,1,1,2,0,,2,0,,0,0,2,,1,,0.6,0.3,1,1,30,0,1,1,0,0,0,0,5,0.28,0,0,
5981,,400,1300494,0,1,0,0,,1,,1,1,,2,0,,50,150,3,,,,0,0,0,1,88,0,0,0,0,0,1,0,1,0.78,0,0,
5982,,,9675007,0,1,1,0,,,,0,,,,,,,,,,,,1,,,1,22,0,0,0,0,0,0,1,1,0,0,1,1
5983,,260,1064457.125,0,1,1,0,,2,,0,1,,2,0,0,50,500,1,,,,1,0.5,10,,36,0,1,0,0,0,0,1,1,1.06,0,0,0
