y4_hhid,children_education___output___tanzania_2014,crop_sales___output___tanzania_2014,expenditure___output___tanzania_2014,has_medical___output___tanzania_2014,no_food_def___output___tanzania_2014,HH_shock___tanzania_2014,receive_assistance___policy___tanzania_2014,amt_assist_rec___policy___tanzania_2014,crop_diverse___policy___tanzania_2014,has_borrowed___policy___tanzania_2014,illness_hh_member___policy___tanzania_2014,has_hire_work___ethiopia___tanzania_2014,number_oxen_own___policy___tanzania_2014,number_of_plough___policy___tanzania_2014,owns_certificate___policy___tanzania_2014,post_damage___policy___tanzania_2014,quant_che_fert___policy___tanzania_2014,quant_pest___policy___tanzania_2014,soil_long___policy___tanzania_2014,soil_short___policy___tanzania_2014,uses_cred___policy___tanzania_2014,uses_irr___policy___tanzania_2014,atten_school___policy___tanzania_2014,dist_road___policy___tanzania_2014,dist_market___policy___tanzania_2014,has_work_fem___policy___tanzania_2014,household_h_age___tanzania_2014,HH_divorce___tanzania_2014,HH_male___tanzania_2014,HH_head_mono___tanzania_2014,HH_head_poly___tanzania_2014,HH_seperated___tanzania_2014,HH_widow___tanzania_2014,HH_nevermar___tanzania_2014,household_size___tanzania_2014,land_surface___tanzania_2014,literacy___tanzania_2014,has_bank_account___policy___tanzania_2014,has_savings___policy___tanzania_2014
3022,,,4909697.5,0,1,1,0,,2,,1,1,,2,0,,0,0,2,,,,0.3333333,0.2,1,1,20,0,1,1,0,0,0,0,3,0.47,0,0,
3033,,,664079.5625,0,0,1,0,,1,,1,,,2,0,0,0,0,,,,,0.3333333,1.4,11.33333,1,24,0,0,0,0,0,1,0,3,5.2,0,0,
3034,,270,1938474.375,0,1,1,0,,2,,1,1,30,2,0,0,0,0,1,,,,0.6666667,0.5,8,1,39,0,1,1,0,0,0,0,3,14.36,0,0,0
3035,,3244,4315130,0,1,1,0,,3,1,1,1,67,2,0,,0,1440,2,,1,,0.5,0.25,7.15,1,34,0,1,0,0,0,0,0,4,12.9,0,0,1
3037,,,1764205.625,0,1,0,0,,,,1,,,2,,,,,,,,,1,4,11,,39,0,1,0,0,0,0,0,2,0,0,0,
3038,0.4285714,535,4331537,0,1,1,0,,6,,1,1,57,2,0,0,0,120,2,,,,0.7142857,0,6,1,38,0,1,1,0,0,0,0,7,0,0,0,
3039,0.25,60,2301703.5,0,0,1,0,,9,1,1,1,118,2,0,,0,0,2,,1,,1,0.3333333,5.666667,1,39,1,0,0,0,0,0,0,4,4.2,0,0,0
3040,,310,1246095.125,0,1,1,0,,5,,2,1,15,2,0,0,0,0,2,,,,0.6666667,0.5,5.5,1,47,0,0,0,0,0,1,0,3,10.8,0,0,
3042,,200,1725541,0,1,0,0,,3,,1,0,15,2,0,,0,0,2,,,,0.5,2,8,1,24,0,1,0,0,0,0,0,4,3.82,0,0,
3052,0.3333333,360,10427219,0.1666667,1,1,0,,2,1,4,1,3,2,1,0,0,0,1,,1,,0.8333333,0.3333333,2.666667,1,56,0,0,0,0,0,1,0,12,7.4,0,0,1
3053,,,1878116.375,0,0,1,0,,1,,1,0,,2,0,0,0,0,2,,,,0,0,0.5,1,67,1,0,0,0,0,0,0,1,0.01,0,0,0
3054,,,826588.3125,0,0,0,0,,,,1,,,,,,,,,,,,0.5,,,1,46,0,0,0,0,0,1,0,2,0,0,0,
3055,,,4351239,0.3333333,0,1,0,,,,1,,2,,,,,,,,,,0.6666667,,,1,28,0,1,0,0,0,0,0,3,0,0,0,
3056,0.4,,5451262,0,0,0,0,,,,3,,,,,,,,,,,,0.9,,,1,53,0,0,0,0,0,1,0,10,0,0,0,0
3057,0.5,,3346037,0,1,1,0,,,,2,,,,,,,,,,,,1,,,1,26,0,0,0,0,1,0,0,2,0,0,0,0
3058,0.4285714,,9929119,0,1,1,0,,3,,2,1,50,2,,0,0,0,2.5,,,,0.8571429,3,3.5,1,51,1,0,0,0,0,0,0,7,2.67,0,1,1
3059,0.25,,3761446.25,0,1,1,0,,,,2,,,,,,,,,,,,0.75,,,,32,0,1,0,0,0,0,0,4,0,0,0,0
3071,0.1111111,1812,3476259,0,1,1,0,,3,,1,0,68,2,0,0,0,0,1,,,,0.5555556,0.3333333,5.333333,1,39,0,1,0,1,0,0,0,9,15.1,0,0,
3072,,,2022746.375,0,0,1,0,,2,,0,0,23,2,,,0,0,1,,,,0.4,0,2,1,31,0,1,0,0,0,0,0,5,1.4,0,0,0
3073,,812,1410510.75,0,1,0,0,,2,,1,,6,2,,,0,0,,,,,0.6666667,0,3,1,21,0,1,0,0,0,0,0,3,0,0,0,0
3074,0.3333333,1296,9293107,0,1,1,0,,6,,5,0,107,2,0,,0,0,1.5,,,,0.6666667,1,13.5,1,58,0,1,0,0,0,0,0,9,1.27,0,0,
3075,,,1976718.5,0.2,0,1,0,,1,2,4,,17,2,,,0,0,3,,1,,0.4,0.25,8,1,50,0,1,1,0,0,0,0,5,0,0,0,
3076,,1020,2700245.5,0,1,1,1,2400,3,,2,1,52,2,0,,0,2,1,,,,0,0,15.33333,1,60,0,0,0,0,0,1,0,4,5.5,0,0,
3077,0.2727273,538,10908577,0.0909091,1,1,0,,9,1,8,0,172,2,,0,0,0,1.5,,1,,0.6363636,0.15,6,1,31,0,1,1,0,0,0,0,11,3.4,0,0,1
3078,,5940,1816742.125,0,0,1,0,,6,,2,1,95,2,,0,0,5,1,,,,0.25,0.5,13.5,1,33,0,0,0,1,0,0,0,4,9.32,0,0,
3090,0.5,270,6445182,0,0,1,0,,4,,2,1,3,2,0,0,0,0,2,,,,1,0,8,1,39,0,1,1,0,0,0,0,4,0.53,0,0,0
3091,0.3333333,,682696.5,0.3333333,0,1,0,,3,,2,0,1,2,0,0,0,0,2,,,,1,1,6,1,60,0,0,0,0,0,1,0,3,9.1,0,0,
3092,,,709644.5,0.3333333,0,1,0,,3,1,2,0,8,2,0,,0,0,3,,1,,0.6666667,1,2,1,30,0,1,0,0,0,0,0,3,1.3,0,0,
3093,0.1538462,648,2655931.5,0,1,1,0,,4,,3,0,58,2,0,0,40,0,1.5,,,,0.5384616,0.75,4,1,42,0,1,0,0,0,0,0,13,2.27,0,0,
3094,0.2222222,,5097449,0,1,1,0,,8,,9,0,113,2,0,0,0,0,2,,,,0.6666667,2,4,1,39,0,1,1,0,0,0,0,9,7.96,0,0,
3095,0.125,328,2355875.5,0,0,1,0,,4,,3,0,109,2,0,0,20,2000,3,,,,0.625,0,6,1,45,0,1,0,0,0,0,0,8,1.7,0,0,
3096,,400,7122384.5,0.1666667,0,1,0,,3,,5,1,14,2,0,0,100,0,3,,,,0.5,0,37,1,35,0,1,0,1,0,0,0,6,6.87,0,0,0
3097,0.1666667,350,3628229,0,0,1,0,,3,1,0,0,59,2,0,0,0,0,2,,1,,0.5,0,2,1,32,0,1,1,0,0,0,0,6,9.7,0,0,0
3109,0.4,,1323064.25,0,0,1,1,1000,2,,1,0,23,2,0,,0,0,1,,,,0.6,0.5,2,1,60,0,0,0,0,0,1,0,5,0.7,0,0,
3110,,360,1436840.25,0,1,1,0,,0,,0,0,,2,0,0,0,0,1,,,,1,1.05,3,,59,0,1,0,0,1,0,0,1,2.8,0,0,
3112,,,1609610.25,0.5,0,1,0,,,,2,,,,,,,,,,,,0,,,1,50,0,0,0,0,0,0,1,2,0,0,0,
3113,0.2,,3827080,0,1,1,1,30000,,,2,,,,,,,,,,,,0.2,,,1,31,0,0,0,0,0,0,0,5,0,0,0,
3114,,32,884545.875,0,0,1,1,5000,2,,0,1,2,2,0,0,0,0,2,,,,0,3.75,5,1,82,0,0,0,0,0,1,0,1,1.49,0,0,
3115,0.1666667,,4651717,0,0,1,1,5000,2,,0,0,2,2,0,0,0,0,2,,,,0.6666667,0.5,0.5,1,54,0,0,0,0,0,1,0,6,0.68,0,0,
3116,,100,555535.6875,0,0,1,0,,3,,0,1,,2,0,,0,0,2,,,,0,0.5,1.5,1,83,0,0,0,0,0,1,0,1,0.2,0,0,
3117,,,3509221.25,0,0,1,0,,6,,3,0,21,2,0,0,0,0,2,,,,0.2,3.333333,4,1,51,0,1,1,0,0,0,0,5,0.69,0,0,
3128,0.2,1600,4442228.5,0,1,1,0,,1,,2,0,54,2,0,,150,0,2,,,,0.6,12,10,1,32,0,1,1,0,0,0,0,5,5.4,0,0,
3129,0.2,1167,2917285.75,0,0,1,0,,4,,1,0,,2,0,,150,0,1,,,,0.6,8,150,1,37,0,1,0,0,0,0,0,5,3.96,0,0,
3130,0.3333333,4860,3184897,0,1,1,0,,2,,0,1,40,2,0,,3500,0,1,,,,0.4444444,9,9.333333,1,37,0,1,1,0,0,0,0,9,9.7,0,0,
3131,,8100,5571518,0,1,1,0,,3,,1,1,34,2,0,,950,6,1,,,,0.8571429,1,1,1,49,0,1,0,0,0,0,0,7,15.54,0,1,1
3132,,1620,1923536.5,0,0,0,0,,1,,0,1,,2,0,,350,1,1,,,,1,0,2,,44,0,1,0,0,1,0,0,1,1.33,0,0,
3133,0.5,1343,3649390.5,0,1,1,0,,2,,2,1,42,2,0,,150,1,2,,,,0.75,2,8,1,28,0,0,1,0,0,0,0,4,0,0,0,
3134,,3200,8137757,0,1,0,0,,3,1,0,1,554,2,0,,1200,200,1,,1,,0.6,3.333333,0,1,26,0,1,0,0,0,0,0,5,4.36,0,0,0
3135,,1500,3656024.5,0,1,1,0,,1,,1,1,,2,0,,100,4,2,,,,0.6666667,0,3,1,36,0,1,1,0,0,0,0,3,3.5,0,0,
3147,0.2,,4877296.5,0,1,0,0,,0,,0,0,23,2,1,,8,0,1,,,,1,0,0,1,43,0,1,0,0,0,0,0,5,0.12,0,0,0
3148,0.4,,4067756,0,1,1,0,,3,,0,0,,2,1,,115,0,2,,,,1,9,9,1,53,0,0,0,0,0,1,0,5,0.36,0,0,0
3149,,,2796551.75,0,0,1,0,,4,,1,1,54,2,0,,7,0,1,,,,1,0.6666667,5,1,62,0,0,0,0,0,1,0,2,0.16,0,0,0
3150,0.2222222,2925,5982954,0,0,1,0,,3,,1,1,65,2,0,,0,0,1.66667,,,,0.8888889,1.333333,3.333333,1,47,0,1,1,0,0,0,0,9,0.04,0,0,1
3151,0.1666667,,3996849.25,0,0,1,0,,2,,1,0,,2,,,50,0,2,,,,0.5,1,6,1,47,0,1,1,0,0,0,0,6,0,0,0,0
3152,0.1666667,,5628564,0,1,0,0,,2,,1,0,73,2,,,150,0,2,,,,0.8333333,6,82,1,46,0,1,1,0,0,0,0,6,0.82,0,0,0
3153,0.1666667,600,8935396,0.1666667,1,1,0,,0,,1,1,,2,,,50,0,1,,,,0.8333333,0,28,1,41,0,1,0,0,0,0,0,6,0.87,0,0,1
3154,0.3333333,,6109741,0,1,0,0,,0,,2,1,,2,0,0,100,0,2,,,,0.6666667,0,0,1,31,0,1,1,0,0,0,0,6,1.49,0,0,0
3166,0.2,,1760018.125,0,0,1,0,,1,,3,0,6,2,0,0,0,0,2,,,,0.8,12,16,1,56,0,0,0,0,1,0,0,5,0.11,0,0,
3167,,,1312088.625,0,1,0,0,,,,0,0,,2,0,0,0,0,2,,,,0,0,2,,77,0,1,0,0,0,1,0,1,1.76,0,0,
3168,0.1666667,900,4808621,0,1,1,0,,3,,2,1,18,2,1,0,0,0,1.16667,,,,0.6666667,1.833333,2.25,1,45,0,0,0,0,0,1,0,6,5.17,0,0,
3169,0.1666667,,5559907,0,1,0,0,,1,,1,0,5,2,0,0,0,0,2,,,,0.6666667,1.5,2.5,1,54,0,0,0,0,0,1,0,6,3.76,0,0,
3170,0.25,,2700945.5,0,0,1,0,,,1,2,,14,,,,,,,,1,,0.5,,,1,37,0,0,0,0,0,1,0,4,0,0,0,0
3171,0.5,200,2551713.5,0,0,1,0,,1,,2,1,,2,0,0,0,0,1,,,,0.75,1.666667,50,1,37,0,0,0,0,1,0,0,4,0.87,0,0,0
3172,,,1580330.375,1,0,0,0,,0,,1,0,,2,0,0,0,0,2,,,,0,1,6,1,48,0,0,0,0,0,1,0,1,1.59,0,0,
3173,,,1935533.625,0.6666667,0,1,0,,2,,2,1,,2,0,0,0,0,1,,,,0.6666667,1.5,50,1,47,0,0,0,0,0,1,0,3,0.54,0,0,
3185,0.375,,6923937.5,0,0,1,0,,3,,3,0,23,2,0,0,0,1,1.75,,,,0.75,1,3,1,59,0,1,1,0,0,0,0,8,5.99,0,1,0
3186,0.6666667,,2517647,0.3333333,1,1,0,,1,,1,0,11,2,0,,0,0,3,,,,1,0,3,1,42,0,0,0,0,0,1,0,3,1.12,0,0,0
3187,0.3333333,500,2852767.5,0,1,1,0,,3,,0,0,21,2,0,0,25,0,1,,,,1,0,1.25,1,66,0,1,1,0,0,0,0,3,11.26,0,0,0
3188,0.2,,3968228.25,0,0,1,0,,1,,4,0,,2,,,4,0,2,,,,1,0,5,1,35,0,0,0,0,0,1,0,5,0,0,0,0
3189,,38,2049780.125,0,1,1,0,,2,,0,0,,2,0,0,4,0,2,,,,1,0,0,1,42,0,1,1,0,0,0,0,2,1.91,0,0,
3190,0.3333333,440,2048379.875,0,0,0,0,,4,,0,0,44,2,0,0,50,1,2,,,,0.6666667,3,10.5,1,35,0,1,1,0,0,0,0,6,0.83,0,0,
3191,,140,2391317.25,1,0,1,0,,1,,1,1,,2,,,8,0,2,,,,1,10,30,1,34,0,0,0,1,0,0,0,1,0,0,0,0
3192,,,2393100.75,0,1,1,0,,0,,0,0,15,2,0,,0,0,1,,,,0.6666667,3.333333,6.666667,1,27,0,1,1,0,0,0,0,3,1.5,0,0,0
3204,0.2857143,3360,5906973,0,1,1,0,,2,,2,1,119,2,0,0,250,8,1,,,,0.8571429,0.5,0.5,1,46,0,1,0,1,0,0,0,7,11.27,0,0,0
3205,0.3846154,,5414292.5,0,1,1,0,,1,,2,0,22,2,0,0,200,200,2.66667,,,,0.7692308,2.333333,1.333333,1,40,0,1,0,1,0,0,0,13,3.24,0,0,
3206,0.1666667,80,4149269.5,0,1,1,0,,1,,3,0,47,2,0,0,72,4,1,,,,1,1,40,1,57,0,1,1,0,0,0,0,6,4.64,0,0,
3207,,980,1356774.875,0,1,1,0,,4,,1,0,,2,0,0,150,0,1,,,,1,6,6,,71,0,1,0,0,0,1,0,1,4.68,0,0,
3208,0.2,1730,6780063.5,0,1,1,0,,3,,3,1,2,2,0,0,310,0,1.75,,,,0.8,2,42.5,1,37,0,1,1,0,0,0,0,5,2.72,0,1,1
3209,,200,4338632.5,0,1,1,0,,2,,2,1,,2,0,,100,0,1,,,,1,1.666667,35,1,69,0,1,0,1,0,0,0,3,64.1,0,1,0
3210,,,1232158.75,0,1,1,0,,0,,0,0,,2,0,0,25,0,1,,,,0.3333333,4.75,44.5,1,23,0,1,1,0,0,0,0,3,0.9,0,0,0
3211,0.3333333,,4154582.5,0,1,0,0,,1,,1,0,9,2,0,0,100,0,1,,,,0.8333333,1.666667,96,1,38,0,1,1,0,0,0,0,6,0.18,0,0,0
3223,0.4285714,256,2313094,0,1,1,0,,3,,0,1,56,2,0,0,0,0,1.33333,,,,1,0.3333333,3.666667,1,56,0,1,0,0,0,0,0,7,1.2,0,0,0
3224,,720,3391185.75,0,1,1,0,,2,,1,1,22,2,0,,0,0,1.66667,,,,1,0.3333333,10,1,38,0,1,0,0,0,0,0,2,2.74,0,0,0
3225,,,794691.5,0,1,0,0,,,,0,0,,2,0,,0,0,1,,,,0,0,10,1,86,0,0,0,0,0,1,0,1,0.16,0,0,
3226,,3000,4677471.5,0,1,1,1,280000,10,,1,0,76,2,0,,170,0,1.88889,,,,0.5714286,1,1,1,62,0,1,1,0,0,0,0,7,3.59,0,0,
3227,0.4,2380,3614125,0,1,1,0,,3,,3,1,10,2,0,,325,2000,2,,,,1,0.44,1.1,1,40,0,1,1,0,0,0,0,5,6.66,0,0,1
3228,0.3333333,,1952122.5,0,0,1,0,,,,1,,,,,,,,,,,,0.6666667,,,0,61,0,0,0,0,0,1,0,3,0,0,0,0
3229,0.5,1000,1112765.25,0,0,1,0,,0,,0,1,12,2,0,,50,0,2,,,,1,1,8.5,1,32,0,0,0,0,0,0,1,2,0.88,0,0,0
3230,,300,1766921.75,0,1,1,0,,1,,0,1,19,2,0,,100,100,2,,,,1,0,10,1,61,0,0,0,0,0,1,0,1,1.98,0,0,0
3242,0.25,,5743130,0,1,0,0,,,1,2,,,,,,,,,,1,,1,,,1,35,0,0,0,0,0,1,0,4,0,0,0,0
3243,0.1428571,1000,6310668,0.1428571,1,1,0,,1,,1,1,14,2,1,,100,0,1,,,,1,0.25,6,1,47,0,1,1,0,0,0,0,7,0,0,0,0
3244,0.1428571,,16569976,0,1,0,0,,1,,1,1,,2,1,,50,0,1,,,,0.8571429,5.5,15,1,59,0,1,1,0,0,0,0,7,0.25,0,1,1
3245,0.1666667,,5218680,0,1,1,0,,,,5,,,,,,,,,,,,0.5,,,1,31,0,1,1,0,0,0,0,6,0,0,1,1
3246,0.3333333,,14750182,0,0,1,0,,1,,0,1,,2,0,,12,250,2,,,,1,0,1.5,1,60,0,1,0,0,0,1,0,3,0.68,0,1,1
3247,,,2150765,0,1,1,0,,,,1,,,,,,,,,,,,0.3333333,,,,30,0,1,1,0,0,0,0,3,0,0,1,1
3248,0.3333333,,3246716.75,0,1,1,0,,1,,3,1,1,2,0,0,50,0,2,,,,1,1,5,1,50,0,0,0,1,0,0,0,3,0.49,0,1,1
3249,,,12840194,0,1,1,0,,1,,2,1,125,2,0,,50,0,2,,,,1,0,5,1,43,0,1,1,0,0,0,0,3,1.01,0,1,1
3261,0.25,4400,4376382,0,1,1,0,,3,,3,1,29,2,0,,0,3,2,,,,0.75,2.166667,40.33333,1,39,0,1,0,1,0,0,0,4,20.1,0,0,0
3262,0.1428571,2760,2733172,0,0,1,0,,5,,2,1,23,2,0,,0,20,2,,,,0.2857143,10,10,1,54,0,1,1,0,0,0,0,7,0,0,0,
3263,0.3333333,1200,6274919,0,1,1,0,,3,,0,1,51,2,0,,0,0,2,,,,0.5,0.75,0.75,1,80,0,1,0,1,0,0,0,6,74,0,0,
3264,,200,3488933.25,0,1,0,0,,0,,2,0,,2,0,,0,0,2,,,,0.2857143,8,8,1,35,0,0,0,0,0,1,0,7,0,0,0,
3265,,100,1727253.75,0,0,1,0,,3,,0,1,8,2,0,,0,0,1.66667,,,,1,4.666667,46.66667,1,74,0,1,0,0,0,0,0,2,8.15,0,0,
3266,,880,1284769.25,0,1,1,0,,1,,0,1,,2,0,,0,0,1,,,,0,10,89,1,85,0,1,0,0,0,0,0,2,0,0,0,
3267,0.4,,1491882.75,0,1,1,0,,2,,1,0,,2,0,,0,0,1,,,,0.8,4,4,1,30,0,1,0,0,0,0,0,5,0.01,0,0,
3268,,1530,2474236.25,0,1,1,0,,4,,0,1,,2,0,,0,51,1,,,,0.6666667,1,50,1,30,0,1,0,0,0,0,0,3,13.96,0,0,0
3280,,,6197071,,1,1,0,,,,3,,,,,,,,,,,,0.8333333,,,1,62,0,1,1,0,0,0,0,6,0,0,1,
3282,0.4,,6262510.5,0,1,1,0,,,,0,,,,,,,,,,,,0.8,,,1,54,0,1,0,1,0,0,0,5,0,0,1,
3283,,,1966759.75,0,1,1,0,,,,1,,,,,,,,,,,,0,,,1,59,1,0,0,0,0,0,0,1,0,0,0,
3284,,,2885514.5,0,1,0,0,,,,2,,,,,,,,,,,,0.3333333,,,,55,0,1,0,0,0,1,0,3,0,0,0,
3285,0.25,,6598715.5,0,1,1,0,,,,2,,,,,,,,,,,,1,,,1,42,0,0,0,0,0,1,0,4,0,0,0,0
3286,,,13822490,0,1,1,0,,,,1,,,,,,,,,,,,0.5,,,,38,0,1,1,0,0,0,0,4,0,0,1,
3287,0.1666667,,5697025,0,0,0,0,,,,0,,,,,,,,,,,,0.6666667,,,1,41,0,1,1,0,0,0,0,6,0,0,0,
3291,0.5,,1860949.25,0,1,1,0,,,,0,,,,,,,,,,,,0.75,,,0,50,1,0,0,0,0,0,0,4,0,0,0,
3299,0.3333333,,2764512.75,0,1,1,0,,,,1,,,,,,,,,,,,0.6666667,,,0,47,0,1,0,1,0,0,0,6,0,0,0,
3300,0.2,,16305733,0,1,1,0,,,,3,,,,,,,,,,,,1,,,1,50,0,1,1,0,0,0,0,10,0,0,1,
3301,,,3788416.5,0,1,1,0,,,,2,,,,,,,,,,,,0.3333333,,,1,30,1,0,0,0,0,0,0,3,0,0,0,
3302,,,3010342,0,1,1,0,,,,1,,,,,,,,,,,,1,,,0,22,0,1,0,0,0,0,1,4,0,0,0,
3304,,,2471472.25,0,1,0,0,,,,0,,,,,,,,,,,,1,,,1,35,0,1,1,0,0,0,0,2,0,0,1,0
3305,,,4999598,0,1,0,0,,,,1,0,,2,,,0,0,2,,,,1,0.2,0.4,1,56,0,1,1,0,0,0,0,7,0.14,0,1,
3306,,,7300756.5,0,1,0,0,,,,0,,,,,,,,,,,,0.8571429,,,1,61,0,1,1,0,0,0,0,7,0,0,1,
3308,0.1428571,,8397233,0,1,0,0,,,,2,,,,,,,,,,,,1,,,1,50,0,1,0,1,0,0,0,7,0,0,1,0
3319,,,21229576,0,1,1,0,,,,0,,,,,,,,,,,,0.8,,,0,51,0,1,1,0,0,0,0,5,0,0,1,1
3320,,,6784044,0,1,0,0,,,,0,,,,,,,,,,,,0.5,,,1,65,0,0,0,0,0,1,0,4,0,0,1,
3321,,,8459871,0,1,0,0,,,,1,,,,,,,,,,,,0.8571429,,,0,47,0,1,1,0,0,0,0,7,0,0,1,0
3322,,,5265970,0,1,1,0,,,,2,,,,,,,,,,,,0.5,,,,34,0,1,1,0,0,0,0,4,0,0,0,
3323,0.25,,3890168.75,0,1,1,0,,,,0,,,,,,,,,,,,1,,,,70,0,1,1,0,0,0,0,4,0,0,1,
3324,0.2,,12493256,0,1,0,0,,,,2,,,,,,,,,,,,0.8,,,1,34,0,1,1,0,0,0,0,5,0,0,0,0
3325,,,4549998,0,1,1,0,,,,1,0,,2,1,0,0,0,2,,,,0.8571429,0,0,0,59,0,1,1,0,0,0,0,7,0.9,0,0,
3326,,,10404127,0,1,1,0,,,,1,,,,,,,,,,,,1,,,1,72,1,0,0,0,0,0,0,2,0,0,1,
3337,0.3,,4660360.5,0,1,0,0,,,,0,,,,,,,,,,,,0.8,,,0,40,0,1,1,0,0,0,0,10,0,0,1,0
3338,0.1666667,,5799665.5,0.1666667,1,1,0,,,,3,,,,,,,,,,,,0.8333333,,,1,43,0,1,1,0,0,0,0,6,0,0,1,
3339,0.1666667,,3007950.5,0,1,0,0,,,,1,,,,,,,,,,,,0.8333333,,,,52,1,0,0,0,0,0,0,6,0,0,0,
3340,0.2,,10094621,0,1,0,0,,,,5,,,,,,,,,,,,0.6,,,1,38,0,1,1,0,0,0,0,5,0,0,1,0
3341,,,6319503.5,0,1,1,0,,,,2,,,,,,,,,,,,0.6666667,,,,31,0,1,1,0,0,0,0,6,0,0,0,
3342,0.1428571,,4747422,,0,1,0,,,,0,,,,,,,,,,,,0.4285714,,,0,50,0,1,0,1,0,0,0,7,0,0,0,
3343,0.1111111,,6783343.5,0,1,1,0,,,,0,,,,,,,,,,,,0.7777778,,,0,52,0,1,1,0,0,0,0,9,0,0,0,
3344,0.2857143,,4963192,0,1,1,0,,,,2,,,,,,,,,,,,0.5714286,,,0,32,0,1,1,0,0,0,0,7,0,0,0,0
3356,0.25,,4146103.5,0,1,0,0,,,,1,,,,,,,,,,,,0.875,,,0,45,0,1,1,0,0,0,0,8,0,0,0,
3357,,,3049090.5,0,1,0,0,,,,1,,,,,,,,,,,,0.6666667,,,1,46,0,1,0,1,0,0,0,3,0,0,0,0
3358,,,3399847.25,0,1,0,0,,,,2,,,,,,,,,,,,1,,,,33,0,1,1,0,0,0,0,3,0,0,0,
3360,0.2,,4572833.5,0,1,1,0,,,,2,,,,,,,,,,,,0.8,,,1,37,0,1,1,0,0,0,0,5,0,0,1,
3362,0.1666667,,2935379.5,0,0,0,0,,,,1,,,,,,,,,,,,0.5,,,0,37,0,1,0,1,0,0,0,6,0,0,1,
3363,0.2,,8468864,0,1,1,0,,,,1,,,,,,,,,,,,0.8,,,1,31,0,1,1,0,0,0,0,5,0,0,1,
3364,0.2,,3285682.25,0,1,0,0,,,,0,,,,,,,,,,,,0.6,,,,33,0,1,1,0,0,0,0,5,0,0,0,
3366,,,4511197,0,1,0,0,,,,2,,,,,,,,,,,,1,,,1,50,0,0,0,0,1,0,0,5,0,0,1,0
3375,0.125,,9811501,0,1,0,0,,,,0,,,,,,,,,,,,1,,,0,46,0,1,1,0,0,0,0,8,0,0,1,0
3377,0.1428571,,3225611.25,0,0,1,0,,,1,0,,,,,,,,,,1,,0.8571429,,,0,49,0,1,0,1,0,0,0,7,0,0,1,1
3378,,,5138710,0,1,1,0,,,,1,,,,,,,,,,,,1,,,,40,0,1,1,0,0,0,0,3,0,0,0,
3379,0.25,,13576441,0,1,0,0,,,,2,,,,,,,,,,,,1,,,1,50,0,1,0,1,0,0,0,8,0,0,1,0
3380,,,5876684.5,0,1,0,0,,,,1,,,,,,,,,,,,0.8571429,,,0,50,0,1,1,0,0,0,0,7,0,0,1,
3381,0.3333333,,6826567,0,1,0,0,,,,1,,,,,,,,,,,,0.8333333,,,0,43,0,1,0,1,0,0,0,6,0,0,0,0
3385,,,7390026.5,0,1,0,0,,,,2,,,,,,,,,,,,0.625,,,1,29,0,1,0,1,0,0,0,8,0,0,1,0
3387,,,5544924.5,0,1,1,0,,,,1,,,,,,,,,,,,1,,,0,51,0,1,1,0,0,0,0,5,0,0,1,
3394,0.25,,3815675.75,0,1,0,0,,,,1,,,,,,,,,,,,1,,,1,47,0,1,0,1,0,0,0,4,0,0,1,0
3395,,,5283316.5,0,1,0,0,,,,1,,,,,,,,,,,,0.6666667,,,,42,0,1,1,0,0,0,0,3,0,0,0,0
3396,,,2606827,0,1,1,0,,,,2,,,,,,,,,,,,0.5,,,,39,0,1,0,1,0,0,0,4,0,0,0,
3397,,,5206423,0,1,1,0,,,1,1,,,,,,,,,,1,,1,,,1,35,0,1,0,1,0,0,0,2,0,0,1,
3398,,,4722640.5,0,1,0,0,,,,1,,,,,,,,,,,,0.6666667,,,,22,0,1,1,0,0,0,0,3,0,0,0,
3399,0.6,,7096501,0,1,1,0,,,,3,,,,,,,,,,,,1,,,1,43,0,1,1,0,0,0,0,5,0,0,1,
3400,,,4284858,-0.5,1,0,0,,,,0,,,,,,,,,,,,0.5,,,1,55,0,1,1,0,0,0,0,6,0,0,1,0
3401,0.1428571,,6894158.5,0,1,0,0,,,,2,,,,,,,,,,,,0.7142857,,,,37,0,1,1,0,0,0,0,7,0,0,1,1
3413,0.2,,4201690,0,1,0,0,,,,1,,,,,,,,,,,,0.6,,,1,60,0,1,1,0,0,0,0,5,0,0,0,
3414,0.1428571,,4770530,0,0,0,0,,,,3,,,,,,,,,,,,0.5714286,,,0,42,0,1,1,0,0,0,0,7,0,0,0,
3415,,,946875.125,0,0,1,0,,,,2,,,,,,,,,,,,0.5,,,,33,1,0,0,0,0,0,0,2,0,0,0,
3416,0.3333333,,2871362.25,0,1,1,0,,,,0,,,,,,,,,,,,0.6666667,,,1,45,1,0,0,0,0,0,0,3,0,0,0,
3417,0.1111111,,4390188,0,1,0,0,,,,2,,,,,,,,,,,,0.6666667,,,0,38,0,1,0,1,0,0,0,9,0,0,0,
3418,,,2057385.75,0,1,0,0,,,,0,,,,,,,,,,,,0.4,,,,35,0,1,1,0,0,0,0,5,0,0,0,
3419,0.1428571,,3906910.25,0,1,1,0,,0,,3,0,,2,,,0,0,2,,,,0.5714286,2,2,1,67,0,0,0,0,0,1,0,7,0,0,0,
3420,0.1666667,,3239962.5,0,1,0,0,,,,2,,,,,,,,,,,,0.8333333,,,1,52,0,0,1,0,0,0,0,6,0,0,0,
3432,,,4345306,0,1,1,0,,,,0,,,,,,,,,,,,0.8,,,0,64,0,0,0,0,0,1,0,10,0,0,0,
