y4_hhid,children_education___output,crop_sales___output,expenditure___output,has_medical_assistance___output,no_food_deficiency___output,crop_diversification___policy,has_bank_account___policy,has_borrowed___policy,has_hired_workers___policy,months_hired_workers___policy,number_of_animals_owned___policy,number_of_hired_workers___policy,number_of_ploughs_owned___policy,owns_land_certificate___policy,quantity_of_fertilizers_used___policy,quantity_of_pesticides_used___policy,uses_credit___policy,uses_irrigation___policy,attended_school,distance_to_road,distance_to_market,household_head_age,household_head_is_divorced,household_head_is_male,household_head_is_monogamous,household_head_is_polygamous,household_head_is_separated,household_head_is_widowed,household_head_never_married,household_size,land_surface,literacy,lives_in_arusha,lives_in_daressalaam,lives_in_dodoma,lives_in_geita,lives_in_iringa,lives_in_kagera,lives_in_kaskazinipemba,lives_in_kaskaziniunguja,lives_in_katavi,lives_in_kigoma,lives_in_kilimanjaro,lives_in_kusinipemba,lives_in_kusiniunguja,lives_in_manyara,lives_in_mara,lives_in_mbeya,lives_in_mjinimagharibi,lives_in_morogoro,lives_in_mtwara,lives_in_mwanza,lives_in_njombe,lives_in_pwani,lives_in_rukwa,lives_in_ruvuma,lives_in_shinyanga,lives_in_simiyu,lives_in_singida,lives_in_tabora,lives_in_tanga,rural_household,weight,latitude,longitude
4464,0,,5246120.5,0.7,1,9,0,0,1,0,,10,0,0,0,0,0,0,0.5,1,5,27,0,1,1,0,0,0,0,10,0.13,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2745.754,-3.319339296,32.40801803
4461,0,555000,1546223.75,0.6666667,0,7,0,1,,0,,,0,0,208,4,0,0,0.6666667,0,7,29,0,1,1,0,0,0,0,3,0.08,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2745.754,-3.319339296,32.40801803
4467,0,,3536741.25,1,1,6,0,1,1,0,,9,0,0,0,0,0,0,0.5,0,1,32,1,0,0,0,0,0,0,2,0.63,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2745.754,-3.319339296,32.40801803
4465,0,60000,2931576.25,0.8,1,1,0,1,1,0,,12,0,,30,0,0,0,0.4,1.5,12,30,0,1,0,0,0,0,0,5,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2745.754,-3.319339296,32.40801803
4463,0.2857143,32000,4511803,0.6,0,10,0,1,,0,3,,0,0,210,0.1,0,0,0.6,0,7,42,0,1,1,0,0,0,0,10,0.12,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2745.754,-3.319339296,32.40801803
4466,,,4613519,0,1,,0,,,0,,,0,,,,0,,0.3333333,,,38,0,1,1,0,0,0,0,3,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2745.754,-3.319339296,32.40801803
4458,0,,1545831.375,0,1,,0,,,0,,,0,,,,0,,0,,,22,0,0,1,0,0,0,0,3,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2745.754,-3.319339296,32.40801803
8416,0.5,,2392126.5,0,0,2,0,0,1,0,98,0,1,0,500,0,0,0,0.8333333,2,9.5,51,0,1,0,1,0,0,0,6,5.12,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3594.541,-3.471039533,32.65633906
8413,0,462000,3252893,0.2,1,3,0,1,1,0,52,8,0,0,0,0,0,0,0.4,2.5,6.5,39,0,1,1,0,0,0,0,5,2.72,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3594.541,-3.471039533,32.65633906
8410,0,225000,2401879,0.1666667,1,1,0,1,1,0,62,0,0,0,0,0,0,0,0.1666667,3,10,40,0,1,1,0,0,0,0,6,1.1,0.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3594.541,-3.471039533,32.65633906
8414,0.6,146000,4115691.25,0.1428571,1,2,0,1,1,0,63,2,0,,0,0,1,0,0.4285714,6,61,36,0,1,0,1,0,0,0,7,7.93,0.1428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3594.541,-3.471039533,32.65633906
8412,,100000,1554743.75,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,6,11,32,0,1,0,1,0,0,0,2,1.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3594.541,-3.471039533,32.65633906
8417,0,96000,6447160.5,0.1666667,0,1,0,0,1,0,80,0,1,0,0,0,1,0,0.6666667,0.5,12,50,0,0,0,0,1,0,0,6,17.14,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3594.541,-3.471039533,32.65633906
8411,0,280000,5153000,0,1,2,0,0,1,0,32,0,0,0,0,0,0,0,0.1428571,3.333333,8,31,0,1,1,0,0,0,0,7,7.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3594.541,-3.471039533,32.65633906
8415,0.2,420000,10561505,0.3,0,3,0,1,,0,139,,1,0,1160,0,1,0,0.7,0,4,57,0,1,1,0,0,0,0,10,6.42,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3594.541,-3.471039533,32.65633906
4477,0,150000,2826021.75,0.1666667,0,5,0,1,1,0,39,0,0,0,0,0,0,0,0.5,0,6,55,0,0,0,1,0,0,0,6,5.3,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2023.187,-4.221989635,32.67984171
4484,0.5,805000,4567546,0.6666667,0,3,0,1,1,0,49,53,1,0,0,0,0,0,0.6666667,0,9,39,0,1,0,0,0,0,0,6,26.2,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2023.187,-4.221989635,32.67984171
4481,0,,1321811.875,0.5,0,,0,,,0,,,0,,,,0,,0.25,,,23,0,1,1,0,0,0,0,4,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2023.187,-4.221989635,32.67984171
4478,0,120000,642345.5625,0.2857143,0,3,0,0,1,0,4,0,1,0,0,0,0,0,0.2857143,0.1,8,38,0,1,0,1,0,0,0,7,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2023.187,-4.221989635,32.67984171
4479,0.2666667,400000,9717301,0.6086956,0,2,0,0,,0,98,,3,0,2000,0,0,0,0.3043478,5.5,9.5,63,0,1,0,1,0,0,0,23,9.63,0.1304348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2023.187,-4.221989635,32.67984171
4480,0.6666667,,1580913.25,0.5,1,3,0,1,1,0,26,5,0,0,0,0,0,0,0.5,0,3,40,0,0,0,1,0,0,0,4,12.3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2023.187,-4.221989635,32.67984171
4482,0,85000,1861692.375,0,1,2,0,1,,0,86,,1,0,550,0,0,0,0.3333333,0.3,8,86,0,1,0,0,0,0,0,6,11.36,0.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2023.187,-4.221989635,32.67984171
4483,0.1666667,25000,3084160.75,0,1,0,0,1,1,0,74,0,0,0,1800,0,0,0,0.25,0,5,52,0,1,0,0,0,0,0,8,7.2,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2023.187,-4.221989635,32.67984171
8436,0,2218000,2988731,0,0,5,0,1,1,0,5,0,0,1,15,2,0,0,0.6666667,0,4.666667,24,0,1,1,0,0,0,0,3,3.93,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1740.49,-3.859587982,32.15979165
8431,0,,905265.9375,0.5,0,,0,1,,0,,,0,,,,1,,0,,,28,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1740.49,-3.859587982,32.15979165
8433,0,395000,1197244.625,0.3333333,0,4,0,1,,0,15,,0,,0,0,0,0,0.3333333,0,6.333333,30,0,1,1,0,0,0,0,3,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1740.49,-3.859587982,32.15979165
8429,0,502000,3486707,0.1666667,1,6,0,1,1,0,30,0,1,,600,0,0,0,0.3333333,6.5,12,31,0,1,1,0,0,0,0,6,5.81,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1740.49,-3.859587982,32.15979165
8430,0,3100000,10693494,0,1,2,0,0,1,12,100,0,2,0,0,0,0,0,0.625,0,10,79,0,1,1,0,0,0,0,8,22.06,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1740.49,-3.859587982,32.15979165
8434,0.2,196000,2104158.5,0.2857143,0,7,0,1,1,0,,0,0,0,0,0,0,0,0.4285714,0.6666667,70,48,0,1,0,0,0,0,0,7,3.93,0.2857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1740.49,-3.859587982,32.15979165
8432,0.4,360000,3124182.5,0,1,4,0,1,1,0,2,0,0,0,0,0,1,0,0.5714286,0.25,3,28,0,1,1,0,0,0,0,7,1.05,0.5714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1740.49,-3.859587982,32.15979165
8435,1,170000,1644639,0.3333333,1,9,0,1,1,0,26,7,0,0,0,0,0,0,1,3.4,60,32,1,0,0,0,0,0,0,3,0.39,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1740.49,-3.859587982,32.15979165
4496,0,297000,9894209,1,1,1,0,0,1,2,37,0,0,0,0,0,0,0,0.25,0,1.166667,26,0,1,1,0,0,0,0,4,10.54,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1909.641,-4.174485125,32.08678506
4497,0,316000,2141642.5,0.3333333,1,7,0,0,1,0,81,57,0,0,50,0,0,0,0.3333333,0.5666667,2.1,69,0,0,0,0,0,1,0,3,6.81,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1909.641,-4.174485125,32.08678506
4500,0,,1586349.25,0,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,4,84,0,1,1,0,0,0,0,3,5.8,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1909.641,-4.174485125,32.08678506
4501,0.0909091,15900000,7085039.5,0.2272727,1,3,0,0,,0,141,,3,0,1500,0,0,1,0.3181818,5,5,80,0,1,1,0,0,0,0,22,116.1,0.2727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1909.641,-4.174485125,32.08678506
4499,0,6316000,6171503.5,0.25,1,8,1,1,1,0,,123,0,0,600,1000,1,0,0.75,0.5,2.25,62,1,1,0,0,0,0,0,4,6.3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1909.641,-4.174485125,32.08678506
4498,0.75,1979000,2906759,0.5,1,10,0,1,1,0,87,0,0,0,355,4,1,0,0.8333333,0.4,4.8,35,0,1,1,0,0,0,0,6,0.01,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1909.641,-4.174485125,32.08678506
4503,0.1666667,7524000,4493243,0.4285714,1,5,1,1,1,6,124,121,0,0,1800,0,1,0,0.5714286,0.075,5.075,38,0,0,0,0,0,1,0,7,13.82,0.5714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1909.641,-4.174485125,32.08678506
4502,0,3156000,1709986.875,0,0,9,0,1,1,0,41,0,0,,0,0,0,0,0.1666667,0.1,6.5,32,0,1,1,0,0,0,0,6,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1909.641,-4.174485125,32.08678506
8448,0,500000,3690535.25,0.0666667,1,2,0,0,,0,49,,0,0,200,0,0,0,0.2666667,5,10.5,53,0,1,1,0,0,0,0,15,2.94,0.2666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2030.793,-3.881222909,32.68996784
8452,0.6,,5187096.5,0.2857143,0,3,0,0,,0,43,,2,0,160,0,1,0,0.7142857,2.166667,11.66667,39,0,1,0,1,0,0,0,7,1.7,0.7142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2030.793,-3.881222909,32.68996784
8449,0,,2753189.75,0,1,6,0,1,,0,,,0,0,600,0,0,0,0.2,3.033333,10.66667,27,0,1,1,0,0,0,0,5,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2030.793,-3.881222909,32.68996784
8450,0,50000,4083183.25,0.2,0,1,0,1,1,0,20,0,0,0,0,0,0,0,0.2,2.5,7.5,27,0,1,1,0,0,0,0,5,0.25,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2030.793,-3.881222909,32.68996784
8454,0.4444444,,6935227.5,0,1,2,0,0,1,0,26,0,1,0,1500,0,0,0,0.6923077,0,10,79,0,0,0,0,0,1,0,13,3.42,0.4615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2030.793,-3.881222909,32.68996784
8455,0,,780530.3125,0,1,1,0,0,,0,,,0,0,0,0,0,0,0,0,6,27,0,1,1,0,0,0,0,5,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2030.793,-3.881222909,32.68996784
8453,0.3333333,,2740001.75,0.1111111,1,1,0,0,,0,24,,1,0,285,0,0,0,0.3333333,0.75,0.75,42,0,1,0,0,0,0,0,9,3.77,0.2222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2030.793,-3.881222909,32.68996784
8451,0,,7874863,0.1,1,6,0,0,,0,77,,2,,1200,0,0,0,0.3,0.1333333,8,75,0,1,1,0,0,0,0,10,8.78,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2030.793,-3.881222909,32.68996784
8470,1,,17924384,0.375,1,,1,1,,0,,,0,,,,1,,1,,,44,0,1,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2951.044,-3.850671516,32.61045792
8476,0,,12718899,0,1,1,1,0,1,6,88,6,0,0,7000,0,0,0,1,10,8,64,0,1,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2951.044,-3.850671516,32.61045792
8472,0.75,,5434860,0.125,1,0,0,0,,0,,,0,0,0,0,0,0,0.75,10,15,42,0,1,1,0,0,0,0,8,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2951.044,-3.850671516,32.61045792
8468,0.5,,2290604.25,0,1,1,0,0,,0,5,,0,0,0,0,0,0,1,0.5,7,46,0,1,1,0,0,0,0,4,0.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2951.044,-3.850671516,32.61045792
8471,1,,11548276,0.1428571,1,4,1,0,,0,107,,0,1,150,0,1,0,0.8571429,1.033333,5,43,0,1,1,0,0,0,0,7,0.14,0.8571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2951.044,-3.850671516,32.61045792
8474,0,,7560133.5,0.6666667,1,,1,1,,0,,,0,,,,1,,0.6666667,,,27,0,1,1,0,0,0,0,3,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2951.044,-3.850671516,32.61045792
8467,0,,2773290.25,0.6666667,1,,0,,,0,,,0,,,,0,,0.6666667,,,33,0,1,1,0,0,0,0,3,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2951.044,-3.850671516,32.61045792
8477,0.5,,6250699,1,0,,1,,,0,,,0,,,,0,,0.6666667,,,26,1,0,0,0,0,0,0,3,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2951.044,-3.850671516,32.61045792
2066,1,448000,2243937,0.1428571,1,10,0,0,1,7,16,,0,0,0,0,0,0,0.8571429,0.5,0,52,0,1,1,0,0,0,0,7,1.8,0.8571429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3172.811,-1.368193491,31.13950798
2068,0.8333333,32000,4785746.5,0.1111111,1,11,0,0,0,0,35,,0,0,400,0,0,0,0.6666667,0,1.5,42,0,1,1,0,0,0,0,9,1,0.5555556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3172.811,-1.368193491,31.13950798
2067,1,430000,3213575,0,1,20,0,0,0,0,17,,0,0,0,0,0,0,1,2.5,11,51,0,1,1,0,0,0,0,6,1.36,0.8333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3172.811,-1.368193491,31.13950798
2064,0,896000,1567006.75,0,1,9,0,0,1,0,6,14,0,0,200,0,0,0,0.5,5.5,9,88,0,1,0,0,0,1,0,2,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3172.811,-1.368193491,31.13950798
2069,0.6666667,108000,2748698.5,0.4,1,13,0,0,1,0,,0,0,0,5000,0,0,0,0.8,0.25,2,36,0,1,0,0,0,0,0,5,0.3,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3172.811,-1.368193491,31.13950798
2070,0.5,151000,8417947,0.1428571,0,17,0,0,0,0,12,,0,0,320,0,0,0,0.7142857,0,1.333333,74,0,1,0,1,0,0,0,7,1.9,0.7142857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3172.811,-1.368193491,31.13950798
2072,0.4,318000,4705200.5,0,0,12,0,0,0,0,25,,0,0,0,0,0,0,0.6666667,0.8333333,2.833333,43,0,0,0,0,1,0,0,6,0.95,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3172.811,-1.368193491,31.13950798
2065,0.6,343000,3831324.75,0.2857143,1,14,0,0,,0,,,0,0,0,0,0,0,0.7142857,0.5,4,46,0,1,1,0,0,0,0,7,2.12,0.5714286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3172.811,-1.368193491,31.13950798
2088,0,,2480943.25,0,0,5,0,0,,0,,,0,0,0,0,1,0,0.6666667,0.5,2,29,0,1,0,0,0,0,0,3,0,0.6666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3599.45,-1.539299604,31.14481839
2087,0.5,,2879388,0.5,1,3,0,0,1,0,,2,0,0,0,0,1,0,0.75,2.666667,3.666667,29,0,1,1,0,0,0,0,4,0.7,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3599.45,-1.539299604,31.14481839
2085,0.5,,3071068.75,0,1,,1,1,,0,0,,0,,,,1,,0.75,,,51,0,1,0,0,0,0,0,4,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3599.45,-1.539299604,31.14481839
2084,0,,1897604.375,0,0,,0,,,0,,,0,,,,0,,0.6666667,,,31,0,1,0,0,0,0,0,3,0,0.6666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3599.45,-1.539299604,31.14481839
2086,0.6666667,105000,3256465.75,0,1,2,0,0,1,0,,2,0,,0,0,0,0,0.75,1,3,42,0,1,1,0,0,0,0,8,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3599.45,-1.539299604,31.14481839
2089,1,168000,4748686,0.75,1,13,0,0,,0,,,0,0,0,0,0,0,1,0,2,60,0,0,0,0,0,1,0,4,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3599.45,-1.539299604,31.14481839
2090,0.6666667,19500,3600142.5,0.2,1,4,1,0,,0,,,0,,0,0,1,0,0.8,0.5,3.5,26,0,1,1,0,0,0,0,5,0.2,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3599.45,-1.539299604,31.14481839
2083,,235000,2256162.75,0.25,1,12,1,0,1,12,19,,0,0,215,0,1,0,1,0.75,3.5,54,0,1,1,0,0,0,0,4,1.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3599.45,-1.539299604,31.14481839
6080,0,,1731765.625,0.25,0,5,0,0,0,0,4,,0,0,0,0,0,0,0.75,0,12,46,0,1,0,0,0,1,0,4,2.01,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3031.797,-1.773822603,31.14945349
6081,0.25,120000,6544674,0.1428571,0,1,0,0,1,0,9,60,0,,0,0,1,0,0.5714286,0,11,67,0,1,1,0,0,0,0,7,4.97,0.2857143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3031.797,-1.773822603,31.14945349
6076,0,330000,3245192.75,0.5,1,3,0,1,1,0,28,74,0,0,90,0,0,0,0.5,0,12,23,0,1,0,0,0,0,0,4,1.37,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3031.797,-1.773822603,31.14945349
6074,0.6666667,370000,4006394.75,0.6,0,8,0,0,1,0,3,20,0,0,600,0,0,0,0.8,0,10,32,0,1,0,0,0,0,0,5,7.78,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3031.797,-1.773822603,31.14945349
6079,,3000,648753.0625,0,0,13,0,1,1,0,1,4,0,0,0,0,0,0,0,0,10,78,0,0,0,0,0,1,0,2,1.72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3031.797,-1.773822603,31.14945349
6078,0.4,325000,2518793.75,0.4285714,0,7,0,0,0,0,21,,0,0,0,0,0,0,0.4285714,1,11,47,0,1,1,0,0,0,0,7,4.07,0.4285714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3031.797,-1.773822603,31.14945349
6075,0.25,100000,2676525.75,0.3333333,1,8,0,0,0,0,80,,0,0,1300,0,0,0,0.5,0.2,8,57,0,1,0,1,0,0,0,6,1.49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3031.797,-1.773822603,31.14945349
6077,0.3333333,240000,2102544.5,0.3333333,0,4,0,0,1,0,92,0,0,0,0,0,0,,0.6666667,0,16,34,0,1,1,0,0,0,0,6,8.65,0.6666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3031.797,-1.773822603,31.14945349
2105,0,251000,2397614.75,0,0,5,0,0,0,0,10,,0,0,0,0,0,0,0.5714286,1,0,41,0,0,0,0,1,0,0,7,2.6,0.4285714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3102.36,-1.581036939,30.96686855
2102,0,205000,1352850.5,0.25,0,8,0,0,0,0,9,,0,0,0,0,0,0,0,1.5,1.5,25,0,1,0,0,0,0,0,4,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3102.36,-1.581036939,30.96686855
2109,0.25,362000,3060020,0.3333333,1,12,0,0,0,0,2,,0,0,0,0,1,0,0.1666667,0,4.5,32,0,1,0,0,0,0,0,6,1.96,0.1666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3102.36,-1.581036939,30.96686855
2107,0.5,1130000,3955548.5,0.5,0,15,0,0,1,0,,3,0,0,0,0,0,0,0.6666667,0.4166667,1.583333,36,0,1,1,0,0,0,0,6,4.92,0.6666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3102.36,-1.581036939,30.96686855
2106,0,90000,994238.125,0,0,1,0,1,,0,,,0,0,0,0,0,0,0.3333333,0,4,31,0,1,0,0,0,0,0,3,0.1,0.3333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3102.36,-1.581036939,30.96686855
