,cluster,crop_sales___output___ethiopia_2015,latitude___ethiopia_2015,longitude___ethiopia_2015,nid,number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,prevent_damage___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015,household_head_is_male___ethiopia_2015,average_temperature___ethiopia_2015,uses_irrigation___policy___ethiopia_2015,has_saved___policy___ethiopia_2015,number_of_droughts___ethiopia_2015,household_head_is_monogamous___ethiopia_2015,number_of_water_storage_pit_owned___policy___ethiopia_2015,literacy___ethiopia_2015,rural_household___ethiopia_2015,quantity_of_improved_seeds_used___policy___ethiopia_2015,attended_school___ethiopia_2015,number_of_axe_owned___policy___ethiopia_2015,number_of_sickle_owned___policy___ethiopia_2015,uses_credit___policy___ethiopia_2015,household_head_is_polygamous___ethiopia_2015,rooting_conditions_:_moderate_constraint___ethiopia_2015,rooting_conditions_:_no_or_slight_constraint___ethiopia_2015,has_borrowed___policy___ethiopia_2015,rooting_conditions_:_very_severe_constraint___ethiopia_2015,increase_in_price_of_inputs___policy___ethiopia_2015,price_rise_of_food_item___policy___ethiopia_2015,percentage_of_damaged_crop___policy___ethiopia_2015,amount_of_assistance_received___policy___ethiopia_2015,household_head_never_married___ethiopia_2015,household_head_is_separated___ethiopia_2015,number_of_pick_axe_owned___policy___ethiopia_2015,owns_land_certificate___policy___ethiopia_2015,has_a_bank_account___policy___ethiopia_2015,crop_diversification___policy___ethiopia_2015,illness_of_household_member___policy___ethiopia_2015,household_head_is_divorced___ethiopia_2015,rooting_conditions_:_mainly_non-soil___ethiopia_2015,heavy_rains_preventing_work___ethiopia_2015,rooting_conditions_:_severe_constraint___ethiopia_2015,household_head_age___ethiopia_2015,variations_in_greenness___ethiopia_2015,household_head_is_widowed___ethiopia_2015,elevation___ethiopia_2015,average_precipitation___ethiopia_2015
402,3,1101.5003475940184,10.4216173585,37.5765488785,981.0,0.0,25685.9,250.0,2.0,0.0,5.0,2.0,1.0,1.0,169.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,50.0,0.0,2284.0,1358.0
403,3,2439.2756286276567,9.99190626942,37.6925527139,982.0,0.0,38927.55,224.0,3.0,0.0,6.0,4.0,1.0,1.0,179.0,0.0,1.0,1.0,1.0,0.0,0.5,1.0,13.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,50.0,0.0,2118.0,1163.0
404,3,2582.7624303116368,9.99190626942,37.6925527139,983.0,0.0,30947.2,101.0,2.0,0.0,4.0,2.0,1.0,1.0,179.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,50.0,0.0,2115.0,1163.0
405,3,2487.104562522317,9.99190626942,37.6925527139,985.0,0.0,13343.0,60.0,1.0,0.0,5.0,1.0,1.0,1.0,179.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,0.0,2084.0,1163.0
406,3,956.5786778931987,9.99190626942,37.6925527139,986.0,0.0,11287.9,0.0,2.0,0.0,1.0,2.0,1.0,1.0,179.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,50.0,0.0,2043.0,1163.0
407,3,95.65786778931988,9.99190626942,37.6925527139,987.0,0.0,1229.4,0.0,2.0,0.0,4.0,1.0,1.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,50.0,0.0,2091.0,1163.0
408,3,1339.2101490504785,9.99190626942,37.6925527139,988.0,3.0,18985.910000000003,117.0,2.0,0.0,4.0,2.0,1.0,1.0,174.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,50.0,0.0,2097.0,1184.0
409,3,2869.7360336795964,9.99190626942,37.6925527139,991.0,0.0,25373.0,275.0,2.0,0.14285714285714285,7.0,2.0,1.0,1.0,174.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,50.0,0.0,2102.0,1180.0
410,3,3587.1700420994953,9.99190626942,37.6925527139,992.0,0.0,25349.1,225.0,2.0,0.25,6.0,2.0,1.0,1.0,174.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,50.0,0.0,2047.0,1180.0
411,3,669.6050745252393,10.5794319268,37.798498412,1005.0,0.0,22637.49,100.0,2.0,0.0,4.0,2.0,1.0,1.0,145.0,0.2222222222222222,0.0,0.0,1.0,1.0,0.0,1.0,10.0,0.5,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.636363636363636,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,56.0,50.0,0.0,2761.0,1445.0
412,3,669.6050745252393,10.5794319268,37.798498412,1010.0,0.0,14935.81,0.0,2.0,0.0,5.0,2.0,1.0,1.0,135.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.5,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,317.584121060542,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,57.0,50.0,0.0,2834.0,1503.0
413,1,200.88152235757173,11.6514708203,37.1032812474,1013.0,0.0,9528.4,250.0,1.0,0.2857142857142857,3.0,1.0,0.5,0.0,190.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.857142857142858,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,56.0,1.0,1824.0,1436.0
414,3,263.05913642062967,11.6514708203,37.1032812474,1015.0,0.0,9548.4,200.0,1.0,0.125,4.0,1.0,1.0,1.0,190.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,29.0,56.0,0.0,1824.0,1436.0
415,3,478.28933894659934,11.6514708203,37.1032812474,1016.0,0.0,12006.9,350.0,2.0,0.6666666666666666,5.0,0.0,1.0,1.0,190.0,0.125,0.0,0.0,1.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,32.0,56.0,0.0,1822.0,1436.0
416,3,444.8090852203375,11.6514708203,37.1032812474,1017.0,0.0,7898.6500000000015,204.0,1.0,0.0,4.0,1.0,0.5,1.0,190.0,0.1111111111111111,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.5,0.0,2.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.272727272727273,0.0,0.0,0.0,0.0,0.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,60.0,56.0,0.0,1820.0,1436.0
417,3,1171.8088804191686,11.6514708203,37.1032812474,1018.0,0.0,16706.0,314.0,2.0,0.4166666666666667,5.0,1.0,1.0,1.0,190.0,0.3,0.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,56.0,0.0,1819.0,1436.0
418,3,191.31573557863976,11.6514708203,37.1032812474,1019.0,0.0,924.7,25.0,1.0,0.0,4.0,0.0,1.0,1.0,190.0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,56.0,0.0,1818.0,1436.0
419,3,4615.492120834683,11.6514708203,37.1032812474,1020.0,0.0,11789.35,275.0,2.0,0.3,5.0,1.0,1.0,1.0,190.0,0.25,0.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,42.0,56.0,0.0,1825.0,1434.0
420,3,1004.4076117878587,11.6514708203,37.1032812474,1021.0,0.0,2941.7,100.0,0.0,0.1111111111111111,2.0,1.0,1.0,1.0,190.0,0.125,0.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.88888888888889,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,2.0,0.0,0.0,0.0,0.0,0.0,63.0,56.0,0.0,1818.0,1436.0
421,3,463.9406587782014,11.6514708203,37.1032812474,1023.0,0.0,8773.2,150.0,1.0,0.5555555555555556,4.0,1.0,1.0,1.0,191.0,0.2857142857142857,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,56.0,0.0,1818.0,1432.0
422,1,502.20380589392937,11.6514708203,37.1032812474,1024.0,0.0,3381.7,50.0,0.0,0.0,2.0,0.0,1.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.666666666666668,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,56.0,1.0,1821.0,1434.0
423,3,679.1708613041711,11.3744751246,37.4523245003,1025.0,0.0,18491.58,325.0,3.0,0.3333333333333333,3.0,1.0,1.0,1.0,169.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.5,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,56.0,0.0,2290.0,1522.0
424,3,404.15449140987647,11.3744751246,37.4523245003,1026.0,0.0,9040.380000000003,189.0,1.0,0.5714285714285714,3.0,1.0,1.0,1.0,169.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,56.0,0.0,2275.0,1522.0
425,3,172.18416202077574,11.3744751246,37.4523245003,1028.0,0.0,8611.85,100.0,1.0,0.0,5.0,1.0,1.0,1.0,172.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,56.0,0.0,2180.0,1498.0
426,3,756.6537342135202,11.3744751246,37.4523245003,1030.0,0.0,6193.9,209.0,2.0,0.0,6.0,1.0,1.0,1.0,175.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.571428571428572,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,34.0,56.0,0.0,2159.0,1481.0
427,3,358.71700420994955,11.3744751246,37.4523245003,1031.0,0.0,10024.28,262.0,1.0,0.125,3.0,1.0,1.0,1.0,175.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,27.0,56.0,0.0,2166.0,1481.0
428,3,1434.8680168397982,11.3744751246,37.4523245003,1032.0,4.0,20496.35,249.0,2.0,0.0,6.0,1.0,1.0,1.0,169.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,56.0,0.0,2286.0,1522.0
429,3,334.80253726261964,11.3744751246,37.4523245003,1033.0,0.0,10873.37,100.0,1.0,0.0,4.0,1.0,1.0,1.0,169.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,56.0,0.0,2214.0,1522.0
430,3,1339.2101490504785,11.3744751246,37.4523245003,1034.0,0.0,18160.58,362.0,1.0,0.0,5.0,1.0,1.0,1.0,174.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,56.0,0.0,2174.0,1489.0
431,1,813.0918762092191,11.3744751246,37.4523245003,1036.0,7.0,12467.89,200.0,2.0,0.0,3.0,1.0,1.0,0.0,174.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,56.0,1.0,2210.0,1489.0
432,1,2142.736238480765,11.3962743181,37.042616257,1038.0,0.0,11909.1,450.0,2.0,0.4,4.0,1.0,1.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,56.0,1.0,1903.0,1485.0
433,3,1052.2365456825187,11.3962743181,37.042616257,1040.0,0.0,20999.21,389.0,2.0,0.2,8.0,1.0,1.0,1.0,182.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,56.0,0.0,1923.0,1486.0
434,3,353.9341108204836,11.3962743181,37.042616257,1041.0,0.0,13083.55,200.0,2.0,0.25,5.0,1.0,1.0,1.0,182.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,8.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,56.0,0.0,1919.0,1486.0
435,3,191.31573557863976,11.3962743181,37.042616257,1042.0,0.0,7661.950000000002,175.0,1.0,0.42857142857142855,4.0,1.0,1.0,1.0,182.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,56.0,0.0,1898.0,1485.0
436,3,1434.8680168397982,11.3962743181,37.042616257,1044.0,3.0,20158.5,377.0,4.0,0.5,4.0,2.0,1.0,1.0,182.0,0.1,1.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,56.0,0.0,1904.0,1485.0
437,3,1380.3430321998858,11.3962743181,37.042616257,1045.0,0.0,10068.2,400.0,3.0,0.375,5.0,1.0,1.0,1.0,181.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,36.0,56.0,0.0,1930.0,1487.0
438,3,1514.7423364438805,11.3962743181,37.042616257,1046.0,3.0,18416.3,500.0,1.0,0.7142857142857143,5.0,1.0,1.0,1.0,181.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,56.0,0.0,1932.0,1487.0
439,3,770.045835704025,11.3962743181,37.042616257,1047.0,0.0,15127.2,163.0,1.0,0.3333333333333333,7.0,1.0,1.0,1.0,181.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,56.0,0.0,1928.0,1487.0
440,3,43.046040505193936,11.3962743181,37.042616257,1048.0,0.0,29271.5,410.0,2.0,0.3333333333333333,6.0,1.0,1.0,1.0,181.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,56.0,0.0,1929.0,1487.0
441,3,313.27951701002263,10.792776373299999,37.144541491999995,1061.0,0.0,3364.09,75.0,1.0,0.0,6.0,0.0,1.0,0.0,165.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,44.0,56.0,0.0,2288.0,1655.0
442,3,430.46040505193946,10.792776373299999,37.144541491999995,1062.0,0.0,12509.31,250.0,0.0,0.16666666666666666,7.0,1.0,1.0,1.0,165.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.916666666666668,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,50.0,56.0,0.0,2273.0,1655.0
443,3,196.09862896810574,10.792776373299999,37.144541491999995,1063.0,0.0,2990.93,50.0,0.0,0.0,3.0,1.0,1.0,1.0,165.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,38.0,56.0,0.0,2276.0,1655.0
444,1,392.1972579362115,10.792776373299999,37.144541491999995,1064.0,0.0,14061.49,150.0,1.0,0.18181818181818185,3.0,1.0,1.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,70.0,56.0,1.0,2292.0,1655.0
445,3,1659.6640061447001,10.792776373299999,37.144541491999995,1065.0,0.0,14391.23,105.0,2.0,0.3,4.0,1.0,1.0,1.0,164.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,56.0,0.0,2285.0,1660.0
446,3,239.14466947329967,10.792776373299999,37.144541491999995,1066.0,0.0,11492.65,232.0,1.0,0.07142857142857142,4.0,1.0,1.0,1.0,164.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,7.0,0.5,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.7857142857142856,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,43.0,56.0,0.0,2286.0,1660.0
447,1,23.91446694732997,10.792776373299999,37.144541491999995,1067.0,0.0,240.61,17.0,0.0,0.0,3.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,56.0,1.0,2286.0,1660.0
448,3,420.8946182730075,10.792776373299999,37.144541491999995,1068.0,0.0,12299.07,100.0,0.0,0.0,4.0,2.0,1.0,1.0,164.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,13.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,56.0,0.0,2275.0,1660.0
449,3,741.3484753672292,10.792776373299999,37.144541491999995,1069.0,0.0,3621.17,6.0,0.0,0.3333333333333333,3.0,1.0,0.0,1.0,164.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,56.0,0.0,2275.0,1659.0
450,3,118.13746671981005,10.792776373299999,37.144541491999995,1070.0,0.0,6852.37,100.0,1.0,0.1111111111111111,4.0,1.0,1.0,1.0,164.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,56.0,0.0,2269.0,1660.0
451,3,315.67096370475565,10.792776373299999,37.144541491999995,1071.0,0.0,8443.9,99.0,1.0,0.09090909090909093,6.0,1.0,1.0,1.0,164.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,6.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.181818181818182,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,56.0,0.0,2264.0,1659.0
452,3,526.1182728412593,10.792776373299999,37.144541491999995,1072.0,0.0,11593.15,200.0,1.0,0.2222222222222222,4.0,1.0,1.0,1.0,164.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,56.0,0.0,2262.0,1659.0
453,1,318.0624103994886,10.5892768292,37.461598233800004,1074.0,6.0,4778.8,150.0,0.0,0.0,3.0,0.0,1.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,56.0,1.0,1994.0,1400.0
454,3,1094.3260075098194,10.5892768292,37.461598233800004,1075.0,0.0,28408.4,275.0,2.0,0.1176470588235294,6.0,1.0,1.0,1.0,182.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.235294117647056,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,56.0,0.0,1978.0,1400.0
455,1,95.65786778931988,10.5892768292,37.461598233800004,1076.0,0.0,10835.3,125.0,0.0,0.1,4.0,1.0,1.0,0.0,182.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,73.0,56.0,1.0,1999.0,1400.0
456,1,1272.2496415979545,10.5892768292,37.461598233800004,1077.0,0.0,21384.050000000007,225.0,4.0,0.3333333333333333,4.0,1.0,1.0,0.0,179.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,56.0,1.0,1994.0,1415.0
457,3,2423.970369781365,10.5892768292,37.461598233800004,1078.0,1.0,17012.1,148.0,4.0,0.10526315789473684,5.0,2.0,1.0,1.0,181.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.63157894736842,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,33.0,56.0,0.0,2026.0,1400.0
458,3,3401.115489249268,10.5892768292,37.461598233800004,1079.0,0.0,33919.0,525.0,4.0,0.3125,9.0,2.0,1.0,1.0,180.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,15.0,0.0,0.0,5.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,56.0,0.0,2027.0,1406.0
