,cluster,crop_sales___output,y4_hhid,land_surface,number_of_tools_owned___policy,crop_diversification___policy,number_of_days_hired_workers___policy,household_head_is_monogamous
1120,1,448000.0,300000000.0,2.3999999761581,4.0,8.0,6.0,1.0
1121,1,60000.0,300000000.0,2.2000000029802003,2.0,7.0,24.0,0.0
1122,1,4000000.0,300000000.0,1.400000013411,7.0,7.0,20.0,1.0
1123,3,14000000.0,310000000.0,10.0,13.0,18.0,25.0,0.0
1124,0,1390000.0,310000000.0,2.0,7.0,6.0,6.0,0.0
1125,0,500000.0,310000000.0,1.0,6.0,2.0,0.0,1.0
1126,2,10400000.0,310000000.0,6.5,8.0,7.0,5.0,1.0
1127,0,340000.0,310000000.0,1.3000000119208999,3.0,7.0,0.0,1.0
1128,1,180000.0,310000000.0,2.8999999314547003,5.0,9.0,0.0,1.0
1129,0,80000.0,310000000.0,1.0,2.0,7.0,0.0,1.0
1130,1,1160000.0,310000000.0,2.0000000298023,7.0,16.0,4.0,1.0
1131,2,2766000.0,310000000.0,3.5,5.0,12.0,20.0,1.0
1132,2,3760000.0,310000000.0,2.6999999880791004,10.0,11.0,15.0,1.0
1133,2,70000.0,310000000.0,3.6000000536442,4.0,9.0,0.0,1.0
1134,1,176000.0,310000000.0,2.0,6.0,10.0,42.0,1.0
1135,2,1070000.0,310000000.0,6.500000029802299,5.0,19.0,3.0,1.0
1136,2,120000.0,310000000.0,4.3999999538064,4.0,9.0,0.0,1.0
1137,0,60000.0,310000000.0,0.25,2.0,5.0,0.0,1.0
1138,1,68000.0,310000000.0,1.5000000149011998,5.0,9.0,17.0,1.0
1139,1,116000.0,310000000.0,0.85000000149012,5.0,9.0,9.0,1.0
1140,1,60000.0,310000000.0,1.7000000551343,2.0,13.0,0.0,1.0
1141,3,500000.0,310000000.0,5.0,11.0,14.0,10.0,1.0
1142,0,84000.0,310000000.0,0.25,3.0,4.0,0.0,1.0
1143,2,2440000.0,310000000.0,7.0,6.0,21.0,5.0,1.0
1144,0,20000.0,310000000.0,1.5,3.0,6.0,7.0,1.0
1145,1,120000.0,310000000.0,2.0000000149012,8.0,9.0,0.0,1.0
1146,2,1004000.0,310000000.0,3.5,4.0,13.0,0.0,0.0
1147,2,600000.0,310000000.0,4.0,4.0,8.0,100.0,1.0
1148,1,50000.0,310000000.0,1.3000000417233,2.0,8.0,0.0,1.0
1149,1,130000.0,310000000.0,1.75,7.0,10.0,0.0,1.0
1150,1,892000.0,310000000.0,1.75,3.0,12.0,0.0,1.0
1151,2,344000.0,310000000.0,3.5,7.0,9.0,0.0,0.0
1152,1,80000.0,310000000.0,1.25,5.0,9.0,0.0,0.0
1153,1,60000.0,310000000.0,2.0,10.0,6.0,59.0,0.0
1154,0,565000.0,310000000.0,2.4000000655651,5.0,5.0,3.0,0.0
1155,2,714000.0,310000000.0,4.5,5.0,11.0,5.0,1.0
1156,1,270000.0,310000000.0,2.4000000506638997,5.0,10.0,0.0,0.0
1157,2,3210000.0,310000000.0,2.7000000178814,10.0,16.0,0.0,1.0
1158,1,20000.0,310000000.0,1.3000000193715,3.0,11.0,0.0,1.0
1159,0,7000.0,310000000.0,0.6500000059604599,8.0,5.0,6.980124929017603,0.0
1160,1,1100000.0,310000000.0,2.3000000119209,3.0,12.0,0.0,0.0
1161,2,8090000.0,310000000.0,5.6999999880790995,8.0,23.0,0.0,1.0
1162,3,23400000.0,310000000.0,12.0,32.0,11.0,0.0,0.0
1163,2,1140000.0,310000000.0,3.6000000536442,4.0,9.0,0.0,1.0
1164,1,450000.0,310000000.0,1.25,6.0,10.0,6.0,1.0
1165,2,120000.0,310000000.0,3.4000000059605004,7.0,13.0,0.0,1.0
1166,0,14000.0,310000000.0,0.90000002086163,3.0,5.0,5.0,1.0
1167,3,11800000.0,310000000.0,12.0,8.0,19.0,0.0,1.0
1168,1,225000.0,310000000.0,1.5000000223517,3.0,15.0,2.0,1.0
1169,1,46000.0,310000000.0,1.6000000238418999,2.0,13.0,0.0,1.0
1170,2,1540000.0,310000000.0,4.1499999091029,7.0,15.0,82.0,1.0
1171,1,280000.0,310000000.0,1.5000000223517,3.0,12.0,0.0,1.0
1172,1,120000.0,310000000.0,2.0,5.0,10.0,0.0,1.0
1173,1,750000.0,310000000.0,2.4000000357627997,5.0,16.0,47.0,1.0
1174,0,180000.0,310000000.0,1.0,3.0,7.0,0.0,1.0
1175,2,140000.0,310000000.0,4.0499999299645,4.0,16.0,10.0,1.0
1176,1,300000.0,310000000.0,1.7000000178814,5.0,7.0,3.0,1.0
1177,1,2000000.0,310000000.0,1.3000000119208999,5.0,8.0,6.0,1.0
1178,1,56000.0,310000000.0,1.4000000059605,5.0,12.0,7.0,1.0
1179,1,770000.0,310000000.0,2.2500000298022997,6.0,16.0,0.0,1.0
1180,0,256000.0,320000000.0,1.3000000417233,5.0,6.0,6.0,1.0
1181,1,720000.0,320000000.0,2.3000000268221,3.0,15.0,20.0,1.0
1182,0,5040000.0,320000000.0,2.0,3.0,5.0,26.0,1.0
1183,3,164000.0,320000000.0,13.0,6.0,23.0,5.0,1.0
1184,2,320000.0,320000000.0,4.199999958276701,4.0,13.0,2.0,1.0
1185,1,371200.0,320000000.0,1.8000000566244,6.0,12.0,2.0,1.0
1186,2,228000.0,320000000.0,4.25,7.0,11.0,19.0,0.0
1187,3,424000.0,320000000.0,6.5,11.0,15.0,109.0,1.0
1188,2,100000.0,320000000.0,3.4000000506638997,8.0,11.0,0.0,1.0
1189,2,340000.0,320000000.0,9.0,4.0,15.0,0.0,1.0
1190,1,628000.0,320000000.0,2.75,4.0,13.0,0.0,1.0
1191,2,317000.0,320000000.0,8.5,3.0,10.0,0.0,1.0
1192,1,250000.0,320000000.0,2.1000000014901,10.0,8.0,0.0,1.0
1193,2,250000.0,320000000.0,7.0,8.0,8.0,7.0,1.0
1194,1,12000.0,320000000.0,1.0000000223516998,2.0,10.0,0.0,1.0
1195,2,740000.0,320000000.0,4.0,6.0,14.0,0.0,1.0
1196,1,40000.0,320000000.0,2.5,2.0,7.0,0.0,1.0
1197,3,280000.0,320000000.0,7.5,15.0,26.0,0.0,1.0
1198,0,66000.0,320000000.0,0.75000000745058,3.0,6.0,0.0,1.0
1199,1,340000.0,320000000.0,2.5,2.0,8.0,0.0,1.0
1200,1,243000.0,320000000.0,1.7500000074506,3.0,17.0,0.0,0.0
1201,1,5000.0,320000000.0,1.5,3.0,9.0,0.0,1.0
1202,2,210000.0,320000000.0,3.0,6.0,9.0,0.0,1.0
1203,1,320000.0,320000000.0,2.25,3.0,11.0,0.0,1.0
1204,1,220000.0,320000000.0,2.0,3.0,16.0,0.0,1.0
1205,1,364000.0,320000000.0,2.1500000059605,4.0,14.0,0.0,0.0
1206,0,1320000.0,320000000.0,0.90000000596046,3.0,7.0,0.0,0.0
1207,2,14000.0,320000000.0,3.5,7.0,13.0,0.0,0.0
1208,1,300000.0,320000000.0,0.90000001341105,3.0,14.0,0.0,1.0
1209,1,770000.0,320000000.0,1.0,8.0,7.0,0.0,1.0
1210,1,738000.0,340000000.0,1.9000000357628,3.0,17.0,6.0,0.0
1211,1,456000.0,340000000.0,2.6000000834465,4.0,12.0,0.0,1.0
1212,2,1620000.0,340000000.0,4.0,8.0,12.0,0.0,1.0
1213,1,330000.0,340000000.0,3.0,4.0,14.0,0.0,1.0
1214,2,2620000.0,340000000.0,8.5,7.0,15.0,0.0,0.0
1215,3,20800000.0,340000000.0,26.0,26.0,37.0,6.0,0.0
1216,2,1180000.0,340000000.0,6.5,8.0,18.0,4.0,1.0
1217,1,920000.0,340000000.0,2.2000000625849,6.0,17.0,0.0,0.0
1218,1,20000.0,340000000.0,0.50000001490116,3.0,12.0,0.0,1.0
1219,2,200000.0,340000000.0,8.0,7.0,10.0,0.0,1.0
1220,1,1060000.0,340000000.0,1.5,2.0,8.0,0.0,1.0
1221,0,180000.0,340000000.0,1.5,7.0,5.0,0.0,1.0
1222,3,2580000.0,340000000.0,12.5,16.0,22.0,0.0,0.0
1223,2,6177000.0,340000000.0,3.8500000238418997,8.0,25.0,0.0,1.0
1224,1,480000.0,340000000.0,1.0,4.0,13.0,0.0,0.0
1225,3,1820000.0,340000000.0,10.0,17.0,16.0,0.0,1.0
1226,1,650000.0,340000000.0,1.75,4.0,14.0,0.0,1.0
1227,1,18000.0,340000000.0,1.5000000298023,10.0,10.0,0.0,1.0
1228,0,200000.0,340000000.0,0.25,2.0,4.0,0.0,1.0
1229,1,20000.0,340000000.0,1.9500000551343,10.0,20.0,7.0,1.0
1230,1,494000.0,340000000.0,2.5000000298022997,2.0,12.0,0.0,1.0
1231,1,80000.0,340000000.0,1.75,2.0,9.0,0.0,1.0
1232,2,926000.0,340000000.0,3.75,6.0,20.0,0.0,1.0
1233,1,1800000.0,340000000.0,2.0,4.0,9.0,0.0,1.0
1234,1,99000.0,340000000.0,2.5,5.0,16.0,0.0,0.0
1235,3,660000.0,340000000.0,10.5,21.0,14.0,14.0,1.0
1236,3,2040000.0,340000000.0,21.0,30.0,17.0,0.0,1.0
1237,2,830000.0,340000000.0,5.5,7.0,17.0,0.0,1.0
1238,1,3160000.0,340000000.0,1.25,3.0,9.0,7.0,1.0
1239,1,1288000.0,340000000.0,1.6500000208616001,5.0,18.0,0.0,1.0
1240,2,1490000.0,340000000.0,7.0,7.0,18.0,0.0,1.0
1241,2,780000.0,340000000.0,3.6000000536442,7.0,21.0,0.0,0.0
1242,1,600000.0,340000000.0,2.25,6.0,12.0,40.0,1.0
1243,1,290000.0,340000000.0,2.3000000119209,4.0,13.0,0.0,1.0
1244,1,194400.0,340000000.0,1.0,7.0,10.0,0.0,1.0
1245,3,3140000.0,340000000.0,5.1500000581145,12.0,26.0,0.0,1.0
1246,1,140000.0,340000000.0,1.8000000268221,4.0,13.0,0.0,1.0
1247,1,180000.0,340000000.0,3.1500000357628,3.0,23.0,0.0,1.0
1248,2,600000.0,340000000.0,3.0000000596046,6.0,13.0,0.0,1.0
1249,2,400000.0,340000000.0,2.6000000983477003,9.0,13.0,1.0,0.0
1250,1,40000.0,340000000.0,1.900000013411,7.0,12.0,0.0,1.0
1251,1,120000.0,340000000.0,1.5,9.0,9.0,0.0,1.0
1252,1,150000.0,340000000.0,2.4500000178814,6.0,11.0,3.0,1.0
1253,2,100000.0,340000000.0,4.0,6.0,12.0,0.0,1.0
1254,2,680000.0,340000000.0,10.5,5.0,17.0,0.0,1.0
1255,3,1470000.0,340000000.0,15.0,8.0,13.0,10.0,1.0
1256,1,90000.0,340000000.0,1.5,8.0,9.0,3.0,0.0
1257,0,20000.0,340000000.0,0.75,3.0,6.0,0.0,1.0
1258,2,568000.0,340000000.0,4.0,4.0,11.0,0.0,1.0
1259,2,660000.0,340000000.0,4.5,6.0,12.0,20.0,0.0
1260,2,48000.0,340000000.0,4.39999987185,4.0,11.0,0.0,1.0
1261,1,120000.0,340000000.0,1.3500000089407,2.0,10.0,0.0,1.0
1262,1,50000.0,340000000.0,2.0999999940395,5.0,18.0,0.0,1.0
1263,1,15000.0,340000000.0,2.5,4.0,11.0,0.0,1.0
1264,1,240000.0,340000000.0,1.75,5.0,9.0,0.0,1.0
1265,2,900000.0,340000000.0,6.5,7.0,19.0,0.0,0.0
1266,1,56000.0,340000000.0,1.0,3.0,14.0,0.0,1.0
1267,1,390000.0,340000000.0,3.125,3.0,30.0,0.0,1.0
1268,1,220000.0,340000000.0,1.0,4.0,16.0,0.0,1.0
1269,2,1114000.0,340000000.0,5.75,7.0,22.0,0.0,1.0
1270,2,9100000.0,340000000.0,6.5,7.0,29.0,50.0,1.0
1271,2,2260000.0,340000000.0,6.0,5.0,17.0,29.0,1.0
1272,2,800000.0,340000000.0,3.5,4.0,12.0,0.0,1.0
1273,1,144000.0,340000000.0,2.25,8.0,31.0,0.0,1.0
1274,2,535600.0,340000000.0,7.5,7.0,17.0,0.0,1.0
1275,1,600000.0,340000000.0,1.75,4.0,8.0,0.0,1.0
1276,2,1000000.0,340000000.0,3.75,7.0,29.0,0.0,0.0
1277,1,396000.0,340000000.0,2.5,4.0,10.0,0.0,1.0
1278,3,176000.0,340000000.0,3.0,15.0,26.0,0.0,1.0
1279,0,250000.0,340000000.0,2.0,2.0,4.0,0.0,1.0
1280,2,240000.0,340000000.0,6.5,6.0,10.0,0.0,1.0
1281,2,885000.0,340000000.0,3.0,6.0,7.0,0.0,1.0
1282,2,3700000.0,340000000.0,5.0,9.0,10.0,0.0,1.0
1283,0,100000.0,340000000.0,1.0,9.0,5.0,0.0,1.0
1284,3,2716000.0,340000000.0,16.240000009537,23.0,6.0,6.980124929017603,0.0
1285,1,110000.0,350000000.0,1.1000000163913002,5.0,12.0,0.0,0.8104109589041096
1286,1,230000.0,350000000.0,1.3699999973177999,3.0,10.0,0.0,1.0
1287,2,480000.0,350000000.0,2.5,11.0,7.0,28.0,1.0
1288,3,800000.0,350000000.0,7.5000000149012,11.0,19.0,2.0,1.0
1289,1,92000.0,350000000.0,1.8000000491738,6.0,9.0,0.0,1.0
1290,3,535000.0,350000000.0,2.0,18.0,13.0,5.0,1.0
1291,3,370000.0,350000000.0,3.25,13.0,14.0,8.0,1.0
1292,1,350000.0,350000000.0,0.90000001341105,5.0,11.0,0.0,1.0
1293,2,2566000.0,350000000.0,3.3000000268221004,9.0,15.0,15.0,1.0
1294,2,730000.0,350000000.0,5.9000000059605,8.0,17.0,0.0,1.0
1295,2,2332000.0,350000000.0,8.0000000149012,7.0,22.0,0.0,0.0
1296,1,35000.0,350000000.0,1.25,4.0,9.0,0.0,1.0
1297,1,84000.0,350000000.0,1.5,7.0,13.0,0.0,1.0
1298,1,320000.0,350000000.0,0.69999998807907,4.0,11.0,0.0,0.0
1299,1,98000.0,350000000.0,1.600000038743,5.0,10.0,0.0,0.0
1300,2,928000.0,350000000.0,6.0,8.0,12.0,5.0,1.0
1301,3,3720000.0,350000000.0,25.0,7.0,14.0,0.0,1.0
1302,1,500000.0,350000000.0,1.7399999946356002,6.0,11.0,0.0,1.0
1303,2,796000.0,350000000.0,6.0,6.0,15.0,0.0,0.0
1304,3,4089000.0,350000000.0,29.5,9.0,25.0,1.0,1.0
1305,3,4024000.0,350000000.0,27.0,15.0,18.0,0.0,1.0
1306,1,362000.0,350000000.0,2.2000000327826004,5.0,11.0,0.0,0.0
1307,1,160000.0,350000000.0,0.6000000089406999,2.0,9.0,0.0,1.0
1308,2,75000.0,350000000.0,3.2000001072884,5.0,13.0,14.0,1.0
1309,2,160000.0,350000000.0,2.5000000447035,10.0,18.0,11.0,1.0
1310,2,2720000.0,350000000.0,3.1000000238418997,10.0,15.0,0.0,1.0
1311,1,190000.0,350000000.0,1.1000000089407,9.0,11.0,0.0,0.0
1312,3,900400.0,350000000.0,2.5,16.0,19.0,0.0,0.0
1313,1,1196000.0,350000000.0,2.625,2.0,12.0,0.0,1.0
1314,2,902000.0,350000000.0,6.0,6.0,23.0,0.0,1.0
1315,2,330000.0,350000000.0,6.0,8.0,14.0,0.0,1.0
1316,2,12000.0,350000000.0,4.6199999973178,4.0,12.0,0.0,1.0
1317,1,210000.0,350000000.0,0.875,8.0,16.0,0.0,1.0
1318,1,220000.0,350000000.0,2.25,6.0,18.0,0.0,1.0
1319,2,360000.0,350000000.0,3.5,8.0,24.0,0.0,0.0
1320,1,20000.0,350000000.0,1.8599999919533998,5.0,13.0,0.0,1.0
1321,2,1180000.0,350000000.0,6.5,6.0,26.0,0.0,1.0
1322,1,840000.0,360000000.0,3.0,1.0,13.0,0.0,1.0
1323,2,710000.0,360000000.0,4.75,7.0,23.0,0.0,1.0
1324,1,36000.0,360000000.0,0.75,3.0,15.0,0.0,1.0
1325,2,432000.0,360000000.0,4.5,10.0,22.0,0.0,0.0
1326,3,1160000.0,360000000.0,4.75,12.0,24.0,0.0,1.0
1327,1,18000.0,360000000.0,1.5,3.0,16.0,16.0,1.0
1328,1,360000.0,360000000.0,2.0,8.0,12.0,0.0,1.0
1329,2,5440000.0,360000000.0,6.75,5.0,24.0,0.0,0.0
1330,2,85000.0,360000000.0,4.5,4.0,12.0,0.0,1.0
1331,3,1310000.0,360000000.0,7.0,22.0,16.0,0.0,1.0
1332,0,18000.0,360000000.0,0.90000000596046,6.0,6.0,0.0,0.0
1333,1,166000.0,360000000.0,1.8000000268221,3.0,10.0,0.0,1.0
1334,2,554000.0,360000000.0,7.3000000268221,7.0,28.0,0.0,1.0
1335,2,790000.0,360000000.0,4.75,7.0,20.0,0.0,1.0
1336,3,1478000.0,360000000.0,19.5,9.0,18.0,0.0,1.0
1337,2,340000.0,360000000.0,20.0,5.0,5.0,0.0,1.0
1338,0,60000.0,360000000.0,1.0,4.0,3.0,0.0,1.0
1339,2,24000.0,360000000.0,5.999999821186099,7.0,10.0,1.0,1.0
1340,2,360000.0,360000000.0,5.0,10.0,11.0,0.0,1.0
1341,0,110000.0,360000000.0,0.25,4.0,2.0,0.0,1.0
1342,2,80000.0,360000000.0,6.699999943375599,4.0,15.0,4.0,1.0
1343,0,70000.0,360000000.0,1.5,3.0,6.0,0.0,0.0
1344,1,302000.0,360000000.0,3.3999999761581003,3.0,14.0,2.0,1.0
1345,2,500000.0,360000000.0,3.9500000029802003,3.0,11.0,0.0,1.0
1346,1,20000.0,360000000.0,1.9000000059605,2.0,12.0,0.0,1.0
1347,1,135000.0,360000000.0,0.6500000134110501,3.0,10.0,0.0,1.0
1348,1,40000.0,360000000.0,3.5459534414117733,4.0,8.0,0.0,1.0
1349,1,272000.0,360000000.0,1.5500000268221,7.0,7.0,0.0,0.0
1350,1,608000.0,360000000.0,3.1000000536442,5.0,14.0,0.0,1.0
1351,2,4520000.0,360000000.0,6.0,5.0,5.0,0.0,1.0
1352,1,550000.0,360000000.0,1.7000000029802,8.0,8.0,3.0,1.0
1353,0,100000.0,360000000.0,3.0,0.0,4.0,0.0,1.0
1354,0,120000.0,360000000.0,1.0,4.0,4.0,0.0,0.0
1355,0,60000.0,360000000.0,2.0,2.0,4.0,0.0,1.0
1356,2,1080000.0,360000000.0,10.20000000298,8.0,8.0,5.0,0.0
1357,0,348000.0,360000000.0,0.5,4.0,6.0,0.0,1.0
1358,0,55000.0,360000000.0,2.5,6.0,5.0,0.0,1.0
1359,0,100000.0,360000000.0,0.6000000089406999,1.0,3.0,0.0,1.0
1360,1,844000.0,360000000.0,1.6800000071526,6.0,11.0,23.0,1.0
1361,0,10000.0,360000000.0,0.5,3.0,2.0,6.980124929017603,1.0
1362,1,150000.0,360000000.0,1.8400000035763002,3.0,8.0,6.980124929017603,0.0
1363,0,49000.0,360000000.0,3.5459534414117733,5.0,5.0,6.980124929017603,1.0
1364,0,270000.0,360000000.0,0.75,3.0,5.0,0.0,0.0
1365,2,80000.0,360000000.0,5.0,7.0,11.0,12.0,1.0
1366,2,7500.0,360000000.0,6.0,7.0,16.0,0.0,1.0
1367,1,72000.0,360000000.0,2.3000000193715002,8.0,13.0,0.0,0.0
1368,1,160000.0,360000000.0,2.5,5.0,10.0,7.0,1.0
1369,2,596000.0,360000000.0,3.7000000178814,2.0,16.0,2.0,0.0
1370,0,300000.0,360000000.0,1.0000000298023,6.0,5.0,0.0,1.0
1371,2,150000.0,360000000.0,2.75,9.0,11.0,0.0,1.0
1372,1,540000.0,360000000.0,2.8000000119208996,6.0,12.0,0.0,1.0
1373,3,480000.0,360000000.0,3.0,15.0,3.0,14.0,0.0
1374,0,3000000.0,360000000.0,0.25,12.0,2.0,15.0,0.0
1375,0,125000.0,360000000.0,1.0,4.0,7.0,4.0,1.0
1376,1,70000.0,360000000.0,2.0,0.0,11.0,36.0,1.0
1377,2,66000.0,360000000.0,4.0,4.0,8.0,4.0,1.0
1378,1,70000.0,360000000.0,0.5,3.0,10.0,0.0,0.0
1379,0,180000.0,360000000.0,1.5,2.0,6.0,0.0,1.0
1380,3,1480000.0,360000000.0,4.0000000223517,12.0,14.0,51.0,1.0
1381,1,140000.0,360000000.0,2.75,4.0,10.0,6.0,1.0
1382,2,170000.0,360000000.0,4.0,5.0,8.0,15.0,0.0
1383,0,50000.0,360000000.0,0.9500000141561,0.0,8.0,0.0,1.0
1384,2,1380000.0,360000000.0,9.0,7.0,15.0,12.0,0.0
1385,3,45000.0,370000000.0,3.0,14.0,8.0,110.0,1.0
1386,2,50000.0,370000000.0,3.25,10.0,8.0,0.0,0.0
1387,0,70000.0,370000000.0,4.0,4.0,3.0,0.0,1.0
1388,2,84000.0,370000000.0,5.0,8.0,9.0,6.980124929017603,1.0
1389,0,50000.0,370000000.0,0.75,1.0,3.0,0.0,1.0
1390,0,98000.0,370000000.0,2.0,3.0,4.0,0.0,1.0
1391,0,352000.0,370000000.0,1.75,8.0,4.0,12.0,1.0
1392,1,100000.0,370000000.0,2.3000000007451002,6.0,8.0,0.0,1.0
1393,2,165000.0,370000000.0,4.2500000074506,6.0,15.0,22.0,1.0
1394,0,180000.0,370000000.0,0.75,1.0,5.0,12.0,1.0
1395,3,640000.0,370000000.0,7.5,10.0,17.0,18.0,1.0
1396,3,130000.0,370000000.0,6.000000029802299,12.0,15.0,0.0,1.0
1397,3,740000.0,370000000.0,6.500000029802299,16.0,17.0,22.0,1.0
1398,1,50000.0,370000000.0,2.7750000357628,4.0,14.0,0.0,1.0
1399,1,60000.0,370000000.0,2.8000000268221004,4.0,10.0,0.0,1.0
1400,1,90000.0,370000000.0,0.50000000745058,6.0,10.0,0.0,1.0
1401,0,40000.0,370000000.0,1.2000000476837,2.0,1.0,6.980124929017603,1.0
1402,3,230000.0,370000000.0,13.0,11.0,8.0,0.0,0.0
1403,0,440000.0,370000000.0,4.0,1.0,4.0,0.0,0.0
1404,0,80000.0,370000000.0,2.0,3.0,3.0,6.980124929017603,1.0
1405,2,32400.0,370000000.0,5.0,2.0,7.0,0.0,1.0
1406,2,60000.0,370000000.0,3.75,6.0,13.0,0.0,0.0
1407,2,165000.0,370000000.0,4.0,5.0,11.0,3.0,1.0
1408,2,200000.0,370000000.0,4.0,8.0,9.0,21.0,0.0
1409,0,7500.0,370000000.0,3.5459534414117733,2.0,2.0,6.980124929017603,0.0
1410,1,15000.0,370000000.0,1.0000000149011998,5.0,8.0,0.0,1.0
1411,2,200000.0,370000000.0,5.0,5.0,9.0,0.0,0.0
1412,0,220000.0,370000000.0,2.0,7.0,4.0,6.980124929017603,1.0
1413,1,650000.0,370000000.0,3.0,5.0,7.0,0.0,0.0
1414,2,10000.0,370000000.0,4.0,6.0,4.0,6.980124929017603,1.0
1415,2,6000.0,370000000.0,4.0,5.0,4.0,4.0,1.0
1416,0,400000.0,370000000.0,2.5,5.0,3.0,7.0,1.0
1417,0,540000.0,370000000.0,2.0,2.0,3.0,0.0,1.0
1418,1,24000.0,370000000.0,1.25,4.0,9.0,0.0,1.0
1419,1,96000.0,370000000.0,2.2000000029802003,5.0,12.0,0.0,1.0
1420,1,424000.0,370000000.0,1.0,6.0,8.0,0.0,0.0
1421,0,200.0,370000000.0,1.0,3.0,7.0,4.0,0.0
1422,0,70000.0,370000000.0,1.3000000119208999,4.0,7.0,0.0,1.0
1423,1,6000.0,370000000.0,1.25,4.0,8.0,0.0,1.0
1424,1,220000.0,370000000.0,1.5,6.0,8.0,0.0,1.0
1425,0,90000.0,370000000.0,0.5,6.0,4.0,0.0,0.0
1426,3,490000.0,370000000.0,12.0,13.0,14.0,8.0,1.0
1427,1,151100.0,370000000.0,0.875,3.0,10.0,6.0,1.0
1428,0,100000.0,370000000.0,3.0,3.0,4.0,0.0,1.0
1429,3,308000.0,370000000.0,7.5,10.0,9.0,0.0,1.0
1430,0,36000.0,370000000.0,1.0,3.0,2.0,6.980124929017603,1.0
1431,1,2401200.0,370000000.0,2.0,8.0,9.0,2.0,0.0
1432,2,11100.0,370000000.0,5.500000007450599,4.0,14.0,0.0,0.0
1433,3,800000.0,370000000.0,6.5,12.0,10.0,0.0,1.0
1434,2,3260000.0,370000000.0,6.75,6.0,19.0,27.0,0.0
1435,0,28800.0,370000000.0,0.625,1.0,8.0,0.0,1.0
1436,1,340000.0,370000000.0,2.4500000402331,7.0,17.0,0.0,0.0
1437,0,116000.0,370000000.0,1.3500000238418999,3.0,7.0,0.0,1.0
1438,2,60000.0,370000000.0,3.75,10.0,12.0,16.0,1.0
1439,1,180000.0,380000000.0,1.3500000089407,3.0,12.0,0.0,1.0
1440,3,1370000.0,380000000.0,8.0,11.0,31.0,30.0,1.0
1441,1,62000.0,380000000.0,3.25,4.0,16.0,0.0,1.0
1442,0,3720000.0,380000000.0,2.200000077486,0.0,6.0,0.0,1.0
1443,1,474000.0,380000000.0,1.2000000029801998,6.0,7.0,0.0,1.0
1444,1,340000.0,380000000.0,2.5,3.0,9.0,4.0,0.0
1445,1,268000.0,380000000.0,2.0,7.0,10.0,0.0,1.0
1446,3,1956000.0,380000000.0,7.5,10.0,23.0,47.0,0.0
1447,2,944000.0,380000000.0,4.0,5.0,7.0,6.0,0.0
1448,1,62000.0,380000000.0,1.9899999946356002,6.0,13.0,0.0,1.0
1449,3,907400.0,380000000.0,9.5,9.0,16.0,47.0,0.0
1450,2,107000.0,380000000.0,4.5,7.0,12.0,54.0,0.0
1451,2,30000.0,380000000.0,3.25,5.0,9.0,0.0,1.0
1452,0,159000.0,380000000.0,2.5,3.0,6.0,0.0,1.0
1453,2,480800.0,380000000.0,5.25,7.0,14.0,64.0,1.0
1454,2,1657000.0,380000000.0,3.5459534414117733,9.0,6.0,13.0,0.0
1455,2,1680000.0,380000000.0,5.5,3.0,4.0,7.0,1.0
1456,2,480000.0,380000000.0,4.1000000536442,6.0,12.0,0.0,1.0
1457,0,200000.0,380000000.0,2.25,1.0,6.0,0.0,1.0
1458,3,100000.0,380000000.0,10.0,12.0,7.0,0.0,1.0
1459,0,200000.0,380000000.0,2.0,6.0,3.0,0.0,1.0
1460,1,370000.0,380000000.0,3.0,3.0,8.0,0.0,1.0
1461,2,80000.0,380000000.0,5.75,7.0,8.0,0.0,1.0
1462,1,6000.0,380000000.0,2.0,6.0,11.0,0.0,1.0
1463,2,50000.0,380000000.0,5.1599999070168,3.0,7.0,0.0,1.0
1464,1,50000.0,380000000.0,2.2999999523162997,5.0,7.0,0.0,1.0
1465,0,54000.0,380000000.0,1.5,3.0,4.0,0.0,1.0
1466,1,860000.0,380000000.0,1.75,10.0,11.0,27.0,0.0
1467,1,24000.0,380000000.0,0.75000000372529,4.0,9.0,26.0,1.0
1468,1,220000.0,380000000.0,2.2500000074506,4.0,11.0,0.0,1.0
1469,0,27000.0,380000000.0,0.61999999731779,3.0,5.0,0.0,1.0
1470,1,30100.0,380000000.0,1.0,5.0,8.0,0.0,1.0
1471,0,31600.0,380000000.0,0.5,2.0,5.0,0.0,1.0
1472,1,1940000.0,380000000.0,2.75,3.0,13.0,20.0,1.0
1473,0,4000.0,380000000.0,0.90000001341105,6.0,4.0,6.980124929017603,0.0
1474,2,8400.0,380000000.0,3.25,4.0,9.0,4.0,1.0
1475,1,10000.0,380000000.0,2.5000000447035,2.0,9.0,0.0,1.0
1476,2,150000.0,380000000.0,3.0,6.0,9.0,0.0,1.0
1477,3,435000.0,380000000.0,55.25,7.0,21.0,10.0,0.0
1478,2,220000.0,380000000.0,5.0,10.0,9.0,0.0,1.0
1479,3,1260000.0,380000000.0,16.0,7.0,18.0,33.0,1.0
1480,0,25000.0,380000000.0,0.5,2.0,3.0,0.0,1.0
1481,1,60000.0,380000000.0,2.0,2.0,7.0,0.0,0.0
1482,2,1105000.0,380000000.0,3.9500000029802003,7.0,8.0,0.0,1.0
1483,2,25000.0,380000000.0,3.5,9.0,12.0,0.0,1.0
1484,0,50000.0,380000000.0,1.0,3.0,6.0,0.0,1.0
1485,0,2200000.0,380000000.0,3.0,6.0,4.0,51.0,0.0
