,segment_crop_sales___output___ethiopia_2011,crop_sales___output___ethiopia_2011,latitude___ethiopia_2015,longitude___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2011,land_surface___ethiopia_2011,quantity_of_chemical_fertilizers_used___policy___ethiopia_2011,number_of_oxen_owned___policy___ethiopia_2011,household_size___ethiopia_2011,number_of_plough_owned___policy___ethiopia_2011,uses_extension_program___policy___ethiopia_2011
105,1,1698.6594660007702,12.782626815799999,39.3068867968,6.148538011695907,10063.0,50.0,2.0,6.0,1.0,1.0
106,1,303.2481739540202,12.782626815799999,39.3068867968,0.0,9733.0,50.0,2.0,6.0,1.0,1.0
107,1,3047.49402537951,12.6231333276,39.6516820917,6.148538011695907,31518.0,176.99314397649363,2.0,9.0,2.0,0.0
108,1,1698.6594660007702,12.6231333276,39.6516820917,6.148538011695907,147.0,176.99314397649363,2.0,4.0,0.0,0.0
109,1,1276.044296341174,12.6231333276,39.6516820917,6.148538011695907,60.0,0.0,2.0,9.0,1.0,1.0
110,1,567.4644047258398,12.6209662316,39.4244520175,6.148538011695907,8704.0,50.0,1.0,7.0,1.0,1.0
111,0,293.49018815847,12.6209662316,39.4244520175,6.148538011695907,13706.0,50.0,1.0,4.0,1.0,1.0
112,1,26.271500218788876,12.6209662316,39.4244520175,6.148538011695907,9568.0,176.99314397649363,1.1476190476190475,5.0,1.0,1.0
113,0,316.75923120939734,12.6209662316,39.4244520175,6.148538011695907,13082.0,50.0,2.0,8.0,1.0,1.0
114,0,22143.121612979194,14.181991493800002,36.479993089299995,62.0,85311.0,600.0,0.0,5.0,0.0,1.0
115,2,1632.5860850247373,14.181991493800002,36.479993089299995,18.0,480.0,176.99314397649363,0.0,4.0,0.0,0.0
116,2,2607.6340502877874,14.087235066400002,37.5015263838,3.0,7753.0,75.0,3.0,1.0,3.0,1.0
117,2,1200.9828671446346,14.087235066400002,37.5015263838,0.0,6846.0,176.99314397649363,0.0,5.0,1.0,0.0
118,2,2326.904305092729,14.087235066400002,37.5015263838,0.0,2352.0,176.99314397649363,2.0,4.0,2.0,0.0
119,2,10853.882661819633,14.087235066400002,37.5015263838,6.148538011695907,3600.0,50.0,2.0,2.0,2.0,1.0
120,2,600.4914335723173,14.087235066400002,37.5015263838,0.0,20985.0,176.99314397649363,0.0,3.0,1.0,0.0
121,0,4503.685751792379,14.087235066400002,37.5015263838,15.0,1620.0,176.99314397649363,1.0,5.0,2.0,0.0
122,0,3377.764313844284,14.087235066400002,37.5015263838,6.148538011695907,12428.0,50.0,2.0,1.0,1.0,1.0
123,0,1698.6594660007702,13.6709932967,37.406425650100005,6.148538011695907,2882.0,100.0,1.1476190476190475,5.0,3.0,1.0
124,0,1698.6594660007702,13.6709932967,37.406425650100005,74.0,248354.0,100.0,3.0,7.0,2.0,1.0
125,0,1698.6594660007702,13.6709932967,37.406425650100005,6.148538011695907,15139.0,100.0,2.0,5.0,3.0,1.0
126,0,1698.6594660007702,13.6709932967,37.406425650100005,50.0,132232.0,50.0,1.0,3.0,4.0,1.0
127,0,1698.6594660007702,13.6709932967,37.406425650100005,6.148538011695907,9073.0,176.99314397649363,1.0,3.0,2.0,1.0
128,0,1698.6594660007702,13.6709932967,37.406425650100005,6.148538011695907,117113.0,50.0,4.0,9.0,3.0,1.0
129,0,3377.764313844284,13.731570435999998,37.3672533162,0.0,1209.0,176.99314397649363,1.0,4.0,0.0,0.0
130,0,8707.125786798599,13.731570435999998,37.3672533162,0.0,530.0,100.0,1.0,3.0,0.0,1.0
131,0,1698.6594660007702,13.731570435999998,37.3672533162,6.148538011695907,14077.079365079366,176.99314397649363,1.1476190476190475,3.0,1.0,0.34354779071917174
132,1,18.765357299134916,13.731570435999998,37.3672533162,0.0,1216.0,176.99314397649363,4.0,7.0,2.0,1.0
133,1,4503.685751792379,13.797501018599998,37.451851050900004,0.0,1479.0,176.99314397649363,2.0,8.0,2.0,0.0
134,1,1698.6594660007702,13.731570435999998,37.3672533162,0.0,3848.0,176.99314397649363,2.0,8.0,2.0,0.0
135,1,1698.6594660007702,13.8351102558,37.4103917923,0.0,386.0,176.99314397649363,0.0,5.0,0.0,1.0
136,3,1651.351442323872,13.731570435999998,37.3672533162,0.0,6407.0,176.99314397649363,1.0,4.0,0.0,1.0
137,0,165.13514423238726,13.731570435999998,37.3672533162,4.0,4310.0,176.99314397649363,1.0,3.0,1.0,0.0
138,1,3809.3675317243874,13.4774390358,37.121337841999996,4.0,4452.0,100.0,3.0,5.0,1.0,1.0
139,0,11972.297956848071,13.4774390358,37.121337841999996,3.0,7043.0,176.99314397649363,1.0,2.0,1.0,0.0
140,0,5029.115756168156,13.4774390358,37.121337841999996,6.148538011695907,6284.0,176.99314397649363,2.0,6.0,2.0,0.0
141,1,3325.221313406706,13.4774390358,37.121337841999996,24.0,10790.0,300.0,4.0,6.0,2.0,1.0
142,1,2720.976808374562,13.4774390358,37.121337841999996,3.0,4511.0,100.0,3.0,5.0,1.0,1.0
143,0,3265.1721700494745,13.4774390358,37.121337841999996,16.0,1081.0,150.0,0.0,2.0,0.0,1.0
144,1,6530.344340098949,13.4774390358,37.121337841999996,6.148538011695907,14077.079365079366,176.99314397649363,2.0,7.0,1.0,0.0
145,2,5441.953616749124,13.4774390358,37.121337841999996,6.148538011695907,19201.0,0.0,2.0,7.0,1.0,0.0
146,2,6605.405769295489,13.5160575022,37.6273155648,6.148538011695907,6692.0,176.99314397649363,2.0,7.0,1.0,0.0
147,2,1698.6594660007702,13.5160575022,37.6273155648,0.0,4871.0,176.99314397649363,2.0,3.0,2.0,0.0
148,2,3002.457167861586,13.566340141400001,37.7149617426,1.0,1755.0,176.99314397649363,0.0,4.0,1.0,0.0
149,2,1698.6594660007702,13.5160575022,37.6273155648,0.0,368.0,176.99314397649363,2.0,3.0,1.0,0.0
150,2,1698.6594660007702,13.5160575022,37.6273155648,6.148538011695907,14077.079365079366,176.99314397649363,1.1476190476190475,3.0,1.0,0.34354779071917174
151,0,1698.6594660007702,13.5160575022,37.6273155648,6.148538011695907,99.0,176.99314397649363,1.1476190476190475,5.0,0.0,0.34354779071917174
152,2,4503.685751792379,13.5160575022,37.6273155648,1.0,2430.0,176.99314397649363,2.0,8.0,1.0,0.0
153,0,7205.897202867806,13.5160575022,37.6273155648,0.0,15174.0,176.99314397649363,2.0,7.0,2.0,0.0
154,0,7881.450065636663,13.5160575022,37.6273155648,3.0,10231.0,176.99314397649363,2.0,7.0,2.0,0.0
155,0,1698.6594660007702,13.5160575022,37.6273155648,2.0,1812.0,176.99314397649363,2.0,2.0,1.0,0.0
156,0,1698.6594660007702,11.527803538199999,41.5207097044,6.148538011695907,14077.079365079366,176.99314397649363,1.1476190476190475,2.0,0.0,0.34354779071917174
157,0,1698.6594660007702,11.527803538199999,41.5207097044,6.148538011695907,14077.079365079366,176.99314397649363,1.1476190476190475,4.0,0.0,0.34354779071917174
158,2,938.2678649567456,11.527803538199999,41.5207097044,0.0,9544.0,176.99314397649363,3.0,6.0,0.0,0.0
159,0,1698.6594660007702,11.527803538199999,41.5207097044,0.0,6633.0,176.99314397649363,1.1476190476190475,6.0,1.0,0.0
160,0,375.3071459826982,11.527803538199999,41.5207097044,0.0,7916.0,176.99314397649363,1.1476190476190475,6.0,1.0,0.0
161,0,1698.6594660007702,11.527803538199999,41.5207097044,0.0,10241.0,176.99314397649363,1.1476190476190475,7.0,1.0,0.0
162,0,900.7371503584758,11.5223288693,41.5692958857,6.148538011695907,3491.0,176.99314397649363,1.0,7.0,1.0,0.0
163,0,1351.1057255377134,11.5223288693,41.5692958857,6.148538011695907,17081.0,176.99314397649363,2.0,8.0,1.0,0.0
164,0,1698.6594660007702,11.674194561099998,40.095532875500005,6.148538011695907,3751.0,176.99314397649363,1.1476190476190475,6.0,0.0,0.0
165,2,645.5282910902408,9.67897313862,39.913593504,6.148538011695907,128.0,176.99314397649363,1.1476190476190475,5.0,1.0,0.34354779071917174
166,1,562.9607189740474,13.372227439300001,37.7898736298,0.0,15594.0,176.99314397649363,2.0,6.0,1.0,0.0
167,3,638.022148170587,13.372227439300001,37.7898736298,0.0,17602.0,176.99314397649363,1.0,3.0,1.0,0.0
168,1,1698.6594660007702,13.372227439300001,37.7898736298,0.0,9175.0,176.99314397649363,0.0,3.0,0.0,0.0
169,0,764.1253492207736,13.372227439300001,37.7898736298,0.0,13846.0,176.99314397649363,2.0,8.0,1.0,0.0
170,2,1043.3538658319012,13.372227439300001,37.7898736298,0.0,17976.0,10.0,2.0,7.0,1.0,0.0
171,0,1711.400585681104,13.372227439300001,37.7898736298,0.0,23804.0,176.99314397649363,3.0,5.0,1.0,0.0
172,3,1313.575010939444,13.372227439300001,37.7898736298,0.0,20297.0,176.99314397649363,0.0,4.0,1.0,0.0
173,2,277.7272880271966,13.2058110304,37.7876552215,0.0,11338.0,176.99314397649363,1.0,3.0,0.0,0.0
174,0,1698.6594660007702,13.2058110304,37.7876552215,0.0,26690.0,2.0,1.0,8.0,3.0,0.0
175,0,1698.6594660007702,13.2058110304,37.7876552215,0.0,14117.0,176.99314397649363,1.0,7.0,1.0,0.0
176,0,204.16708741458785,13.2058110304,37.7876552215,0.0,31460.0,176.99314397649363,2.0,6.0,1.0,0.0
177,0,3063.2569255107833,12.805251571,37.4183801156,6.148538011695907,24687.0,176.99314397649363,1.0,7.0,1.0,0.0
178,2,2365.185633982965,12.805251571,37.4183801156,6.148538011695907,39504.0,176.99314397649363,2.0,5.0,1.0,0.0
179,2,10838.11976168836,12.805251571,37.4183801156,6.148538011695907,15327.0,176.99314397649363,1.0,7.0,1.0,0.0
180,2,3475.3441717997857,12.805251571,37.4183801156,6.148538011695907,12775.0,176.99314397649363,2.0,6.0,1.0,0.0
181,0,3580.430172674941,12.805251571,37.4183801156,6.148538011695907,36934.0,50.0,1.0,6.0,2.0,1.0
182,2,1880.2888013733184,12.805251571,37.4183801156,6.148538011695907,37792.0,200.0,2.0,6.0,1.0,1.0
183,2,3670.503887710789,12.805251571,37.4183801156,6.148538011695907,47255.0,100.0,2.0,9.0,2.0,1.0
184,0,1617.5737991854294,12.805251571,37.4183801156,6.148538011695907,45947.0,25.0,2.0,5.0,1.0,1.0
185,2,101.33292941532852,12.338496255899999,37.6750209615,0.0,789.0,0.0,0.0,5.0,1.0,0.0
186,2,72.05897202867807,12.338496255899999,37.6750209615,0.0,404.0,176.99314397649363,0.0,2.0,0.0,0.0
187,1,711.5823487831958,12.338496255899999,37.6750209615,0.0,14403.0,0.0,1.0,7.0,1.0,0.0
188,2,442.8624322595839,12.338496255899999,37.6750209615,0.0,18151.0,0.0,1.0,7.0,1.0,0.0
189,2,1698.6594660007702,12.338496255899999,37.6750209615,6.148538011695907,14077.079365079366,176.99314397649363,1.1476190476190475,1.0,2.0,0.34354779071917174
190,2,2049.1770170655327,12.338496255899999,37.6750209615,0.0,9431.0,15.0,1.0,4.0,1.0,0.0
191,2,367.8010030630443,12.338496255899999,37.6750209615,9.0,19132.0,50.0,1.0,3.0,1.0,0.0
192,2,334.02335992460144,12.338496255899999,37.6750209615,6.148538011695907,9080.0,2.0,1.0,4.0,0.0,0.0
193,2,1855.51852973846,12.338496255899999,37.6750209615,0.0,8010.0,0.0,0.0,6.0,1.0,0.0
194,0,1276.044296341174,12.801715532100001,36.93031443,0.0,76416.0,176.99314397649363,10.0,4.0,2.0,1.0
195,2,1698.6594660007702,12.801715532100001,36.93031443,6.148538011695907,14077.079365079366,176.99314397649363,1.1476190476190475,3.0,1.0,0.34354779071917174
196,2,675.5528627688567,12.801715532100001,36.93031443,0.0,12340.0,176.99314397649363,2.0,3.0,1.0,0.0
197,0,1698.6594660007702,12.801715532100001,36.93031443,6.148538011695907,14077.079365079366,176.99314397649363,1.1476190476190475,2.0,1.0,0.34354779071917174
198,3,1651.3514423238723,12.801715532100001,36.93031443,0.0,15182.0,176.99314397649363,2.0,7.0,2.0,1.0
199,0,1698.6594660007702,12.878057526900001,36.9851395735,0.0,4410.0,176.99314397649363,0.0,4.0,0.0,0.0
200,2,600.4914335723173,12.801715532100001,36.93031443,0.0,35399.0,176.99314397649363,3.0,10.0,1.0,0.0
201,2,2251.842875896189,12.801715532100001,36.93031443,0.0,16073.0,176.99314397649363,7.0,7.0,1.0,1.0
202,0,1013.3292941532852,12.801715532100001,36.93031443,0.0,8846.0,176.99314397649363,0.0,4.0,1.0,0.0
203,0,1895.301087212626,12.801715532100001,36.93031443,0.0,25350.0,176.99314397649363,2.0,7.0,2.0,0.0
204,0,1698.6594660007702,12.391070353499998,35.9335894324,6.148538011695907,14077.079365079366,176.99314397649363,1.1476190476190475,8.0,4.0,0.34354779071917174
205,0,3602.948601433903,12.391070353499998,35.9335894324,6.0,47910.0,176.99314397649363,2.0,7.0,2.0,1.0
206,2,1698.6594660007702,12.391070353499998,35.9335894324,3.0,23440.0,176.99314397649363,0.0,6.0,1.0,0.0
207,2,2251.842875896189,12.391070353499998,35.9335894324,7.0,19890.0,176.99314397649363,1.0,2.0,1.0,0.0
208,0,2852.334309468507,11.3508873749,38.2271249275,9.0,29837.0,176.99314397649363,1.0,2.0,1.0,0.0
209,2,13886.364401359837,12.391070353499998,35.9335894324,11.0,26067.0,176.99314397649363,1.0,3.0,1.0,0.0
210,2,150.12285839307933,12.3059878852,37.8380133833,0.0,13085.0,25.0,2.0,9.0,1.0,0.0
211,2,9.007371503584755,12.3059878852,37.8380133833,0.0,4556.0,0.0,0.0,3.0,0.0,0.0
212,0,1801.4743007169518,12.3059878852,37.8380133833,6.0,35704.0,129.0,3.0,7.0,1.0,1.0
213,0,358.0430172674941,12.3059878852,37.8380133833,0.0,8779.0,4.0,0.0,5.0,1.0,0.0
214,0,1328.5872967787516,12.3059878852,37.8380133833,0.0,17123.0,6.0,1.0,7.0,2.0,0.0
215,0,1080.8845804301711,12.3059878852,37.8380133833,0.0,19550.0,81.0,2.0,7.0,1.0,0.0
216,0,150.12285839307933,12.3059878852,37.8380133833,0.0,10139.0,18.0,1.0,3.0,0.0,0.34354779071917174
217,0,500.6597327409195,12.356296733199999,38.4524416164,0.0,22810.0,176.99314397649363,6.0,9.0,2.0,0.0
218,0,221.43121612979198,12.356296733199999,38.4524416164,6.148538011695907,23553.0,176.99314397649363,1.0,6.0,1.0,0.0
219,0,225.18428758961892,12.356296733199999,38.4524416164,0.0,9059.0,176.99314397649363,2.0,3.0,1.0,0.0
220,0,204.91770170655326,12.356296733199999,38.4524416164,6.148538011695907,21202.0,176.99314397649363,2.0,4.0,1.0,0.0
221,0,292.73957386650466,12.356296733199999,38.4524416164,0.0,4961.0,176.99314397649363,2.0,2.0,1.0,0.0
