,attended_school___ethiopia_2015,has_saved___policy___ethiopia_2015,heavy_rains_preventing_work___ethiopia_2015,household_head_is_widowed___ethiopia_2015,inputs,model,number_of_axe_owned___policy___ethiopia_2015,number_of_droughts___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2015,number_of_water_storage_pit_owned___policy___ethiopia_2015,prevent_damage___policy___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,quantity_of_improved_seeds_used___policy___ethiopia_2015,rooting_conditions_:_severe_constraint___ethiopia_2015,uses_irrigation___policy___ethiopia_2015
14,0.04662486213841406,0.08595388637262484,0.0720722679378073,0.019558856780266476,Highly correlated all,"OLS_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",0.0731301263239743,0.22918585463128135,0.24786227607919625,0.08602290553281602,0.12824516142957554,0.07119456633894364,-0.07183482163449714,-0.07873448194095069,0.18175380530802188
15,,0.07164878829013988,,,Highly correlated policy,OLS_Highly correlated policy,0.04364792486974353,,0.2598631496165402,0.04595503756395923,0.08790821930463674,0.09978106299419395,-0.004525427766080505,,0.11187509479485114
16,,0.02466469892718965,,,Highly correlated policy,OLS_Highly correlated policy_lower_bound,-0.0034257627681167635,,0.21252795030033833,-0.00030704585362946457,0.03911309279360494,0.04675733289945655,-0.05483402872518522,,0.06546744478745846
17,,0.11863287765309011,,,Highly correlated policy,OLS_Highly correlated policy_upper_bound,0.09072161250760383,,0.3071983489327421,0.09221712098154793,0.13670334581566854,0.15280479308893136,0.04578317319302421,,0.1582827448022438
18,,-0.06104669857671299,,,Highly correlated policy,OLS_clustered_0_lower_bound,0.06219645756057324,,0.5147895428050248,0.019344931538681498,-0.07585349783008694,0.0900752276252608,-0.045034953025148705,,0.05757607592060737
19,,0.13082999551234215,,,Highly correlated policy,OLS_clustered_0_upper_bound,0.27134199542430054,,0.8962204501453278,0.28827438151910884,0.1351009466429234,0.3513455281611606,0.3110152952439482,,0.233489985390329
20,,-0.13483679396395232,,,Highly correlated policy,OLS_clustered_1_lower_bound,-0.10991302079695897,,0.11830909881904192,-0.06474713607225138,-0.12159863577709314,-0.23539755742256302,-0.24615624129225494,,-0.018711834734156205
21,,0.07583977140043428,,,Highly correlated policy,OLS_clustered_1_upper_bound,0.07804217651364326,,0.6034417427264797,0.14171655655135368,0.09917721034616707,0.04905022689532579,0.1434079510508564,,0.13059119047902906
22,,0.061803247090900015,,,Highly correlated policy,OLS_clustered_2_lower_bound,-0.033091290972159904,,-0.2684726407298043,-0.07711001992986208,0.06406987890858105,-0.08716712044294844,-0.06437439546480704,,-0.033180199540896446
23,,0.21939462703726076,,,Highly correlated policy,OLS_clustered_2_upper_bound,0.118162316800861,,0.1531128385224773,0.05691013681993992,0.2035716780961565,0.12451706276035551,0.05724937364197839,,0.17451234298115942
24,,-0.002261077727155905,,,Highly correlated policy,OLS_clustered_3_lower_bound,-0.06020062734906467,,0.19153193160245308,0.01694788909243733,0.0021988496168729443,-0.07760867461476964,-0.14421497824176022,,0.08990927638648986
25,,0.18060423991768826,,,Highly correlated policy,OLS_clustered_3_upper_bound,0.15595369214711952,,0.3006126468232902,0.19717166401132719,0.2637256810090988,0.18519043571954588,0.06614253631372041,,0.32981663380717063
26,,0.034891648467814576,,,Highly correlated policy,"OLS_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_0",0.1667692264924369,,0.7055049964751763,0.15380965652889517,0.029623724406418236,0.22071037789321069,0.13299017110939976,,0.1455330306554682
27,,-0.02949851128175902,,,Highly correlated policy,"OLS_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",-0.015935422141657853,,0.3608754207727608,0.038484710239551155,-0.011210712715463034,-0.09317366526361862,-0.051374145120699266,,0.05593967787243642
28,,0.1405989370640804,,,Highly correlated policy,"OLS_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_2",0.04253551291435055,,-0.05767990110366349,-0.010099941554961078,0.1338207785023688,0.018674971158703528,-0.003562510911414322,,0.0706660717201315
29,,0.08917158109526617,,,Highly correlated policy,"OLS_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",0.04787653239902742,,0.24607228921287164,0.10705977655188226,0.13296226531298588,0.05379088055238812,-0.0390362209640199,,0.20986295509683026
