,cluster,crop_sales___output___ethiopia_2015,latitude___ethiopia_2015,longitude___ethiopia_2015,nid,number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015
990,2,1315.2956821031485,9.79007481406,37.5059416726,2008.0,0.0,19210.4,140.0,2.0,9.0,2.0,1.0
991,2,47.82893389465994,9.8440806253,37.1271346597,2009.0,0.0,34790.7,150.0,2.0,4.0,1.0,1.0
992,2,1803.1508078286802,9.8440806253,37.1271346597,2010.0,0.0,72391.15000000001,400.0,4.0,3.0,0.0,1.0
993,0,160.70521788605743,9.8440806253,37.1271346597,2011.0,0.0,2984.1,0.0,0.0,10.0,0.0,0.0
994,2,739.4353180114425,9.8440806253,37.1271346597,2012.0,0.0,38763.32999999999,200.0,2.0,4.0,1.0,1.0
995,2,253.4933496416977,9.8440806253,37.1271346597,2013.0,0.0,91127.9,360.0,6.0,1.0,3.0,1.0
996,2,1070.4115405624896,9.8440806253,37.1271346597,2017.0,0.0,29369.950000000004,138.0,0.0,3.0,1.0,1.0
997,2,1021.1477386509897,9.8440806253,37.1271346597,2018.0,0.0,69272.84999999999,400.0,3.0,5.0,0.0,1.0
998,2,205.66441574703774,9.8440806253,37.1271346597,2019.0,0.0,37451.85000000001,250.0,2.0,2.0,1.0,1.0
999,2,196.09862896810574,9.8440806253,37.1271346597,2020.0,0.0,41634.38,225.0,4.0,6.0,3.0,1.0
1000,1,573.9472067359193,9.55152585441,41.358379098,2055.0,1.0,9424.75,0.0,0.0,5.0,0.0,0.0
1001,1,2224.045426101687,9.55152585441,41.358379098,2056.0,0.0,7945.039999999999,0.0,0.0,7.0,0.0,0.0
1002,1,1913.1573557863974,9.55152585441,41.358379098,2057.0,2.0,10104.45,0.0,0.0,9.0,0.0,0.0
1003,1,7556.971555356271,9.55152585441,41.358379098,2058.0,0.0,13185.45,0.0,0.0,7.0,0.0,0.0
1004,1,6576.478410515741,9.55152585441,41.358379098,2060.0,1.0,15808.9,0.0,0.0,3.0,0.0,0.0
1005,3,3763.180518831844,9.55152585441,41.358379098,2063.0,6.0,5723.310000000001,150.0,0.0,6.0,0.0,1.0
1006,3,6346.899527821373,9.55152585441,41.358379098,2065.0,9.0,8249.0,0.0,2.0,5.0,0.0,0.0
1007,1,1013.9733985667908,9.55152585441,41.358379098,2066.0,2.0,10399.05,0.0,0.0,7.0,2.0,0.0
1008,1,1100.0654795771786,9.56552604162,41.5231782329,2070.0,0.0,9161.1,0.0,1.0,6.0,1.0,0.0
1009,1,263.05913642062967,9.56552604162,41.5231782329,2071.0,0.0,17074.6,0.0,2.0,4.0,0.0,0.0
1010,1,530.9011662307254,9.56552604162,41.5231782329,2073.0,0.0,23012.4,0.0,0.0,6.0,1.0,0.0
1011,0,408.9373847993425,9.56552604162,41.5231782329,2076.0,0.0,3045.2500000000005,0.0,0.0,1.0,1.0,0.0
1012,1,430.46040505193946,9.239757784010001,42.441943294299996,2086.0,0.0,16821.4,0.0,1.0,5.0,1.0,0.0
1013,1,669.6050745252393,9.239757784010001,42.441943294299996,2090.0,0.0,4936.6,0.0,1.0,6.0,1.0,0.0
1014,1,1793.5850210497476,9.239757784010001,42.441943294299996,2091.0,0.0,12939.7,0.0,1.0,4.0,1.0,0.0
1015,1,57.39472067359193,9.239757784010001,42.441943294299996,2092.0,0.0,5837.0999999999985,0.0,1.0,7.0,1.0,0.0
1016,1,286.97360336795964,9.40053953262,42.858526011900004,2098.0,2.0,7627.5,0.0,0.0,4.0,0.0,0.0
1017,1,1793.5850210497476,9.30185627536,42.5964917162,2109.0,0.0,31902.1,0.0,2.0,6.0,1.0,0.0
1018,1,956.5786778931987,9.30185627536,42.5964917162,2111.0,0.0,10700.5,0.0,2.0,3.0,1.0,0.0
1019,1,956.5786778931987,9.30185627536,42.5964917162,2114.0,0.0,31118.65,0.0,2.0,4.0,1.0,0.0
1020,1,1530.525884629118,9.30185627536,42.5964917162,2115.0,0.0,17197.899999999998,0.0,0.0,3.0,0.0,0.0
1021,1,1793.5850210497476,9.30185627536,42.5964917162,2116.0,0.0,7847.5,0.0,0.0,3.0,0.0,0.0
1022,1,100.44076117878588,4.28184427047,41.8750755047,2184.0,0.0,6777.7,0.0,0.0,11.0,0.0,0.0
1023,0,2008.8152235757173,4.76768886663,39.269749201799996,2230.0,2.564777327935223,599.2,0.0,2.0,3.0,2.0,0.0
1024,3,3826.3147115727947,4.87905466671,39.1953787271,2233.0,9.0,4880.35,0.0,0.0,4.0,0.0,1.0
1025,1,1674.0126863130981,4.87905466671,39.1953787271,2234.0,0.0,7791.91,0.0,0.0,8.0,1.0,1.0
1026,3,4639.406587782014,4.87905466671,39.1953787271,2236.0,12.0,4959.38,0.0,0.0,8.0,1.0,1.0
1027,1,444.80908522033735,4.87905466671,39.1953787271,2237.0,0.0,8808.509999999998,0.0,1.0,6.0,0.0,0.0
1028,1,5930.7878029378335,11.3323287202,36.2720183518,2245.0,2.0,11244.25,0.0,0.0,4.0,1.0,0.0
1029,1,3969.801513256775,11.3323287202,36.2720183518,2246.0,0.0,23317.4,0.0,0.0,4.0,1.0,0.0
1030,0,215.23020252596973,11.3323287202,36.2720183518,2247.0,0.0,227.4,0.0,0.0,1.0,0.0,0.0
1031,1,8848.352770512089,11.3323287202,36.2720183518,2248.0,0.0,15285.35,0.0,0.0,2.0,0.0,0.0
1032,1,8231.359523270976,11.3323287202,36.2720183518,2249.0,0.0,30943.6,0.0,0.0,8.0,0.0,0.0
1033,2,1946.159320173713,11.3323287202,36.2720183518,2250.0,0.0,76087.2,25.0,2.0,8.0,2.0,0.0
1034,2,27979.926328376063,11.3323287202,36.2720183518,2251.0,0.0,39140.4,210.0,2.0,3.0,1.0,0.0
1035,3,30639.21505291916,11.3323287202,36.2720183518,2252.0,17.0,75988.15,60.0,2.0,6.0,0.0,1.0
1036,0,3582.387148710029,11.3323287202,36.2720183518,2253.0,0.0,5250.4,0.0,0.0,4.0,0.0,0.0
1037,1,3264.324738310541,11.3323287202,36.2720183518,2254.0,2.0,26811.95,0.0,2.0,5.0,0.0,0.0
1038,1,9694.924900447571,11.3323287202,36.2720183518,2255.0,0.0,33701.4,0.0,2.0,8.0,1.0,0.0
1039,1,626.5590340200451,11.115608637000001,36.3763433187,2256.0,0.0,10341.3,0.0,0.0,7.0,0.0,0.0
1040,3,5871.001635569507,11.115608637000001,36.3763433187,2257.0,63.0,78374.9,200.0,4.0,4.0,2.0,1.0
1041,2,418.50317157827453,11.115608637000001,36.3763433187,2261.0,0.0,20787.1,100.0,0.0,7.0,0.0,1.0
1042,3,4926.380191149974,11.115608637000001,36.3763433187,2262.0,22.0,21419.95,100.0,2.0,5.0,0.0,1.0
1043,3,1846.6751376728205,11.115608637000001,36.3763433187,2263.0,6.0,23107.45,100.0,2.0,5.0,1.0,1.0
1044,1,1201.9411087728045,11.115608637000001,36.3763433187,2264.0,0.0,11002.55,0.0,0.0,8.0,0.0,0.0
1045,1,5.261182728412593,10.502375992100001,36.0048077152,2268.0,2.0,12239.09,0.0,4.0,7.0,2.0,0.0
1046,3,11532.512540680404,10.502375992100001,36.0048077152,2272.0,6.0,29010.120000000006,50.0,2.0,4.0,1.0,0.0
1047,0,234.3617760838337,10.502375992100001,36.0048077152,2273.0,0.0,3836.59,0.0,0.0,2.0,3.0,0.0
1048,0,1960.986289681057,10.502375992100001,36.0048077152,2274.0,2.564777327935223,137.34,0.0,2.0,5.0,0.0,0.0
1049,2,76.5262942314559,10.502375992100001,36.0048077152,2275.0,0.0,36933.43,0.0,2.0,7.0,1.0,1.0
1050,0,23.91446694732997,10.482208782799999,34.786177812300004,2284.0,1.0,848.8000000000002,0.0,0.0,3.0,0.0,0.0
1051,3,430.46040505193946,10.081237992,34.6831901825,2289.0,5.0,12196.39,50.0,0.0,4.0,1.0,1.0
1052,3,29.653939014689158,10.081237992,34.6831901825,2290.0,3.0,15174.3,75.0,1.0,4.0,1.0,0.0
1053,0,813.0918762092191,10.081237992,34.6831901825,2291.0,0.0,3313.0200000000004,0.0,0.0,4.0,0.0,0.0
1054,2,645.6906075779092,10.081237992,34.6831901825,2292.0,0.0,8932.470000000001,30.0,0.0,6.0,1.0,1.0
1055,2,683.9537546936373,10.081237992,34.6831901825,2293.0,1.0,17823.13,100.0,0.0,6.0,1.0,0.0
1056,1,789.177409261889,10.081237992,34.6831901825,2294.0,0.0,12883.760000000002,37.0,0.0,6.0,1.0,0.0
1057,1,9.565786778931988,10.081237992,34.6831901825,2295.0,0.0,16084.070000000003,39.0,0.0,3.0,1.0,0.0
1058,3,2169.5204414617747,10.081237992,34.6831901825,2296.0,8.0,12613.44,100.0,0.0,2.0,1.0,0.0
1059,0,33.48025372626196,10.081237992,34.6831901825,2297.0,0.0,4436.129999999999,11.0,0.0,1.0,0.0,0.0
1060,1,1913.1573557863974,10.081237992,34.6831901825,2298.0,0.0,8810.179999999997,54.0,1.0,2.0,1.0,0.0
1061,1,162.6183752418438,10.081237992,34.6831901825,2299.0,0.0,8387.23,17.0,0.0,5.0,1.0,0.0
1062,1,454.37487199926943,10.081237992,34.6831901825,2300.0,1.0,14005.13,27.0,1.0,5.0,1.0,0.0
1063,3,1587.9206053027099,9.73443000378,34.728555528899996,2301.0,35.0,29927.56,335.0,3.0,6.0,2.0,1.0
1064,3,430.46040505193946,9.73443000378,34.728555528899996,2302.0,33.0,6479.799999999998,85.0,2.0,6.0,1.0,1.0
1065,3,2869.7360336795964,9.73443000378,34.728555528899996,2305.0,16.0,7462.469999999998,115.0,0.0,6.0,1.0,1.0
1066,0,2448.841415406589,9.73443000378,34.728555528899996,2307.0,0.0,1628.37,0.0,0.0,1.0,0.0,0.0
1067,0,66.96050745252391,9.75488202595,34.7602016893,2312.0,0.0,519.24,0.0,0.0,5.0,0.0,0.0
1068,1,28.697360336795963,9.74422788621,34.7872968911,2313.0,0.0,50163.69,0.0,0.0,3.0,0.0,0.0
1069,2,894.401063830141,9.74422788621,34.7872968911,2314.0,0.0,40753.680000000015,58.0,0.0,7.0,1.0,0.0
1070,3,4857.028237002717,9.74422788621,34.7872968911,2316.0,75.0,55331.22,4.0,4.0,11.0,3.0,0.0
1071,2,559.5985265675213,9.74422788621,34.7872968911,2317.0,0.0,71017.4,10.0,3.0,8.0,2.0,1.0
1072,3,1683.57847309203,9.74422788621,34.7872968911,2319.0,24.0,48033.42,0.0,2.0,3.0,2.0,0.0
1073,3,1363.1246159978082,9.74422788621,34.7872968911,2320.0,35.0,22124.300000000007,120.0,2.0,4.0,2.0,0.0
1074,3,358.71700420994955,9.74422788621,34.7872968911,2321.0,25.0,7333.94,30.0,2.0,3.0,1.0,1.0
1075,3,4292.168527706783,9.74422788621,34.7872968911,2322.0,6.0,50913.24,16.0,0.0,5.0,2.0,0.0
1076,0,59.307878029378315,10.1813677297,35.281505142,2324.0,0.0,5056.5999999999985,0.0,0.0,5.0,0.0,0.0
1077,1,50.69866992833954,10.1813677297,35.281505142,2325.0,0.0,8350.16,0.0,0.0,4.0,0.0,0.0
1078,1,103.31049721246546,10.1813677297,35.281505142,2327.0,0.0,15949.45,0.0,0.0,5.0,2.0,0.0
1079,0,499.33406986024977,10.1813677297,35.281505142,2330.0,0.0,4769.75,0.0,0.0,5.0,0.0,0.0
1080,1,218.0999385596493,10.1813677297,35.281505142,2331.0,0.0,17741.3,0.0,0.0,6.0,0.0,0.0
1081,1,45.91577653887354,10.1813677297,35.281505142,2333.0,0.0,26074.9,0.0,0.0,5.0,0.0,0.0
1082,1,1884.4599954496014,10.1813677297,35.281505142,2334.0,0.0,17676.219999999998,0.0,0.0,7.0,2.0,0.0
1083,1,143.48680168397982,10.1813677297,35.281505142,2335.0,0.0,21750.15,0.0,0.0,7.0,0.0,0.0
1084,3,2225.480294118527,9.39137371981,36.2194348147,2336.0,12.0,31050.45,6.0,2.0,6.0,3.0,0.0
1085,3,11239.799465245083,9.39137371981,36.2194348147,2337.0,99.0,146856.05,0.0,3.0,5.0,2.0,0.0
1086,1,310.8880703152896,9.39137371981,36.2194348147,2338.0,0.0,5195.9,0.0,0.0,8.0,4.0,0.0
1087,1,7006.938815567681,9.36663445547,36.2748855694,2339.0,0.0,45610.25,0.0,0.0,3.0,0.0,0.0
1088,0,71.74340084198991,9.39137371981,36.2194348147,2341.0,0.0,4052.95,0.0,0.0,1.0,0.0,0.0
1089,1,597.8616736832493,9.39137371981,36.2194348147,2342.0,0.0,17274.300000000007,0.0,0.0,4.0,0.0,0.0
1090,0,208.05586244177076,9.39137371981,36.2194348147,2343.0,0.0,2821.45,0.0,0.0,4.0,2.0,0.0
1091,3,13301.226516104929,9.39137371981,36.2194348147,2344.0,27.0,146700.7,0.0,1.0,8.0,4.0,0.0
1092,3,298.9308368416246,9.62033298025,34.5342648788,2346.0,46.0,12315.66,0.0,0.0,2.0,0.0,0.0
1093,3,1241.1608345664254,9.62033298025,34.5342648788,2347.0,24.0,14698.64,0.0,0.0,3.0,0.0,0.0
1094,1,306.1051769258236,9.62033298025,34.5342648788,2348.0,0.0,12430.71,0.0,0.0,8.0,0.0,0.0
1095,3,1269.8581949032214,9.62033298025,34.5342648788,2349.0,6.0,12306.050000000005,0.0,0.0,3.0,1.0,0.0
1096,0,93.26642109458687,9.62033298025,34.5342648788,2350.0,0.0,5014.699999999999,0.0,0.0,5.0,0.0,0.0
1097,1,761.9149169419328,9.62033298025,34.5342648788,2351.0,0.0,10339.78,0.0,0.0,6.0,0.0,0.0
1098,1,868.0951501880778,9.62033298025,34.5342648788,2352.0,0.0,7544.119999999999,0.0,0.0,7.0,0.0,0.0
1099,1,320.45385709422163,9.62033298025,34.5342648788,2353.0,0.0,17238.309999999998,0.0,0.0,3.0,0.0,0.0
1100,1,353.9341108204836,9.62033298025,34.5342648788,2354.0,0.0,8113.250000000003,10.0,0.0,6.0,0.0,0.0
1101,1,651.9083689842148,9.62033298025,34.5342648788,2355.0,0.0,20053.79,0.0,0.0,7.0,0.0,0.0
1102,3,655.2563943568413,9.47651243141,34.420901552800004,2357.0,4.0,10820.47,0.0,1.0,6.0,1.0,0.0
1103,1,406.54593810460955,9.47651243141,34.420901552800004,2358.0,3.0,8115.720000000001,0.0,0.0,6.0,0.0,1.0
1104,0,1.4348680168397985,9.47651243141,34.420901552800004,2359.0,0.0,3262.890000000001,0.0,0.0,6.0,0.0,0.0
1105,0,57.39472067359193,9.47651243141,34.420901552800004,2360.0,0.0,2500.68,0.0,0.0,7.0,0.0,0.0
1106,1,43.04604050519395,9.47651243141,34.420901552800004,2361.0,0.0,9530.78,0.0,1.0,6.0,0.0,0.0
1107,1,949.4043378089998,9.47651243141,34.420901552800004,2362.0,0.0,20845.36,0.0,2.0,7.0,1.0,0.0
1108,3,440.02619183087137,9.47651243141,34.420901552800004,2363.0,10.0,16462.74,16.0,0.0,7.0,1.0,1.0
1109,3,1913.1573557863974,8.17949664228,37.9272178152,2368.0,70.0,2661.65,0.0,0.0,6.0,2.0,0.0
1110,3,1913.1573557863974,8.17949664228,37.9272178152,2369.0,6.0,3148.8,24.0,0.0,5.0,1.0,1.0
1111,0,2391.446694732997,8.17949664228,37.9272178152,2370.0,0.0,2324.2,8.0,0.0,6.0,1.0,0.0
1112,0,3826.3147115727947,8.17949664228,37.9272178152,2371.0,0.0,2199.76,0.0,0.0,2.0,1.0,0.0
1113,0,956.5786778931987,8.17949664228,37.9272178152,2372.0,0.0,1924.09,2.0,0.0,5.0,1.0,0.0
1114,3,2391.446694732997,8.17949664228,37.9272178152,2373.0,11.0,3656.85,0.0,0.0,5.0,1.0,0.0
1115,0,2391.446694732997,8.17949664228,37.9272178152,2374.0,0.0,1794.4,18.0,0.0,4.0,2.0,0.0
1116,0,1721.8416202077578,8.17949664228,37.9272178152,2375.0,2.0,3859.75,20.0,0.0,2.0,1.0,1.0
1117,3,1434.8680168397982,8.17949664228,37.9272178152,2376.0,10.0,2505.8,7.0,0.0,4.0,1.0,0.0
1118,0,1674.0126863130981,8.17949664228,37.9272178152,2377.0,0.0,2425.4,0.0,0.0,6.0,1.0,0.0
1119,0,1674.0126863130981,8.17949664228,37.9272178152,2378.0,0.0,1871.5,20.0,0.0,10.0,1.0,1.0
1120,0,2295.788826943677,8.17949664228,37.9272178152,2379.0,4.0,1857.7,0.0,0.0,6.0,1.0,1.0
1121,2,449.59197860980345,8.16863199454,38.646452878299996,2380.0,0.0,20271.1,187.0,2.0,8.0,1.0,1.0
1122,3,1197.1582153833385,8.16863199454,38.646452878299996,2381.0,5.0,33421.4,187.0,5.0,5.0,0.0,1.0
1123,2,674.3879679147051,8.16863199454,38.646452878299996,2382.0,0.0,25411.6,225.0,2.0,6.0,1.0,1.0
1124,2,2797.9926328376064,8.16863199454,38.646452878299996,2383.0,0.0,98018.52,100.0,10.0,10.0,0.0,1.0
1125,2,337.1939839573525,8.16863199454,38.646452878299996,2384.0,0.0,14309.6,150.0,1.0,3.0,0.0,1.0
1126,3,3529.7753214259033,8.16863199454,38.646452878299996,2385.0,8.0,70782.92,185.0,4.0,7.0,0.0,1.0
1127,3,6672.136278305061,8.16863199454,38.646452878299996,2386.0,3.0,134490.5,210.0,5.0,8.0,3.0,1.0
1128,2,3654.130549552019,8.16863199454,38.646452878299996,2387.0,0.0,67350.70000000001,250.0,3.0,4.0,2.0,1.0
1129,2,3187.798444079085,8.16863199454,38.646452878299996,2388.0,0.0,52421.50000000001,250.0,5.0,8.0,1.0,1.0
1130,2,1100.0654795771786,8.16863199454,38.646452878299996,2389.0,0.0,97235.85,268.0,5.0,10.0,3.0,1.0
1131,3,2114.038878143969,8.16863199454,38.646452878299996,2390.0,14.0,106848.52999999998,195.0,6.0,2.0,4.0,1.0
1132,3,3802.400244625465,8.16863199454,38.646452878299996,2391.0,11.0,155470.93,20.0,7.0,9.0,0.0,1.0
1133,0,133.92101490504783,7.81991142387,37.828597498,2393.0,0.0,1386.84,0.0,0.0,3.0,0.0,0.0
1134,2,540.4669530096572,7.81991142387,37.828597498,2394.0,0.0,113750.82,25.0,1.0,4.0,0.0,0.0
1135,2,408.9373847993425,7.81991142387,37.828597498,2395.0,0.0,4653.5,35.0,2.0,6.0,0.0,1.0
1136,0,505.5518312665556,7.81991142387,37.828597498,2396.0,0.0,1526.4499999999996,10.0,0.0,4.0,0.0,0.0
1137,2,98.04931448405287,7.81991142387,37.828597498,2397.0,0.0,6651.6399999999985,100.0,0.0,6.0,0.0,1.0
1138,0,11.957233473664985,7.81991142387,37.828597498,2399.0,0.0,2478.38,50.0,0.0,3.0,0.0,1.0
1139,2,406.54593810460955,7.81991142387,37.828597498,2400.0,0.0,5473.209999999999,100.0,2.0,3.0,1.0,1.0
1140,0,526.1182728412593,7.81991142387,37.828597498,2401.0,0.0,1933.08,35.0,0.0,7.0,0.0,1.0
1141,0,502.20380589392937,7.81991142387,37.828597498,2402.0,0.0,5097.560000000001,51.0,0.0,5.0,0.0,0.0
1142,0,57.39472067359193,8.20429943583,37.7931347282,2404.0,0.0,653.1,0.0,0.0,4.0,0.0,0.0
1143,0,200.88152235757173,8.11835892139,37.711581489000004,2412.0,0.0,3439.8,0.0,0.0,8.0,0.0,0.0
1144,0,57.39472067359193,8.11835892139,37.711581489000004,2415.0,0.0,91.7,0.0,0.0,8.0,0.0,0.0
1145,2,263.05913642062967,8.11835892139,37.711581489000004,2417.0,2.0,5724.4,25.0,0.0,8.0,1.0,1.0
1146,3,344.3683240415516,8.11835892139,37.711581489000004,2418.0,7.0,7408.370000000001,25.0,0.0,3.0,1.0,1.0
1147,2,239.14466947329967,8.11835892139,37.711581489000004,2420.0,1.0,8589.349999999999,36.0,1.0,7.0,1.0,1.0
1148,3,191.31573557863976,8.11835892139,37.711581489000004,2421.0,4.0,10781.1,25.0,0.0,2.0,1.0,1.0
1149,0,119.57233473664984,8.11835892139,37.711581489000004,2422.0,0.0,3727.7500000000014,25.0,0.0,7.0,0.0,1.0
1150,1,286.97360336795964,8.13327890849,38.2086730522,2423.0,0.0,6282.05,0.0,0.0,5.0,1.0,0.0
1151,3,573.9472067359193,8.13327890849,38.2086730522,2424.0,3.0,6672.3,65.0,0.0,6.0,1.0,0.0
1152,3,2032.7296905230476,8.13327890849,38.2086730522,2425.0,7.0,3126.6900000000005,41.0,0.0,5.0,0.0,1.0
1153,0,334.80253726261964,8.13327890849,38.2086730522,2426.0,3.0,1426.8,22.0,0.0,4.0,1.0,0.0
1154,0,2391.446694732997,8.13327890849,38.2086730522,2427.0,10.0,1743.9500000000005,38.0,0.0,1.0,0.0,0.0
1155,2,1195.7233473664985,8.13327890849,38.2086730522,2430.0,0.0,3263.35,25.0,1.0,7.0,1.0,1.0
1156,3,2008.8152235757173,8.13327890849,38.2086730522,2431.0,3.0,4088.0,66.0,1.0,8.0,1.0,0.0
1157,0,3204.538570942216,8.13327890849,38.2086730522,2432.0,0.0,1705.9,19.0,0.0,4.0,1.0,0.0
1158,0,3252.3675048368764,8.13327890849,38.2086730522,2433.0,3.0,3175.4,37.0,0.0,7.0,1.0,0.0
1159,1,9350.556576406016,7.692628995900002,37.7336160957,2437.0,0.0,4513.040000000001,49.0,1.0,11.0,1.0,0.0
1160,2,71.74340084198991,7.70538466173,37.6505389613,2448.0,0.0,8905.45,100.0,2.0,5.0,1.0,1.0
1161,2,717.4340084198991,7.70538466173,37.6505389613,2449.0,0.0,5917.56,200.0,0.0,4.0,1.0,1.0
1162,2,645.6906075779092,7.70538466173,37.6505389613,2450.0,0.0,9477.660000000002,200.0,1.0,5.0,1.0,1.0
1163,2,717.4340084198991,7.70538466173,37.6505389613,2451.0,0.0,12587.89,300.0,2.0,8.0,1.0,0.0
1164,2,286.97360336795964,7.70538466173,37.6505389613,2453.0,0.0,11787.21,200.0,1.0,10.0,1.0,0.0
1165,2,860.9208101038789,7.70538466173,37.6505389613,2454.0,2.0,10114.89,125.0,1.0,4.0,1.0,1.0
1166,3,1071.3681192403826,7.70538466173,37.6505389613,2456.0,24.0,10522.249999999998,300.0,2.0,9.0,1.0,1.0
1167,3,717.4340084198991,7.70538466173,37.6505389613,2457.0,51.0,24533.78,430.0,2.0,8.0,1.0,1.0
1168,0,47.82893389465994,7.17430039499,37.9492676831,2459.0,0.0,2552.0,16.0,1.0,4.0,0.0,1.0
1169,0,28.697360336795963,7.17430039499,37.9492676831,2460.0,0.0,736.2,0.0,0.0,8.0,0.0,0.0
1170,0,669.6050745252393,7.17430039499,37.9492676831,2461.0,0.0,680.2,12.0,0.0,6.0,0.0,0.0
1171,0,717.4340084198991,7.17430039499,37.9492676831,2463.0,0.0,1140.2,15.0,0.0,4.0,1.0,0.0
1172,0,1339.2101490504785,7.17430039499,37.9492676831,2464.0,0.0,3155.2,17.0,0.0,5.0,1.0,0.0
1173,0,95.65786778931988,7.17430039499,37.9492676831,2465.0,0.0,1080.9,0.0,1.0,6.0,1.0,0.0
1174,1,239.14466947329967,7.17430039499,37.9492676831,2466.0,0.0,3490.2,20.0,1.0,8.0,1.0,0.0
1175,1,267.84202981009565,7.17430039499,37.9492676831,2467.0,0.0,3554.8,4.0,1.0,8.0,1.0,0.0
1176,0,45.43748719992694,7.17430039499,37.9492676831,2469.0,0.0,1591.1,2.0,0.0,5.0,1.0,0.0
1177,1,717.4340084198991,7.17430039499,37.9492676831,2470.0,0.0,5059.499999999999,60.0,1.0,9.0,1.0,0.0
1178,2,259.23282170905685,7.381602827989999,37.6033985811,2471.0,0.0,4735.8499999999985,50.0,1.0,6.0,1.0,1.0
1179,2,717.9122977588456,7.381602827989999,37.6033985811,2472.0,0.0,7397.48,75.0,1.0,8.0,0.0,1.0
1180,0,437.6347451361385,7.381602827989999,37.6033985811,2473.0,0.0,4094.01,50.0,0.0,5.0,1.0,1.0
1181,2,715.9991404030594,7.381602827989999,37.6033985811,2474.0,0.0,9489.23,7500.0,0.0,7.0,1.0,1.0
1182,0,80.8308982819753,7.381602827989999,37.6033985811,2475.0,0.0,2083.63,0.0,0.0,4.0,1.0,0.0
1183,0,24.871045625223175,7.381602827989999,37.6033985811,2476.0,0.0,1109.15,1.0,0.0,4.0,1.0,0.0
1184,0,19.131573557863977,7.381602827989999,37.6033985811,2477.0,0.0,2179.73,3.0,0.0,6.0,1.0,0.0
1185,2,767.654389009292,7.381602827989999,37.6033985811,2478.0,0.0,5129.27,100.0,1.0,5.0,1.0,1.0
1186,0,16.261837524184383,7.381602827989999,37.6033985811,2479.0,0.0,1325.88,0.0,5.0,5.0,1.0,0.0
1187,2,375.4571310730805,7.381602827989999,37.6033985811,2480.0,0.0,3410.93,75.0,1.0,7.0,1.0,1.0
1188,2,372.58739503940086,7.381602827989999,37.6033985811,2481.0,0.0,9431.2,150.0,1.0,5.0,1.0,1.0
1189,1,380.71831380149314,7.381602827989999,37.6033985811,2482.0,0.0,3522.55,30.0,1.0,7.0,1.0,0.0
1190,2,573.9472067359193,7.513260457060001,37.6461378355,2483.0,0.0,22252.21,262.0,2.0,5.0,2.0,1.0
1191,2,1755.3218739340198,7.513260457060001,37.6461378355,2484.0,0.0,10317.44,89.0,1.0,10.0,1.0,1.0
1192,2,2463.190095574987,7.513260457060001,37.6461378355,2485.0,0.0,12492.55,246.0,1.0,7.0,0.0,1.0
1193,2,628.9504807147782,7.513260457060001,37.6461378355,2486.0,0.0,15434.03,20.0,0.0,5.0,1.0,1.0
1194,2,112.39799465245086,7.513260457060001,37.6461378355,2487.0,0.0,12109.48,138.0,3.0,3.0,2.0,1.0
1195,2,956.5786778931987,7.513260457060001,37.6461378355,2488.0,0.0,6304.3,110.0,1.0,3.0,1.0,1.0
1196,0,47.82893389465994,7.513260457060001,37.6461378355,2489.0,0.0,2379.46,0.0,1.0,5.0,1.0,0.0
1197,2,1865.3284218917374,7.513260457060001,37.6461378355,2490.0,0.0,15143.43,250.0,2.0,10.0,1.0,1.0
1198,2,2343.6177608383373,7.513260457060001,37.6461378355,2491.0,0.0,12801.96,110.0,1.0,3.0,2.0,1.0
1199,2,1626.1837524184382,7.513260457060001,37.6461378355,2492.0,0.0,9030.04,200.0,2.0,5.0,1.0,1.0
1200,2,1291.3812151558184,7.513260457060001,37.6461378355,2493.0,0.0,8787.91,77.0,2.0,5.0,1.0,1.0
1201,2,40.65459381046095,7.37676330298,37.893564871399995,2495.0,0.0,11163.95,50.0,1.0,8.0,1.0,0.0
1202,3,26.784202981009564,7.37676330298,37.893564871399995,2496.0,8.0,9382.39,75.0,1.0,2.0,1.0,0.0
1203,2,327.149907839474,7.37676330298,37.893564871399995,2499.0,0.0,7891.03,77.0,1.0,6.0,1.0,0.0
1204,0,382.6314711572795,7.37676330298,37.893564871399995,2500.0,0.0,4139.01,100.0,0.0,7.0,1.0,0.0
1205,1,167.40126863130982,7.37676330298,37.893564871399995,2501.0,0.0,5531.95,51.0,0.0,8.0,1.0,0.0
1206,1,124.35522812611583,7.37676330298,37.893564871399995,2502.0,0.0,4199.61,47.0,1.0,7.0,1.0,0.0
1207,1,908.7497439985389,7.37676330298,37.893564871399995,2503.0,0.0,6816.920000000001,35.0,1.0,5.0,1.0,0.0
1208,2,652.8649476621082,7.37676330298,37.893564871399995,2504.0,0.0,15739.999999999998,125.0,2.0,8.0,1.0,0.0
1209,1,255.8847963364307,7.37676330298,37.893564871399995,2505.0,0.0,5778.87,105.0,1.0,6.0,0.0,0.0
1210,0,382.6314711572795,7.37676330298,37.893564871399995,2506.0,0.0,3206.01,7.0,0.0,3.0,0.0,0.0
1211,0,588.2958869043173,7.28374522639,37.757148178200005,2507.0,0.0,4508.049999999998,9.0,0.0,5.0,0.0,0.0
