,clustered,input,method,model,mse,roc_auc,scaled_mse,segment
0,False,Highly correlated all,,Lasso,0.8805757570900098,0.5,0.8805757570900096,
1,True,Highly correlated all,clustered,Lasso,0.8456497102778312,0.5,0.845649710277831,"number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015"
2,False,Highly correlated policy,,Lasso,0.85848385773634,0.5,0.8584838577363397,
3,True,Highly correlated policy,clustered,Lasso,0.8552923851373717,0.5,0.8552923851373715,"number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015"
