,longitude___ethiopia_2015,owns_land_certificate___policy___ethiopia_2015,lives_in_afar___ethiopia_2015,productivity___output___ethiopia_2015,lives_in_harari___ethiopia_2015,household_head_is_widowed___ethiopia_2015,rooting_conditions_:_moderate_constraint___ethiopia_2015,lives_in_dire_dawa___ethiopia_2015,quantity_of_improved_seeds_used___policy___ethiopia_2015,amount_of_assistance_received___policy___ethiopia_2015,food_expenditure_diversification___output___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_credit___policy___ethiopia_2015,household_head_is_monogamous___ethiopia_2015,household_head_age___ethiopia_2015,price_rise_of_food_item___policy___ethiopia_2015,number_of_water_storage_pit_owned___policy___ethiopia_2015,number_of_droughts___ethiopia_2015,household_head_is_separated___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,lives_in_snnp___ethiopia_2015,children_education___output___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2015,latitude___ethiopia_2015,weight___ethiopia_2015,household_head_is_female___ethiopia_2015,crop_diversification___policy___ethiopia_2015,distance_to_market___ethiopia_2015,no_food_deficiency___output___ethiopia_2015,household_size___ethiopia_2015,rooting_conditions_:_mainly_non-soil___ethiopia_2015,prevent_damage___policy___ethiopia_2015,has_borrowed___policy___ethiopia_2015,household_head_is_divorced___ethiopia_2015,attended_school___ethiopia_2015,household_head_is_polygamous___ethiopia_2015,average_precipitation___ethiopia_2015,heavy_rains_preventing_work___ethiopia_2015,lives_in_somalie___ethiopia_2015,lives_in_benishangul_gumuz___ethiopia_2015,number_of_pick_axe_owned___policy___ethiopia_2015,household_head_never_married___ethiopia_2015,rooting_conditions_:_no_or_slight_constraint___ethiopia_2015,number_of_axe_owned___policy___ethiopia_2015,illness_of_household_member___policy___ethiopia_2015,household_head_is_male___ethiopia_2015,has_saved___policy___ethiopia_2015,has_a_bank_account___policy___ethiopia_2015,lives_in_amhara___ethiopia_2015,expenditure___output___ethiopia_2015,percentage_of_damaged_crop___policy___ethiopia_2015,increase_in_price_of_inputs___policy___ethiopia_2015,lives_in_oromiya___ethiopia_2015,distance_to_road___ethiopia_2015,lives_in_tigray___ethiopia_2015,crop_sales___output___ethiopia_2015,elevation___ethiopia_2015,variations_in_greenness___ethiopia_2015,rural_household___ethiopia_2015,has_medical_assistance___output___ethiopia_2015,lives_in_gambella___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,rooting_conditions_:_severe_constraint___ethiopia_2015,uses_extension_program___policy___ethiopia_2015,distance_to_population_center___ethiopia_2015,rooting_conditions_:_very_severe_constraint___ethiopia_2015,number_of_sickle_owned___policy___ethiopia_2015,land_surface___ethiopia_2015,literacy___ethiopia_2015,uses_irrigation___policy___ethiopia_2015,average_temperature___ethiopia_2015
owns_land_certificate___policy___ethiopia_2015,-0.097662182699416,1,-0.134294293007735,-0.083866810699307,-0.043473067344995,0.003170107080312,0.068022545287265,-0.189201235661693,0.105984836721028,-0.123326402370821,-0.009475243617251,0.179615117082733,0.130053932332976,0.032176459326069,0.226918235529341,-0.08761754288813,0.022834160168999,-0.113416273199427,-0.013089643263988,0.28200857413764,0.042117643336808,0.164799963356917,-0.006450034290608,0.157091611793451,0.247813771476224,-0.021213843537683,-0.040246912571859,0.016998354588657,0.091883342640206,0.006076333786639,-0.053036406891915,0.115163512250151,-0.008101746529825,-0.006129745073961,-0.015434997885535,-0.037168564802935,0.178629652455182,0.054536785659679,-0.220372142566506,-0.054937331155631,-0.016936641035213,-0.049343606433241,0.010293716324671,-0.084480367126124,-0.004188637049597,0.021213843537683,-0.029870801235627,0.038672094906992,0.20947756175794,0.03519809904716,-0.056642030714444,0.071855541535251,0.012323727044379,-0.062198409413247,0.112691237361648,-0.007192826459149,0.351895606294548,0.210450184540634,-0.025823574786239,-0.016072185893201,-0.096186689116797,0.159665885721747,-0.101197752870587,0.217464425504798,-0.127518561480945,0.054249824508343,0.223502360267229,0.144182007539899,0.029186325116656,-0.032812443451227,-0.304326213037839
has_a_bank_account___policy___ethiopia_2015,-0.013677251671078,0.038672094906992,-0.021369466651612,-0.015855464044188,-0.021369466651612,-0.045273810459826,0.001695701880815,-0.02102427092645,0.059728789241716,-0.091831527000047,0.04197662196829,-0.124912664761141,0.044456534473264,-0.038502628760004,-0.158186544317036,-0.029282948097745,-0.004536383677745,-0.091542308843659,0.060952934116996,-0.025107199277147,-0.056412793610999,0.072844879312483,0.04372592641505,0.117484526569409,-0.008514394030028,0.045341910564134,-0.060710694989762,-0.034281499102163,0.108737632624958,-0.163139062073481,-0.022876035856273,0.000871265209649,0.036483012173331,0.079016574285703,0.212692329683136,-0.042480336322368,0.019841221738693,-0.019088916549364,-0.031587837506482,-0.005077361947445,-0.125920542947301,0.106624187304636,-0.013989527399588,-0.106015291845228,-0.004830599709633,-0.045341910564134,0.50555752503379,1,0.103111460386614,0.129431796593333,-0.065160033978997,-0.034661029294328,-0.029734960261263,-0.06573985083561,0.064404728312088,-0.010440964069554,0.10250831037281,0.035489253713109,-0.244498631950349,0.083320137000958,-0.034158311446119,-0.05918178851854,0.017563016236605,-0.017025842839775,-0.068389229588218,0.011180992033937,-0.119179683138718,-0.096370221125653,0.209478082970234,0.009507685769489,-0.083811647676315
weight___ethiopia_2015,-0.134569095365204,0.247813771476224,-0.15871392559049,-0.132343050609737,-0.296000654910095,-0.045238757345367,0.065941322443013,-0.26285704063281,0.148971905521706,-0.201495228688444,0.04200595034468,0.177827446413508,0.128362201599183,0.101663988040724,0.008787824215999,-0.07846656557641,0.018488500084017,-0.155986110280552,-0.039736855000384,0.339089099794648,-0.082270183646287,0.022049446316149,-0.004394973004792,-0.028137376107125,1,-0.098796851440267,-0.052355196870786,0.074182815221655,-0.021855340854373,0.03712573856602,-0.122954108359157,0.182594070737735,0.032636416993744,-0.065171721567644,0.026826767498098,-0.014066495988396,0.308455963764807,0.017121919209352,-0.17737858848161,-0.108382327490872,0.086448447190461,-0.044245926952274,0.046759745016753,-0.027423431286666,-0.043279791630081,0.098796851440267,-0.024606325712495,-0.008514394030028,0.266167154928362,0.058160802265524,-0.138772803694453,0.124365780600751,0.475307101469276,-0.030833950889629,-0.141871364878427,-0.027268859928489,0.338111686310255,0.228120954127654,0.046274583952874,-0.137825205745096,-0.191322251719275,0.226679066746028,-0.09589768814255,0.212702764699724,-0.034474424389559,0.039934117586798,0.215340093417783,0.215024161719004,0.071106734811347,-0.065249714390583,-0.359715947170566
crop_diversification___policy___ethiopia_2015,-0.222982057353619,-0.040246912571859,-0.085564637206294,0.055270956075343,0.126805162610561,-0.022716399508454,-0.026413311948684,0.032838812934186,0.079424115731854,-0.156248210141696,0.01484828913767,-0.064377626519481,-0.032203190006267,0.030941262820738,0.015594565611072,0.032631279251696,-0.001277286663917,-0.106904386659329,-0.055706164085399,0.0114412090916,0.345258646354194,0.047179061814766,-0.005377827602714,-0.375804401326727,-0.052355196870786,-0.053316365738545,1,0.043524203946146,0.005966977141331,0.082011852043243,-0.12748608151748,-0.09176855327356,0.006371830307737,-0.044303142222556,0.06033027205374,0.047895952111819,0.317871674957324,0.046636370545631,-0.10004631299436,0.041172556439249,0.183978789123653,0.013913330323769,0.144899213875111,0.141740756303192,-0.011087735734731,0.053316365738545,0.084248253147993,-0.060710694989762,-0.202266789145869,0.010745418609168,-0.122715892004799,0.083006142421405,-0.002448282005441,-0.016740468539463,-0.250748333506749,-0.027518497120338,-0.080853660817481,0.070468264328421,0.054033395144603,0.025026558971326,-0.035565119043149,-0.054010753148142,-0.008456381658578,0.000566520690041,-0.092256429568691,-0.10042245352733,-0.115332572829708,0.013749616744917,0.033960144163485,0.076319805431828,0.041842388153522
illness_of_household_member___policy___ethiopia_2015,-0.039050887366563,-0.004188637049597,0.00748688037714,-0.004248967209651,-0.000594342491813,-0.008229034495005,0.042100248234294,-0.023666108539083,-0.004209716946926,0.037780880675109,0.004664318395656,-0.042996295636041,-0.020409448830674,0.014998998011393,0.074193976635718,0.058432620175824,0.025077242453794,-0.01443072159469,-0.008097671974473,-0.078265269160039,0.016204251471911,-0.010288476224062,-0.009512144821783,-0.085200626216849,-0.043279791630081,0.010005138296319,-0.011087735734731,0.082226392538314,-0.094675779037775,0.018813844466084,-0.036189401328224,-0.005637263979271,0.062807467077102,-0.001993048707765,0.001639845137612,-0.000385220942652,-0.020441259100655,-0.009371301621576,0.010313212315211,0.061133812820888,0.048265002952398,-0.016217401888756,-0.01800820662077,0.017385913240903,1,-0.010005138296319,-0.00520243886129,-0.004830599709633,-0.049811200168852,0.030023978044183,-0.018297960554222,0.00104087355841,0.038783115618336,0.034138900008304,-0.059464147888047,-0.032900950171173,-0.041288690064225,0.010628409558173,-0.088062173499241,0.272353152192838,0.03311270743487,-0.027780631950775,0.019350575897361,-0.06951768296138,0.095836687659277,-0.016865896223728,0.002603501795008,-0.068601136336815,-0.002246883880776,-0.000688729367686,0.030428320844958
lives_in_dire_dawa___ethiopia_2015,0.266335190693811,-0.189201235661693,-0.033659692185234,0.0023186531714,-0.033659692185234,0.003158772356366,-0.069739273858928,1,-0.074682344521812,0.225759654064821,-0.12832237767257,-0.003903270140663,-0.029684867645081,0.008115735514447,0.003527168494113,0.107595380735372,-0.033983663522685,0.18605870493578,0.015056368289451,-0.14393116019501,-0.107494171521774,0.009010646315746,-0.067862561517313,0.049094935922338,-0.26285704063281,-0.015113753537878,0.032838812934186,-0.212296773111109,-0.047169356075227,-0.009367009721544,0.044735745936131,-0.113035616945932,0.081814464048767,-0.016811043254805,-0.033012652928487,-0.018895899550576,-0.185968315354284,-0.02028457651069,-0.046885294283578,-0.034240185877398,0.044162976497425,0.007111427021691,-0.180618450069394,-0.09061705722913,-0.023666108539083,0.015113753537878,-0.036204811318717,-0.02102427092645,-0.095697897384376,0.020174475274794,0.236879529394595,-0.066693061250732,-0.092412604725697,-0.026711947747745,-0.062694694905563,-0.033522916415116,-0.137236523736975,-0.258357716788989,0.065858714670353,0.050761805370904,-0.030930701067363,-0.074929476710296,0.220194119230799,-0.106315124411952,-0.152452870758034,0.076178748151013,-0.103724670453031,-0.029680700989884,-0.054913564550469,0.124860185633116,0.151102320832595
household_head_is_divorced___ethiopia_2015,-0.001428398763715,-0.006129745073961,0.013823410560614,0.047651949292337,-0.011230763882287,-0.113861546682631,-0.014624386441729,-0.016811043254805,-0.035765153216696,0.013480127188016,0.02989055252215,-0.145660778912116,-0.048878733328144,-0.410488659891227,-0.015232804647351,0.026799629031551,-0.034989303237125,-0.000822711611849,-0.033187418637059,-0.114671033733379,-0.084107298098797,0.06527821573683,-0.027547919739085,0.145601518592062,-0.065171721567644,0.275853864789162,-0.044303142222556,-0.052807595904945,-0.001961845984301,-0.24585354972381,-0.01218778680445,-0.094780612104652,0.011600568577244,1,-0.070006212061258,-0.051504878058974,-0.045657884244137,-0.02242495383643,-0.020863999707909,0.01815417316028,-0.126256499335924,-0.037982140487531,-0.011442630475767,-0.096599134484401,-0.001993048707765,-0.275853864789162,0.046796478617063,0.079016574285703,0.105949308235165,-0.12896724207235,0.05428910858926,-0.029854600883301,-0.088669239861995,-0.024527073387689,0.099148811247752,-0.045992768353402,0.003494538320221,0.009045258894091,-0.072689129843082,0.045981640246185,0.016178656907042,-0.151644400671358,-0.009038579102433,-0.08543173540175,0.010882745963943,0.04883274781718,-0.107819012757068,-0.163860079164966,-0.09027597323967,-0.018036697811952,0.016339395809744
rooting_conditions_:_mainly_non-soil___ethiopia_2015,0.236965527269089,-0.053036406891915,0.029061478600569,-0.063058293935203,-0.03917226472492,0.017411903956311,-0.091145989417348,0.044735745936131,-0.006369241148742,0.138221347378169,-0.058277617864547,-0.016717563559622,-0.045554594293209,-0.024430185459305,0.031759255220374,0.039726340442375,-0.008824835149747,0.152291896614863,0.03952913402017,-0.106239566920291,-0.125098890389856,-0.053855463528223,0.05141352891978,0.116927039572738,-0.122954108359157,0.009438109457735,-0.12748608151748,-0.031393089957373,-0.01912359769852,-0.001751190613609,1,-0.041831099250033,-0.038310565995674,-0.01218778680445,-0.065192613857453,-0.005007455034089,-0.219705792800745,-0.017834777940819,0.276440818525354,-0.039847828020491,-0.07124955858784,0.027612948319037,-0.213810001412866,-0.047283918703876,-0.036189401328224,-0.009438109457735,-0.041153446588689,-0.022876035856273,-0.019409862425663,0.0001662259722,0.22641886168717,-0.002169268882594,-0.080732824553474,0.060184981863478,0.116197601733685,-0.049700811079599,-0.084182700451762,-0.165182844537262,0.000446704033276,-0.030225048955446,-0.035996336617411,-0.024503344974182,-0.091719879881067,-0.067430105383632,0.012378664563944,-0.086892624284455,0.009472934426282,-0.008286421548816,-0.049479444576667,-0.040423241874885,0.098392225494417
lives_in_amhara___ethiopia_2015,0.030386536219038,0.20947756175794,-0.096116191421238,-0.148132840892907,-0.096116191421238,0.008116880646287,0.03362913649782,-0.095697897384376,0.026024727722823,-0.021234695533798,-0.021116492179719,0.090878437493499,0.077278521485076,-0.019464111327288,0.043910211045927,-0.089363307940541,-0.057426702011925,-0.062132606027417,0.021493066573963,0.066112944803967,-0.306952609958409,0.066965428984465,-0.062520298130349,0.485195694954144,0.266167154928362,0.019875244886726,-0.202266789145869,-0.111689185429578,0.128119607560788,-0.156666026884449,-0.019409862425663,-0.003687598377739,0.050449228187302,0.105949308235165,-0.145694402956047,-0.094726528873011,0.099508857592104,-0.02695933192356,-0.133882267710646,-0.097773807377075,-0.263213545751295,-0.036887475803773,-0.169871584285336,-0.316399831301369,-0.049811200168852,-0.019875244886726,-0.005775237088193,0.103111460386614,1,-0.071598416944253,0.042206318967499,-0.079982426523963,-0.263886774622581,0.02997511294307,-0.179026452870615,-0.050486722045912,0.271291012702544,0.152225419877799,-0.028375774713995,-0.043589203189584,-0.088323481041456,0.100937289135952,0.00899619404382,0.096313929220732,0.011250602868569,0.209809261957162,0.180705755014328,0.056371517529527,-0.084133254538411,0.06119252061846,-0.232058955780824
heavy_rains_preventing_work___ethiopia_2015,-0.110130002290949,0.054536785659679,-0.030102019418028,-0.049813956464857,-0.020454994530676,-0.01360117193123,0.077424601206983,-0.02028457651069,0.004097709590191,-0.047050973124272,-0.040186015968488,0.018095640220429,0.039018599386608,0.045237864006,0.03465934771162,-0.043868526014133,-0.005109758783869,-0.077352909446788,-0.020582979930315,0.049602786268091,0.117404580298259,0.006222642533922,-0.01800840290379,-0.088749982127167,0.017121919209352,-0.031986867169445,0.046636370545631,0.048619516704279,-0.050458009092125,0.039729802524494,-0.017834777940819,-0.033142445665639,0.002962447616197,-0.02242495383643,-0.022345762238424,-0.022765508828788,0.130226721254072,1,-0.027476982222023,-0.030621157629317,0.042620104891091,-0.023556687066112,-0.009229068383963,0.06242801764718,-0.009371301621576,0.031986867169445,-0.008634625037968,-0.019088916549364,-0.02695933192356,-0.013723197280151,-0.04055088237332,0.085220302936043,-0.014300573103753,-0.005396261325479,-0.028080428847965,-0.051441708329327,0.077363992108103,0.06247983573271,-0.022634341133357,0.00819542572857,-0.006771942983736,-0.003066946871368,0.000958367098141,0.086589271737056,0.010920653281994,-0.056959719772925,0.009515819361037,0.015831065116577,-0.021671799182383,-0.024747146508307,-0.085260139167724
rooting_conditions_:_severe_constraint___ethiopia_2015,0.211244134944431,-0.101197752870587,0.103771122998618,-0.058061256837188,-0.028107260778404,-0.021097690600266,-0.184182336194187,0.220194119230799,-0.113369710059525,0.189669547438388,-0.065500164316913,-0.01433126207414,-0.031601566760166,0.022851850883327,-0.017990918587339,0.106304014640057,-0.028067064814756,0.161541369889512,0.020199997456297,-0.092789311287852,-0.070846818695621,-0.035631983975207,-0.073119159296342,0.082413889508609,-0.09589768814255,-0.020450410752699,-0.008456381658578,-0.002939479716594,-0.03753025514692,0.008507263922832,-0.091719879881067,0.009971493501429,0.06719719149123,-0.009038579102433,-0.016147011530925,0.013932969494067,-0.23055546227695,0.000958367098141,0.059733642553476,-0.051214662088063,-0.035311290652325,-0.039973321694858,-0.43205439771559,-0.016514064685748,0.019350575897361,0.020450410752699,0.048737384054872,0.017563016236605,0.00899619404382,-0.026453047687818,0.158271225996663,-0.008741620167584,-0.061221390823357,0.084021258511661,0.020413338393481,-0.054834098696526,-0.077478413975897,-0.246396224923262,0.081243315357894,0.030528637912301,-0.072739233124888,-0.033370818809551,1,-0.084364194609338,0.105595810689985,-0.175587391623712,-0.001704075151293,-0.055764794130716,-0.016224811239334,0.053897117946891,0.102751625376001
household_head_age___ethiopia_2015,0.069994634730495,0.226918235529341,-0.024479934749196,-0.082624248976881,-0.000244194394611,0.29271317371086,0.01844316563768,0.003527168494113,-0.025412789647944,0.108323711249114,-0.033067349552247,0.053745180559475,-0.017384647479944,-0.187426578811016,1,0.025475418664155,0.025870279839338,0.083425542060273,-0.009010371954142,0.015149109964815,-0.046303853668263,0.133489207788662,-0.021735894480939,0.04606680407989,0.008787824215999,0.118191972816854,0.015594565611072,-0.041215746648056,-0.074222805047881,-0.045043649149929,0.031759255220374,-0.025445302168189,-0.055132630927029,-0.015232804647351,-0.42646657180567,0.049440257675151,-0.047995539673091,0.03465934771162,0.029130915411894,-0.046415937888442,0.022973636321711,-0.181128315458307,-0.043970770523995,-0.008348734940163,0.074193976635718,-0.118191972816854,-0.182331080050733,-0.158186544317036,0.043910211045927,-0.11867886811969,0.058292288514884,0.039277592105582,-0.000717814329002,-0.016193882331046,0.036688773323829,-0.060639845322853,0.061189199014196,-0.046962860432232,0.071726224089017,0.004859744109348,-0.021772319260039,0.03544649969457,-0.017990918587339,-0.002583857171322,-0.026753429247205,0.046741078604005,0.110893298933045,0.049343466006575,-0.350707456886932,0.019034231910252,-0.049106540671174
distance_to_road___ethiopia_2015,-0.083846261394503,-0.062198409413247,0.041416379255497,-0.144821886421863,-0.13365458884533,-0.014869494609743,-0.072001536584161,-0.026711947747745,-0.123995400976382,0.095199724364414,-0.081544459145697,0.062976581841492,-0.008445761478019,0.012943820630454,-0.016193882331046,-0.016554501412838,-0.041312376896266,0.044718287333205,0.008322631677388,-0.089168576950742,0.001244834304427,-0.108787957124286,-0.04458088206237,0.008192710477152,-0.030833950889629,-0.01439476494819,-0.016740468539463,0.305942507563614,-0.067070038860745,0.025735022120064,0.060184981863478,0.038416933879151,-0.004592292945359,-0.024527073387689,-0.062626081632579,0.045658238823902,-0.022521335094253,-0.005396261325479,0.067983974782391,0.067525090638462,0.020944958423002,-0.028575831866649,-0.115108844775139,0.13541093154695,0.034138900008304,0.01439476494819,-0.019250113556484,-0.06573985083561,0.02997511294307,-0.03343676833909,0.070412001133153,0.027016641219951,-0.09866423935663,1,0.043228826184982,-0.068745595560927,-0.090646207609112,-0.052290512731341,0.115895433974018,0.00659875242107,0.037651185624415,0.049194567285977,0.084021258511661,-0.012267423111248,0.396047672899142,0.114229764269474,0.064797398832151,0.079369187779782,-0.085457006976133,-0.006007989559481,0.113712797449611
variations_in_greenness___ethiopia_2015,-0.751618063604944,0.210450184540634,-0.305945750712814,-0.177841187079466,-0.071914951293929,-0.023085123693263,-0.010679530761352,-0.258357716788989,0.218881226981558,-0.407973372648057,0.110564026623727,0.04747531314944,0.131949911017717,0.035334206704335,-0.046962860432232,-0.211953541326992,0.037266008057605,-0.476313156809317,-0.037128456260837,0.23199546706754,0.028014519959582,0.133912458133768,0.021404220243239,0.034357375567828,0.228120954127654,-0.008028242190468,0.070468264328421,-0.094129181994927,0.105401476643619,-0.058224914024454,-0.165182844537262,0.168294785936323,-0.037131739662303,0.009045258894091,0.113648393711827,-0.045877100916418,0.707621981420752,0.06247983573271,-0.374238456967404,0.29408609792712,0.177523975912414,0.022982633701004,0.417269707296121,0.082952380304119,0.010628409558173,0.008028242190468,-0.048378881753691,0.035489253713109,0.152225419877799,0.027079388868632,-0.360608293706947,0.108163402460401,0.179477649858836,-0.052290512731341,-0.136089019551569,-0.081168241245498,0.147507532183549,1,-0.033760533839458,0.025921730038879,0.271200577535958,0.08990300732041,-0.246396224923262,0.141864874776499,-0.022778726226391,-0.230112805728047,0.121050534070838,0.15869911095316,0.102923741602667,-0.15191553703385,-0.162190509529452
household_head_is_widowed___ethiopia_2015,0.0328222031427,0.003170107080312,0.006069027927415,0.00561024347638,-0.015275784579207,1,0.002979337413815,0.003158772356366,-0.041396431978416,0.081760149514624,-0.024896688263716,-0.161799257016371,-0.072659113730981,-0.666965699958857,0.29271317371086,-0.011409190729046,-0.014932871202126,0.013625751442481,-0.053923218992112,-0.085053254848975,-0.0316938076211,0.032892887534881,-0.038155432430939,0.018697197076916,-0.045238757345367,0.605004295087485,-0.022716399508454,-0.004557814000431,-0.067953634417873,-0.324989663840817,0.017411903956311,-0.046568576957418,-0.096197867826884,-0.113861546682631,-0.250446247960131,-0.083685593299951,-0.023913505963079,-0.01360117193123,-0.004777191367727,-0.038664502818931,-0.0695206884379,-0.061713726568998,-0.004542046055082,-0.113500216716615,-0.008229034495005,-0.605004295087485,-0.04767388645713,-0.045273810459826,0.008116880646287,-0.234938489018091,-0.048284889274799,-0.026460530636416,0.028206991083791,-0.014869494609743,0.019467865880313,-0.09886860457956,0.033424338764698,-0.023085123693263,-0.014449029589576,-0.033895913065357,0.014937228166085,-0.137578135599878,-0.021097690600266,-0.078817939108581,0.02299682071176,0.016556254839272,-0.108647482979206,-0.178925827630201,-0.275730191064596,-0.010672436265622,-0.020698020391496
distance_to_population_center___ethiopia_2015,-0.107368566625661,-0.127518561480945,0.25109945969726,-0.231591385741145,-0.273067003247463,0.02299682071176,-0.109777446804083,-0.152452870758034,-0.100389987638662,0.076786321146231,-0.012203452750674,-0.011825232888298,-0.074625125717334,-0.047298975007445,-0.026753429247205,0.013853464577112,-0.031394554197549,-0.028572729416068,-0.019252087645181,-0.197928784510096,-0.081504860395489,-0.056031814901455,-0.041413166699165,0.03119220011468,-0.034474424389559,0.039657941242563,-0.092256429568691,0.492480265260231,-0.042054070228261,-0.00356347954895,0.012378664563944,-0.0436849460443,-0.003981905797076,0.010882745963943,-0.051931003122211,0.076554932245624,-0.06465564790418,0.010920653281994,0.107270952372247,0.189764166074754,0.026663761314218,-0.010466406146541,-0.034863073569713,0.112898814494729,0.095836687659277,-0.039657941242563,-0.013650230843005,-0.068389229588218,0.011250602868569,-0.013649200689763,-0.003666019947401,-0.056137668139699,0.036316213426232,0.396047672899142,-0.035169283450569,-0.101733519414228,-0.236538516170944,-0.022778726226391,-0.091652763119669,0.037927648452616,-0.012326449636368,0.037701988556696,0.105595810689985,-0.143675785882656,1,0.043734997483933,0.017270125207173,0.024911320372544,-0.065248479312175,-0.031566563696161,0.248256277783016
household_head_is_female___ethiopia_2015,0.026593331598874,-0.021213843537683,0.008521977721463,0.039124167011527,-0.026481923092224,0.605004295087485,0.002859648806651,-0.015113753537878,-0.05736202894542,0.067248368942891,0.029476191373783,-0.285993950430278,-0.098020118131832,-0.646654366949741,0.118191972816854,0.014638112145846,-0.012870570470156,0.008301069565247,0.157805061995825,-0.147536380550393,-0.039187472941244,0.07611143410076,-0.054540832754503,0.052943285997659,-0.098796851440267,1,-0.053316365738545,-0.000903291395299,-0.062707298036257,-0.396966837957912,0.009438109457735,-0.073670149746178,-0.088565300239769,0.275853864789162,-0.20579803704923,-0.093625728448022,-0.049984715422835,-0.031986867169445,0.001509443832761,-0.012492955873161,-0.153788596728453,0.033892939423358,0.001131300531929,-0.18174330034497,0.010005138296319,-1,0.025563827370937,0.045341910564134,0.019875244886726,-0.226390755613117,-0.03015582288007,-0.047423211263906,-0.004679750525762,-0.01439476494819,0.054173502975253,-0.125541379054496,0.030110178306575,-0.008028242190468,-0.096529738032831,-0.015887720285151,0.012162295090903,-0.242619332656701,-0.020450410752699,-0.135080575451031,0.039657941242563,0.013054189888955,-0.208359530353926,-0.304345022966481,-0.259698286737882,-0.045707203494879,-0.017435021662523
elevation___ethiopia_2015,-0.007334418503112,0.351895606294548,-0.282560673574851,-0.141245398249925,-0.023045780853097,0.033424338764698,0.123408280353686,-0.137236523736975,0.076746980926076,-0.232566441021002,0.045541143887571,0.156238328890936,0.145084362083886,0.019128408169892,0.061189199014196,-0.114116924355848,0.017401375571027,-0.162340457260841,0.00689047056424,0.349215938982758,0.086555625742295,0.111285301727816,-0.102433951639648,0.101412296460863,0.338111686310255,0.030110178306575,-0.080853660817481,0.027299557106176,0.080309145709094,-0.084456045830718,-0.084182700451762,0.123712145320364,-0.021917887406949,0.003494538320221,0.023762383714346,-0.110626210962481,0.343931786572946,0.077363992108103,-0.286550750935544,-0.204359945546199,-0.023847993391494,-0.01295032935444,-0.045520940705683,-0.198861437598105,-0.041288690064225,-0.030110178306575,-0.015002077621649,0.10250831037281,0.271291012702544,-0.011460276263653,-0.197607765778612,0.04898756595364,0.14669006678286,-0.090646207609112,0.051551480969545,-0.152306491445563,1,0.147507532183549,-0.066129094513004,-0.151390053740333,-0.240601179588384,0.135747521784787,-0.077478413975897,0.230112244186489,-0.236538516170944,0.071263563871506,0.154783995162026,0.039832029004073,0.035482690777664,-0.093033067199637,-0.956441800098988
lives_in_snnp___ethiopia_2015,-0.3464383279364,0.042117643336808,-0.107964026891369,0.06448575334679,-0.107964026891369,-0.0316938076211,0.128179916098593,-0.107494171521774,0.074272533966107,-0.202680186519951,-0.049134287248361,-0.044545061323285,0.054566466113016,0.058542794209077,-0.046303853668263,-0.085161121568529,0.00244549072888,-0.158715831218474,-0.027618253315603,0.005641982629209,1,-0.041439937196603,-0.019601962388104,-0.636804853784757,-0.082270183646287,-0.039187472941244,0.345258646354194,0.336881760718808,-0.038502964810546,0.084345512405516,-0.125098890389856,-0.05418229352073,-0.070864690452205,-0.084107298098797,0.102111558843898,0.037371489107827,0.354862587574109,0.117404580298259,-0.150385367310713,-0.109825970139279,0.194659154475605,0.014576601673136,0.135731807529079,0.220153595765345,0.016204251471911,0.039187472941244,-0.049981415600324,-0.056412793610999,-0.306952609958409,-0.07492621473854,-0.214859208389054,0.04434251366744,-0.296414978687283,0.001244834304427,-0.201094284804535,-0.162830889399484,0.086555625742295,0.028014519959582,0.015637127390278,-0.076263912434971,-0.099210742137168,-0.053619491292532,-0.070846818695621,-0.019198677053113,-0.081504860395489,-0.178295663256081,-0.105915541533704,-0.09901859692627,0.043439543892026,-0.156952333341055,-0.132596193065662
distance_to_market___ethiopia_2015,-0.226303140795198,0.016998354588657,-0.043358577900335,-0.171456216354952,-0.290524167768864,-0.004557814000431,0.082607125531539,-0.212296773111109,-0.084647580955293,-0.095849913813709,-0.056419908534961,-0.021777894676432,-0.007747871334824,0.003606345113411,-0.041215746648056,-0.050920330748375,-0.007432248187814,-0.144017898610351,-0.005877159174058,-0.072225263080488,0.336881760718808,-0.056671910602677,-0.037327184893345,-0.33265160704696,0.074182815221655,-0.000903291395299,0.043524203946146,1,-0.046085294170689,0.054085278568646,-0.031393089957373,-0.006457112217827,-0.028110049170505,-0.052807595904945,0.056191114422822,0.093436244454988,0.103522283851475,0.048619516704279,0.020822657310128,0.073329514808642,0.049369319624444,-0.026426801944999,-0.019260578119281,0.159000884733781,0.082226392538314,0.000903291395299,-0.054449248714133,-0.034281499102163,-0.111689185429578,-0.07748999045073,-0.158678153284568,-0.055832967559975,0.005028052701921,0.305942507563614,-0.023922784656459,-0.184393695175423,0.027299557106176,-0.094129181994927,-0.062499205238281,-0.039006923342284,-0.10471091511317,0.040786864988828,-0.002939479716594,-0.058403504728933,0.492480265260231,-0.032255341541467,0.023463891214906,-0.02976180981847,0.00415436989433,-0.13299702234652,0.000437624434844
