,Unnamed: 0,children_education___output,crop_sales___output,expenditure___output,has_medical_assistance___output,no_food_deficiency___output,crop_diversification___policy,has_bank_account___policy,has_borrowed___policy,number_of_animals_owned___policy,number_of_hired_workers___policy,number_of_ploughs_owned___policy,owns_land_certificate___policy,quantity_of_fertilizers_used___policy,quantity_of_pesticides_used___policy,uses_credit___policy,uses_irrigation___policy,attended_school,distance_to_road,distance_to_market,household_head_age,household_head_is_divorced,household_head_is_male,household_head_is_monogamous,household_head_is_polygamous,household_head_is_separated,household_head_is_widowed,household_head_never_married,household_size,land_surface,literacy,lives_in_arusha,lives_in_daressalaam,lives_in_dodoma,lives_in_geita,lives_in_iringa,lives_in_kagera,lives_in_kaskazinipemba,lives_in_kaskaziniunguja,lives_in_katavi,lives_in_kigoma,lives_in_kilimanjaro,lives_in_kusinipemba,lives_in_kusiniunguja,lives_in_manyara,lives_in_mara,lives_in_mbeya,lives_in_mjinimagharibi,lives_in_morogoro,lives_in_mtwara,lives_in_mwanza,lives_in_njombe,lives_in_pwani,lives_in_rukwa,lives_in_ruvuma,lives_in_shinyanga,lives_in_simiyu,lives_in_singida,lives_in_tabora,lives_in_tanga,rural_household,weight,clusterid,latitude,longitude
lives_in_kilimanjaro,-0.2992539560222363,0.06930781002465744,0.01471770142026873,-0.0035359448590274786,-0.006967238013287194,0.006574245936516692,0.09677192895376965,0.02770505010149253,0.0576463085760865,-0.037975358645233895,-0.015634744423395845,-0.04701492209163774,-0.019267839037470078,0.2007092779856572,0.1478242661319728,0.08648437244129827,0.08805288386613663,0.11751680277329596,-0.11464408326744031,0.0003292076751051133,0.06591898791962476,-0.017908777306582385,-0.05329429765424009,-0.012367994847900375,-0.05207803027593369,0.015363073099393781,0.05990957275229946,0.054618077735585434,-0.08532955042465842,-0.00460644303075656,0.12339427584711357,-0.03279790493674682,-0.08870718478469074,-0.029594197344070778,-0.03279790493674682,-0.03279790493674682,-0.046740349749876786,-0.029594197344070778,-0.026036048618680228,-0.026036048618680228,-0.03713815291384489,1.0,-0.026036048618680228,-0.016962253279691412,-0.027867629626022787,-0.03279790493674682,-0.03713815291384489,-0.05936367942179962,-0.03696626749897551,-0.0423207369515159,-0.0423207369515159,-0.02381970728221401,-0.02938347369452616,-0.021951133000612993,-0.02938347369452616,-0.03713815291384489,-0.03832265469579835,-0.026036048618680228,-0.0423207369515159,-0.0342984560790306,0.02575558030954186,0.06628866269958214,-0.29925505378625883,0.14177402611402434,0.02769346865784149
lives_in_kusinipemba,0.22225641042398822,0.03187503086789204,-0.07138445023674565,-0.02035853655997283,0.0002105168308114314,0.06081358239468287,-0.055137348239660953,-0.0006299836524650791,-0.09121654032494315,-0.03815159170283565,0.056175773679373445,-0.038186201975451854,0.01844277783908294,-0.06652381793034748,-0.05576669567864771,-0.05336099666922575,-0.002216857340885589,-0.0058914401504027965,0.09490839842724672,0.044511534352884075,0.03255085710194138,0.04320540690947602,-0.015515135973947186,0.03941306067869668,0.009621352760290495,-0.0349063933326099,0.0016475794022230642,-0.03448521739697393,0.02127525839651941,-0.10709128649637267,-0.00022620966154840075,-0.021454937169040313,-0.05802831246899653,-0.019359213517136233,-0.021454937169040313,-0.021454937169040313,-0.030575467215865494,-0.019359213517136233,-0.0170316301703163,-0.0170316301703163,-0.024294135216180263,-0.026036048618680228,1.0,-0.011095955033194396,-0.01822976936574138,-0.021454937169040313,-0.024294135216180263,-0.03883309054569426,-0.024181695388593438,-0.027684352216807123,-0.027684352216807123,-0.015581797804171696,-0.019221367436121916,-0.014359459246731782,-0.019221367436121916,-0.024294135216180263,-0.025068983834024585,-0.0170316301703163,-0.027684352216807123,-0.02243653128423514,-0.05295136069514208,-0.18687515100747198,0.22225722573515194,-0.004345484241669056,0.213450185950784
lives_in_kusiniunguja,0.11097662111566972,0.032034041341470254,-0.0458365771301068,-0.03171494576938928,-0.00517453231975295,0.05747036073223852,-0.047771325263646636,-0.027458229966555434,0.00419832730992996,-0.07356900280524376,0.03659376399584191,-0.02487796974047516,0.01183452670827877,-0.019356239793468004,-0.03752812568014053,-0.038785087702182926,0.015814400854608557,0.02923782826431741,0.025439455270882393,0.0398891940514962,0.024210597978983832,0.017970408823705143,0.014541434992544951,0.02972764646881865,-0.005408687026659278,-0.022741136980320757,0.01194379340150953,-0.02246674542248071,-0.02876135171155474,-0.04366370370305371,0.044581298881116616,-0.013977700060831067,-0.037804927618163606,-0.012612354807852397,-0.013977700060831067,-0.013977700060831067,-0.01991964397732413,-0.012612354807852397,-0.011095955033194396,-0.011095955033194396,-0.015827412246121737,-0.016962253279691412,-0.011095955033194396,1.0,-0.011876532024533419,-0.013977700060831067,-0.015827412246121737,-0.025299411869920126,-0.01575415870207649,-0.01803610836126455,-0.01803610836126455,-0.010151402187721727,-0.012522549316473031,-0.009355059528031328,-0.012522549316473031,-0.015827412246121737,-0.016332219204419712,-0.011095955033194396,-0.01803610836126455,-0.014617199865261575,-0.10976425998969035,-0.10627950492085733,0.1109770282151902,-0.04030987521226136,0.1263023183999624
lives_in_manyara,0.12299752274192266,-0.006393512167439935,0.04136888006678753,-0.02666604381985548,-0.015174437848980317,0.006867370360236296,-0.013189270884810048,-0.004461585731021472,0.06813751016864944,0.018990227143842034,-0.02452116528094686,0.07168656933135607,0.015109947130387486,0.053782812530335004,0.029055881226905236,-0.017478971228369118,0.01850029335276248,-0.00850347702518467,-0.051704081986515035,0.05408255088634467,-0.028230886497200958,-0.01802569780289895,-0.013155143187479058,0.028460574619802125,-0.01847821238282395,-0.011115408022060624,0.0017634844408513522,0.042662709549679684,-0.013800492710528717,0.026669923067492107,-0.0065949237488828975,-0.022964246665579963,-0.062110481640016486,-0.02072109328293279,-0.022964246665579963,-0.022964246665579963,-0.032726386729935865,-0.02072109328293279,-0.01822976936574138,-0.01822976936574138,-0.02600317629624041,-0.027867629626022787,-0.01822976936574138,-0.011876532024533419,1.0,-0.022964246665579963,-0.02600317629624041,-0.04156491641303714,-0.02588282656436307,-0.02963188789948769,-0.02963188789948769,-0.016677944356068074,-0.02057355002138159,-0.015369616863857807,-0.02057355002138159,-0.02600317629624041,-0.02683253387713034,-0.01822976936574138,-0.02963188789948769,-0.02401489385271521,0.03606678538669729,0.13607544643669228,0.12299797393814782,0.05122499437055162,-0.029031114394327453
lives_in_mara,0.13181489023224435,-0.013593409044353707,-0.03574407677427335,-0.021411791550895138,0.10778179456742308,-0.05684377572010331,0.009313713106936336,-0.05006731313030599,0.11292839371215536,0.0005235517057659677,-0.002325688123782528,0.06814882385346947,-0.01416872693951629,-0.015307996264526075,-0.030600304221407564,0.00416634118397534,-0.014403047670898509,-0.02807828192338735,-0.046865831087653465,0.004670772453935711,-0.015149167366287922,0.0034398975681902313,-0.036679151297739666,-0.0721020130420809,0.005962427477718743,0.02342460447146379,0.030737696397658273,-0.0056022930880257425,0.011296523193288508,0.05196715755703911,-0.05157685896161944,-0.02702702702702703,-0.07309892157108985,-0.024387020238150238,-0.02702702702702703,-0.02702702702702703,-0.03851626188864477,-0.024387020238150238,-0.021454937169040313,-0.021454937169040313,-0.030603596920965627,-0.03279790493674682,-0.021454937169040313,-0.013977700060831067,-0.022964246665579963,1.0,-0.030603596920965627,-0.048918483398588904,-0.030461955198356032,-0.03487429162314578,-0.03487429162314578,-0.01962856693846268,-0.02421337397072981,-0.018088773231875774,-0.02421337397072981,-0.030603596920965627,-0.031579682489118785,-0.021454937169040313,-0.03487429162314578,-0.028263552236675444,0.06560089199660137,0.11885668718335236,0.13181537377353503,0.24361206450256206,-0.10391637603693656
lives_in_mbeya,-0.020826748108941015,0.052447633001907544,0.09468375711377017,-0.025671859658471748,-0.013878033169365547,0.010876237023062906,0.009416114096956746,-0.03723834117554953,-0.017124545715449566,-0.008452167428297923,0.09102697505103342,0.01353442412766127,-0.0033529024703934235,0.10486430114603681,0.03170238886689336,-0.027695343978576727,0.011077395023332612,0.013454509410666225,0.018876909541487383,0.015276349593956393,0.02820646320967797,-0.02193322801910979,-0.022130988489018816,-0.016944689669935273,0.00824560297354615,-0.023141260331067455,0.07375168922455361,-0.02899123805307543,-0.014740712474767407,0.10296738981333761,0.009725154854915347,-0.030603596920965627,-0.08277232745139979,-0.027614229886455895,-0.030603596920965627,-0.030603596920965627,-0.04361323768847008,-0.027614229886455895,-0.024294135216180263,-0.024294135216180263,-0.034653465346534656,-0.03713815291384489,-0.024294135216180263,-0.015827412246121737,-0.02600317629624041,-0.030603596920965627,1.0,-0.055392017272868445,-0.03449307973765506,-0.039489314258341575,-0.039489314258341575,-0.02222607577667345,-0.02741760447258219,-0.020482516416973913,-0.02741760447258219,-0.034653465346534656,-0.035758719330195504,-0.024294135216180263,-0.039489314258341575,-0.032003755327617255,0.06179768057058306,0.2572496501005403,-0.020826824508448256,-0.29782884330245507,-0.15592556221366163
lives_in_mjinimagharibi,0.4340111378921734,0.10357750736346234,-0.027300452267409476,0.15863024595040537,-0.040753200235951775,0.18827430136295373,-0.03756533538800347,0.11550789513934652,-0.03457029658368826,-0.035075029062890194,0.028649369861940208,-0.0870667237416506,0.0692098701863242,-0.038652529937216164,-0.045072497117820666,-0.10966348036413662,0.03397649512176761,0.06315325250653818,0.022301424814909723,0.024825887961044228,0.04332565363892031,0.037516623292978245,0.04766217685333053,0.10017922529628843,0.08013712129259704,-0.07503829845707534,-0.03954335552178401,-0.06959423137649606,0.1189156135735437,-0.2670398214218624,0.10141709462725296,-0.048918483398588904,-0.13230787010921413,-0.044140113652457146,-0.048918483398588904,-0.048918483398588904,-0.06971381335768874,-0.044140113652457146,-0.03883309054569426,-0.03883309054569426,-0.055392017272868445,-0.05936367942179962,-0.03883309054569426,-0.025299411869920126,-0.04156491641303714,-0.048918483398588904,-0.055392017272868445,1.0,-0.05513564803739553,-0.06312190586476299,-0.06312190586476299,-0.03552738985893927,-0.043825816706605916,-0.03274038806264111,-0.043825816706605916,-0.055392017272868445,-0.05715871642233663,-0.03883309054569426,-0.06312190586476299,-0.051156574102373446,0.17625599697765815,-0.44838216148647597,0.43401272999080054,-0.12523911013447608,0.29194656323660045
lives_in_morogoro,-0.23657559373324086,-0.011165038117082506,-0.03897865108656214,-0.004265217200644025,0.01870808460711487,-0.045766470542743846,-0.03955098037047991,0.03241665895199834,0.0237537118171227,-0.04179698468687456,-0.03803411620745054,-0.04100702180486802,0.035355339059327376,-0.10283071199534234,-0.04650129862753965,0.0746259603105456,-0.0049744438771358685,0.02053784218789805,0.044812994918238355,0.029214518841232676,-0.05265693302452043,0.020280588117388493,-0.004804138704680663,-0.008694998965351064,-0.029669732130711127,0.03073594599157076,-0.02263165517437029,0.01189771600605758,-0.05723369837544166,-0.03841864393728336,0.007484064143042202,-0.030461955198356032,-0.08238923473602719,-0.027486423762889574,-0.030461955198356032,-0.030461955198356032,-0.04341138383022166,-0.027486423762889574,-0.024181695388593438,-0.024181695388593438,-0.03449307973765506,-0.03696626749897551,-0.024181695388593438,-0.01575415870207649,-0.02588282656436307,-0.030461955198356032,-0.03449307973765506,-0.05513564803739553,1.0,-0.03930654703295079,-0.03930654703295079,-0.022123207487433155,-0.027290708384604227,-0.020387717791957003,-0.027290708384604227,-0.03449307973765506,-0.035593218306988264,-0.024181695388593438,-0.03930654703295079,-0.031855633293260105,-0.021981645762699304,0.16378118197369188,-0.23657646157197842,-0.20533710692800397,0.015545216941948265
lives_in_mtwara,-0.08680159913233101,0.006459678516927441,-0.006869683498045598,-0.11352040716676445,0.03462626168344928,-0.11486672948323923,0.08034374432698949,-0.05419363688401915,-0.08560304187470427,-0.010605307673558977,-0.06573724650692468,-0.05670194638390075,-0.0047276348024257436,-0.10765090518216497,0.13737959152462015,0.03977891310575251,0.013728977219657866,0.0209639729541848,0.06743005566766158,-0.14261935945598586,0.026917024854099296,0.059649148298849014,-0.009378393668611148,-0.014256358781323288,-0.008639112633606033,0.0023111447636976526,-0.024443824890285723,-0.002346341002827984,-0.07611337818566466,0.09864975299001864,-0.035718272113218034,-0.03487429162314578,-0.09432310500368304,-0.03146776205737795,-0.03487429162314578,-0.03487429162314578,-0.04969941192550798,-0.03146776205737795,-0.027684352216807123,-0.027684352216807123,-0.039489314258341575,-0.0423207369515159,-0.027684352216807123,-0.01803610836126455,-0.02963188789948769,-0.03487429162314578,-0.039489314258341575,-0.06312190586476299,-0.03930654703295079,1.0,-0.045,-0.025327697599586255,-0.031243697806314193,-0.023340826653355393,-0.031243697806314193,-0.039489314258341575,-0.040748805090199514,-0.027684352216807123,-0.045,-0.03646984043128985,0.09128709291752769,-0.05798998404669134,-0.08680191754975108,0.3229126214790329,0.20925226208508974
lives_in_mwanza,0.1445960815925919,0.01985267929868722,-0.04662470243915805,0.0026843180895748495,0.10072160461097816,-0.07973970093761204,0.12531961745601827,-0.04703618871306166,0.009594596366393452,0.06312231437358107,0.04094531362764125,0.02960002263285351,0.021102871326752943,0.04505471638515547,-0.04024686143303338,0.02417348309335969,-0.01564802131674584,-0.0323015451615417,-0.07397479622939829,0.03191714306996017,0.04139519093899959,0.0003989020171568146,0.01345120689241732,-0.020151527186072413,-0.018350486471988597,0.0023111447636976526,-0.0018422138944538045,-0.02024924427098123,0.06255938339984404,0.0440724240593584,-0.06084276041377287,-0.03487429162314578,-0.09432310500368304,-0.03146776205737795,-0.03487429162314578,-0.03487429162314578,-0.04969941192550798,-0.03146776205737795,-0.027684352216807123,-0.027684352216807123,-0.039489314258341575,-0.0423207369515159,-0.027684352216807123,-0.01803610836126455,-0.02963188789948769,-0.03487429162314578,-0.039489314258341575,-0.06312190586476299,-0.03930654703295079,-0.045,1.0,-0.025327697599586255,-0.031243697806314193,-0.023340826653355393,-0.031243697806314193,-0.039489314258341575,-0.040748805090199514,-0.027684352216807123,-0.045,-0.03646984043128985,0.018257418583505537,0.10593244033118754,0.14459661201958535,0.23265579688188767,-0.2117916127568341
lives_in_njombe,0.11199594116358272,0.049233263571929704,-0.05050185196856329,-0.04823547832704054,0.0013916210352905873,0.027776681783838495,0.01350004862963597,-0.02570221181567626,-0.02160953253468689,-0.005779136100685377,-0.021777276098132493,0.02370145176198569,0.010531057291256496,0.06460393197311859,0.04913878712514708,-0.014099100492496557,0.01584738363317212,0.03643193170927988,-0.0040377577663887705,0.008097528829613688,0.008915367468413333,-0.012014898381725828,-0.05948797355736148,-0.036191582411483174,-0.015270799625112423,-0.0013863555945361726,0.05704633184586391,0.030194753677314258,-0.04423983098797048,0.03665819411356995,0.04954456975094761,-0.01962856693846268,-0.053088601781940116,-0.01771124358944451,-0.01962856693846268,-0.01962856693846268,-0.027972703913923046,-0.01771124358944451,-0.015581797804171696,-0.015581797804171696,-0.02222607577667345,-0.02381970728221401,-0.015581797804171696,-0.010151402187721727,-0.016677944356068074,-0.01962856693846268,-0.02222607577667345,-0.03552738985893927,-0.022123207487433155,-0.025327697599586255,-0.025327697599586255,1.0,-0.017585131776248496,-0.013137097760012184,-0.017585131776248496,-0.02222607577667345,-0.022934964730423432,-0.015581797804171696,-0.025327697599586255,-0.02052660199886386,0.01377416441627516,0.05550142083062833,0.11199635200231149,-0.1350305076214246,-0.05338035979939755
lives_in_pwani,-0.17416322629138226,-0.017509058408851662,-0.01798456221477303,0.007945667357266574,0.011369374164795066,-0.05557246727071348,-0.010041093709287852,-0.016909123795167392,-0.07955794781376194,0.012196032449008942,0.010302513380847525,-0.04309575841068732,-0.017350306379343036,-0.07959130134552997,-0.027124832603989707,-0.006755486716749663,-0.028049635672660722,-0.03823646447410038,-0.0244443725096126,-0.0811836676990849,0.014621732276103874,0.021569917604965853,0.010455477989827194,0.025209489559579565,-0.01563720466021426,-0.0061332032662673175,-0.02280621578215483,-0.005305535801404315,-0.03480057767050739,-0.0011820327411656963,-0.01995825862847125,-0.02421337397072981,-0.06548894641974033,-0.021848205519149257,-0.02421337397072981,-0.02421337397072981,-0.03450652016337998,-0.021848205519149257,-0.019221367436121916,-0.019221367436121916,-0.02741760447258219,-0.02938347369452616,-0.019221367436121916,-0.012522549316473031,-0.02057355002138159,-0.02421337397072981,-0.02741760447258219,-0.043825816706605916,-0.027290708384604227,-0.031243697806314193,-0.031243697806314193,-0.017585131776248496,1.0,-0.016205638544599995,-0.021692636724717385,-0.02741760447258219,-0.028292074493479806,-0.019221367436121916,-0.031243697806314193,-0.025321170521771543,-0.023031416492672836,0.0807387432355381,-0.17416386518059332,-0.13407102211162764,0.06891744147061532
lives_in_rukwa,0.01914889120684891,-0.02911999672500779,0.04396801400837132,-0.0716972100965469,0.00010171819757275704,-0.024554340514818602,-0.08023136501243902,-0.044444039459383744,-0.004779700262957916,-0.013726166281060517,0.025069402196104814,0.04067361735015942,-0.0431799967499857,-0.04506313145184315,-0.05328339142170156,-0.03562267911763424,-0.0001782081089100628,-0.0434301010011181,0.05934570204608479,-0.009530823065764188,0.02506506877349091,0.004816689523795716,-0.0278705270358161,-0.014732980503966589,0.017178572936815763,0.0036490219680647114,0.018270203975818706,-0.029074629915667335,-0.004080786203624042,0.0025066307717158676,-0.03477250977386918,-0.018088773231875774,-0.04892398318438232,-0.0163218573188954,-0.018088773231875774,-0.018088773231875774,-0.025778341300599677,-0.0163218573188954,-0.014359459246731782,-0.014359459246731782,-0.020482516416973913,-0.021951133000612993,-0.014359459246731782,-0.009355059528031328,-0.015369616863857807,-0.018088773231875774,-0.020482516416973913,-0.03274038806264111,-0.020387717791957003,-0.023340826653355393,-0.023340826653355393,-0.013137097760012184,-0.016205638544599995,1.0,-0.016205638544599995,-0.020482516416973913,-0.021135795465371393,-0.014359459246731782,-0.023340826653355393,-0.018916360524050404,-0.005681909897271361,0.13007605805474007,0.019148961451413482,-0.15772803570681818,-0.15795599933697688
lives_in_ruvuma,-0.04386502633269593,0.0440725423787656,-0.022007139523247253,-0.059074075902977176,0.004238721857294199,-0.06418072616381774,-0.043402160452612124,-0.01186970141420594,-0.10840550095673251,-0.048865145100151136,0.04007713108975738,-0.04309575841068732,-0.02626128657194451,0.007094229520256472,0.0014780350396276975,-0.03971805614400288,-0.012714981065009177,0.0448566550685218,0.07490096477236684,0.049862537950433376,-0.011431926954863426,0.042428327511156785,-0.012507295160036288,-0.05780372761266884,-0.0224747734125937,0.018812636874745308,-0.0037102478990844842,0.011501194670911536,-0.02785085747978873,0.014040663231881632,0.03288847348301999,-0.02421337397072981,-0.06548894641974033,-0.021848205519149257,-0.02421337397072981,-0.02421337397072981,-0.03450652016337998,-0.021848205519149257,-0.019221367436121916,-0.019221367436121916,-0.02741760447258219,-0.02938347369452616,-0.019221367436121916,-0.012522549316473031,-0.02057355002138159,-0.02421337397072981,-0.02741760447258219,-0.043825816706605916,-0.027290708384604227,-0.031243697806314193,-0.031243697806314193,-0.017585131776248496,-0.021692636724717385,-0.016205638544599995,1.0,-0.02741760447258219,-0.028292074493479806,-0.019221367436121916,-0.031243697806314193,-0.025321170521771543,0.011247901077816968,0.14662296741765388,-0.04386518724434567,0.23694701953988,-0.027634238274781425
lives_in_shinyanga,0.06865113265539817,-0.06539059323994419,0.056163010488244375,-0.010211063964088982,0.014337239252345315,-0.023609895928622327,-0.04699762835782862,-0.04127608807152637,0.09518989370675031,0.10904411218889995,-0.07274448327779161,0.16195991567384288,-0.015749532442695807,0.06312043780671636,-0.025969340312894544,0.007518812015476723,-0.0007284322025010498,-0.08951994847173178,-0.012429369476023536,0.058997298760081744,-0.0005666092560742491,0.003135461461008171,0.025705046295916842,0.009660503131062462,0.030159563321531226,0.010171150086931957,-0.03335063351087143,-0.04245735585340595,0.09086317457665927,0.1520912138390789,-0.1039313039485205,-0.030603596920965627,-0.08277232745139979,-0.027614229886455895,-0.030603596920965627,-0.030603596920965627,-0.04361323768847008,-0.027614229886455895,-0.024294135216180263,-0.024294135216180263,-0.034653465346534656,-0.03713815291384489,-0.024294135216180263,-0.015827412246121737,-0.02600317629624041,-0.030603596920965627,-0.034653465346534656,-0.055392017272868445,-0.03449307973765506,-0.039489314258341575,-0.039489314258341575,-0.02222607577667345,-0.02741760447258219,-0.020482516416973913,-0.02741760447258219,1.0,-0.035758719330195504,-0.024294135216180263,-0.039489314258341575,-0.032003755327617255,0.08926331637973109,-0.04935347485062304,0.06865138449081092,0.10862446851739713,-0.1871657720282009
lives_in_simiyu,0.20784588910514495,-0.06864783684172816,0.04744841589773008,-0.026205750428759566,-0.0106182122609859,-0.07277869298554512,-0.09884201682827688,-0.08915968254862096,0.18884194328980872,0.09602946791343576,-0.029966233203737515,0.1718776310459854,-0.03363042565458362,-0.03958009378499604,0.0438898229376999,0.010697666305596673,-0.004668829892124187,-0.10797867408758578,-0.04202260543702449,0.08292332719821574,0.007788498155376388,-0.023647233505607455,-0.014349305703171394,-0.03080829635717404,0.08931649588910207,-0.01902642544633856,0.02781027046395617,-0.03768111883891769,0.10610263230999498,0.15847131720267887,-0.11928507388336934,-0.031579682489118785,-0.0854123071399445,-0.02849497117113044,-0.031579682489118785,-0.031579682489118785,-0.04500425888111249,-0.02849497117113044,-0.025068983834024585,-0.025068983834024585,-0.035758719330195504,-0.03832265469579835,-0.025068983834024585,-0.016332219204419712,-0.02683253387713034,-0.031579682489118785,-0.035758719330195504,-0.05715871642233663,-0.035593218306988264,-0.040748805090199514,-0.040748805090199514,-0.022934964730423432,-0.028292074493479806,-0.021135795465371393,-0.028292074493479806,-0.035758719330195504,1.0,-0.025068983834024585,-0.040748805090199514,-0.03302449820900684,0.09877894338394427,-0.1300692897446262,0.20784665155367635,0.17988066173797837,-0.12483530471413123
lives_in_singida,-0.0032446191302772003,-0.009790335690633561,0.06744469231677905,0.03072972985555486,-0.05489195586093628,0.0172955263595841,-0.10900212244609009,0.005031401697510081,0.09158002830725609,0.009932304505747093,-0.045708233310888115,0.09975835313148684,0.03021989426077497,0.04361635518561483,-0.036585690672894175,0.04538785383541781,-0.027748921821275276,-0.017942945701589448,-0.013763004395989362,0.010794786260128777,-0.018861627954248082,-0.015376413072457141,0.04123792306201873,0.04407599075474469,-0.005741552602772493,-0.01622331093069089,-0.01980518824282686,0.003276773605872359,0.03880006670232641,0.07470839229129733,-0.016248177840250722,-0.021454937169040313,-0.05802831246899653,-0.019359213517136233,-0.021454937169040313,-0.021454937169040313,-0.030575467215865494,-0.019359213517136233,-0.0170316301703163,-0.0170316301703163,-0.024294135216180263,-0.026036048618680228,-0.0170316301703163,-0.011095955033194396,-0.01822976936574138,-0.021454937169040313,-0.024294135216180263,-0.03883309054569426,-0.024181695388593438,-0.027684352216807123,-0.027684352216807123,-0.015581797804171696,-0.019221367436121916,-0.014359459246731782,-0.019221367436121916,-0.024294135216180263,-0.025068983834024585,1.0,-0.027684352216807123,-0.02243653128423514,0.024068800315973672,0.11267358732715911,-0.0032446310326299556,0.01187765692722875,-0.05817154904847642
lives_in_tabora,0.016701067174828246,-0.11505975254905887,0.038843757188460434,-0.05423879109702632,-0.07627116038505856,-0.0063820296050129234,-0.07365401989041868,-0.06492980914045539,-0.047752249662730735,0.10318751148490159,-0.07034268516468219,0.16782326252636554,-0.042409446483998546,0.1116673628906009,-0.01919746491051457,-0.0031360194283277434,-0.013545844726358898,-0.14310472123694054,0.05392692575420973,0.048688960751923645,0.010815502983084981,-0.02181994033847776,0.033019435944727435,-0.011308774578948725,0.09333031266941089,0.014121306537822356,-0.024443824890285723,-0.02024924427098123,0.08355246507764405,0.2013683704163915,-0.1414270138990536,-0.03487429162314578,-0.09432310500368304,-0.03146776205737795,-0.03487429162314578,-0.03487429162314578,-0.04969941192550798,-0.03146776205737795,-0.027684352216807123,-0.027684352216807123,-0.039489314258341575,-0.0423207369515159,-0.027684352216807123,-0.01803610836126455,-0.02963188789948769,-0.03487429162314578,-0.039489314258341575,-0.06312190586476299,-0.03930654703295079,-0.045,-0.045,-0.025327697599586255,-0.031243697806314193,-0.023340826653355393,-0.031243697806314193,-0.039489314258341575,-0.040748805090199514,-0.027684352216807123,1.0,-0.03646984043128985,0.11563031769553507,-0.014955311675199347,0.016701128439952105,0.044170051588322906,-0.21657731209973696
lives_in_tanga,-0.23793505863861028,-0.004480403855416646,-0.024907520932692183,-0.011294197835367744,-0.014208493123152744,-0.017558021891531037,0.05588776576989032,-0.01636743051117153,-0.021413298742312875,-0.021618169697090583,0.03602260506606962,-0.030725698092905925,0.06267049786392428,-0.02076932511347649,-0.01871221522305396,0.03540027775778546,0.006464294892492825,-0.013382933680732147,-0.009835460363765626,0.039502080959899155,0.008403170966221958,-0.01768369033437126,0.009579833771548205,0.04936132680356696,-0.022742374187884978,-0.017269750194562426,-0.003324717112177007,0.005353027057608031,-0.007364480784189572,0.07660258793554148,-0.01017846423405284,-0.028263552236675444,-0.07644330196595818,-0.02550276135471936,-0.028263552236675444,-0.028263552236675444,-0.04027843605449378,-0.02550276135471936,-0.02243653128423514,-0.02243653128423514,-0.032003755327617255,-0.0342984560790306,-0.02243653128423514,-0.014617199865261575,-0.02401489385271521,-0.028263552236675444,-0.032003755327617255,-0.051156574102373446,-0.031855633293260105,-0.03646984043128985,-0.03646984043128985,-0.02052660199886386,-0.025321170521771543,-0.018916360524050404,-0.025321170521771543,-0.032003755327617255,-0.03302449820900684,-0.02243653128423514,-0.03646984043128985,1.0,0.07398279360307922,0.19281818918335467,-0.2379359314643217,0.00896414537399906,0.055922019485477585
rural_household,0.22773919014682853,-0.04834950941593935,0.059529916374991346,-0.24486701304843486,-0.07900261146888027,-0.09457000417938816,0.16111628441109074,-0.284826792243042,-0.05804893682560091,0.11339676461127977,-0.043174428657771595,0.2060487358428242,-0.2220497006935391,0.07120084535073258,0.07276691813018768,-0.06052736906835595,-0.018705784646497692,-0.25611184702912393,-0.03688999373841243,0.04193852001952224,0.13399023093076054,0.0024257201455207297,0.0422222684881565,0.02456107636201522,0.1521210170927356,-0.05281051917425558,-0.00267171613611612,-0.15066519327919367,0.22050071078290848,0.5396312848391871,-0.31458432587685,0.034729883998200727,-0.5740321367160622,0.046812749195886884,0.06560089199660137,0.0038588759998000803,0.13697658580458164,-0.05532415814059359,-0.09146144120069995,0.024068800315973672,0.06179768057058306,0.02575558030954186,-0.05295136069514208,-0.10976425998969035,0.03606678538669729,0.06560089199660137,0.06179768057058306,0.17625599697765815,-0.021981645762699304,0.09128709291752769,0.018257418583505537,0.01377416441627516,-0.023031416492672836,-0.005681909897271361,0.011247901077816968,0.08926331637973109,0.09877894338394427,0.024068800315973672,0.11563031769553507,0.07398279360307922,1.0,0.12901990350825632,0.22786288409204783,0.31697215217927704,-0.3454356315218884
weight,-0.42626967093976226,-0.06035894642895373,0.049935006892012364,-0.14090138431711977,0.02114475436674901,-0.16338136309710816,0.03847833419298261,-0.09804529487772393,0.04687609859260116,-0.03658987551979121,0.013911379406807187,0.0703660072271983,-0.015260296942062839,0.04784723946883346,-0.02852164517460637,0.11139003919104391,0.0012993747796179902,-0.04997749903829841,-0.08211000870544612,0.0066995582947651155,-0.05527703626097889,-0.0375655425338364,-0.022525711734864225,-0.041347219251199524,-0.06423156895333924,0.060524609871612435,0.01820575473520565,0.005853750451665128,-0.06458850480185528,0.2854735199302007,-0.08247893235080658,0.1476535398811556,-0.177550141316153,0.2210096431803394,0.09077201471355932,-0.01665882446389047,0.056610582503063236,-0.21793627051559425,-0.18471206534058104,-0.08822299398533816,0.06983592450255618,0.06628866269958214,-0.18687515100747198,-0.10627950492085733,0.13607544643669228,0.11885668718335236,0.2572496501005403,-0.44838216148647597,0.16378118197369188,-0.05798998404669134,0.10593244033118754,0.05550142083062833,0.0807387432355381,0.13007605805474007,0.14662296741765388,-0.04935347485062304,-0.1300692897446262,0.11267358732715911,-0.014955311675199347,0.19281818918335467,0.12901990350825632,1.0,-0.4262982322855829,0.08697270804248226,-0.44204062547942885
