,Unnamed: 0,children_education___output,crop_sales___output,expenditure___output,has_medical_assistance___output,no_food_deficiency___output,crop_diversification___policy,has_bank_account___policy,has_borrowed___policy,number_of_animals_owned___policy,number_of_hired_workers___policy,number_of_ploughs_owned___policy,owns_land_certificate___policy,quantity_of_fertilizers_used___policy,quantity_of_pesticides_used___policy,uses_credit___policy,uses_irrigation___policy,attended_school,distance_to_road,distance_to_market,household_head_age,household_head_is_divorced,household_head_is_male,household_head_is_monogamous,household_head_is_polygamous,household_head_is_separated,household_head_is_widowed,household_head_never_married,household_size,land_surface,literacy,lives_in_arusha,lives_in_daressalaam,lives_in_dodoma,lives_in_geita,lives_in_iringa,lives_in_kagera,lives_in_kaskazinipemba,lives_in_kaskaziniunguja,lives_in_katavi,lives_in_kigoma,lives_in_kilimanjaro,lives_in_kusinipemba,lives_in_kusiniunguja,lives_in_manyara,lives_in_mara,lives_in_mbeya,lives_in_mjinimagharibi,lives_in_morogoro,lives_in_mtwara,lives_in_mwanza,lives_in_njombe,lives_in_pwani,lives_in_rukwa,lives_in_ruvuma,lives_in_shinyanga,lives_in_simiyu,lives_in_singida,lives_in_tabora,lives_in_tanga,rural_household,weight,clusterid,latitude,longitude
household_head_age,0.07938967272407227,0.3466827980002288,-0.036044548664482375,0.03344522777782467,-0.07825506513274219,-0.04913226330285463,0.1562567528943395,-0.02254804558672667,-0.13604359967522878,0.09288933598583014,0.07265118409773981,0.0848991005777277,0.011990702589955467,0.047390730917293414,-0.027701570390636785,-0.02766326033009146,-0.014457427809661732,0.03807092816854554,-0.06761115752667012,-0.06373685775568406,1.0,0.03521803647684562,-0.12176185728883171,-0.03867696093547738,0.109799354259889,0.008279545444950649,0.3239253549008325,-0.281258394791595,0.19293365729114062,0.2043380977462994,0.010154378008205787,-0.042145115243907565,-0.13055035415298671,0.010416813311990134,-0.012869823566926303,-0.003983770309202727,0.014921379907960584,0.07455936332163365,0.029843920098137505,-0.03103560021533395,-0.03044103922717444,0.06591898791962476,0.03255085710194138,0.024210597978983832,-0.028230886497200958,-0.015149167366287922,0.02820646320967797,0.04332565363892031,-0.05265693302452043,0.026917024854099296,0.04139519093899959,0.008915367468413333,0.014621732276103874,0.02506506877349091,-0.011431926954863426,-0.0005666092560742491,0.007788498155376388,-0.018861627954248082,0.010815502983084981,0.008403170966221958,0.13399023093076054,-0.05527703626097889,0.0794493950987013,0.046504637493331794,0.013128585576729248
household_head_is_divorced,0.025960733582199958,0.006928730209749873,-0.07193127281917694,-0.10313678495792857,0.02970659445618204,-0.053857744502425066,0.003774390975699141,-0.04698552826956418,-0.025437020608807176,-0.02301917562352499,0.024182360117024623,-0.04430842409167331,-0.013689975940738985,-0.08059130817506209,0.001028549717676059,-0.0031239894664999318,-0.0350579854198147,-0.0009697774930816748,0.014978899781580506,-0.04590732217160575,0.03521803647684562,1.0,-0.2548742990188542,-0.20420922312763348,-0.07018626254747852,-0.05549297825901655,-0.07695876262573623,-0.054823407306304216,-0.1320365127103721,-0.04786972012723983,-0.005336142750080963,-0.02473691045360328,-0.015363611266889,-0.020437276534121043,-0.02473691045360328,-0.015344641113005444,-0.04186850647683307,0.0313532741005715,0.00861609125974887,-0.027092777068843773,0.003135461461008171,-0.017908777306582385,0.04320540690947602,0.017970408823705143,-0.01802569780289895,0.0034398975681902313,-0.02193322801910979,0.037516623292978245,0.020280588117388493,0.059649148298849014,0.0003989020171568146,-0.012014898381725828,0.021569917604965853,0.004816689523795716,0.042428327511156785,0.003135461461008171,-0.023647233505607455,-0.015376413072457141,-0.02181994033847776,-0.01768369033437126,0.0024257201455207297,-0.0375655425338364,0.02592263742518746,0.006759879734876724,0.08965550628653692
household_head_is_male,0.039041733804222184,-0.05674968202728105,0.2145691864890902,0.20375064506362708,-0.0595695565942773,0.05919800195582918,0.041482642712791146,0.09094056106548314,-0.021724101567128503,0.11943696558172429,0.02814834627842748,0.08175240493074892,0.015338960960903463,0.037438503491259795,0.04215118335526628,-0.01140080176001233,-0.001159361166805855,0.005851105139461802,0.04974003084196971,0.02465379222822865,-0.12176185728883171,-0.2548742990188542,1.0,0.47267741602747004,0.10478934656974229,-0.2741060398781479,-0.5090536882429615,-0.13868422274440081,0.21645523352909235,0.08313891955240642,0.027062343398253374,-0.007727655021185508,-0.014902240436087713,0.0025643375560881767,0.008816057136845438,-0.03254322325823193,0.037833962157069786,0.007125584783513103,0.02575981605220985,0.01544107804567059,-0.0037325135717358703,-0.05329429765424009,-0.015515135973947186,0.014541434992544951,-0.013155143187479058,-0.036679151297739666,-0.022130988489018816,0.04766217685333053,-0.004804138704680663,-0.009378393668611148,0.01345120689241732,-0.05948797355736148,0.010455477989827194,-0.0278705270358161,-0.012507295160036288,0.025705046295916842,-0.014349305703171394,0.04123792306201873,0.033019435944727435,0.009579833771548205,0.0422222684881565,-0.022525711734864225,0.039061766079947866,0.017533560749810544,-0.007100730328887112
household_head_is_monogamous,0.01144928844706531,0.01121205203629548,0.1715701963570062,0.2137390763761516,-0.04069268402848861,0.06297947382336917,0.03532433197291663,0.08352816613952893,-0.011502167445291799,0.022949574560295685,-0.034440128296045765,0.028779605909634357,0.06367145399670134,0.07076579588102928,0.05517210139346201,0.010543858917914954,0.026580772782758465,0.0001368105301517917,0.043495573328190325,0.053594445632258486,-0.03867696093547738,-0.20420922312763348,0.47267741602747004,1.0,-0.3327674898953977,-0.2631036104762102,-0.36487730411771324,-0.25992903703186654,0.24848888586170662,0.02287801217473664,0.019532741209249947,0.02882335685179984,-0.02182460480767129,0.04362159163721001,-0.023508316426508694,-0.04967415306566296,-0.009683410956575095,0.006520295594228371,-0.004966239160029431,-0.0025533100057354477,-0.013619040569810555,-0.012367994847900375,0.03941306067869668,0.02972764646881865,0.028460574619802125,-0.0721020130420809,-0.016944689669935273,0.10017922529628843,-0.008694998965351064,-0.014256358781323288,-0.020151527186072413,-0.036191582411483174,0.025209489559579565,-0.014732980503966589,-0.05780372761266884,0.009660503131062462,-0.03080829635717404,0.04407599075474469,-0.011308774578948725,0.04936132680356696,0.02456107636201522,-0.041347219251199524,0.011415829314198399,-0.03725449475129692,0.07193746775831197
household_head_is_polygamous,0.14744581877224078,0.0015100985035456874,0.05165122912867341,0.038286499422792324,-0.00832600570504384,0.01863286942667349,-0.018278835757323725,-0.03885711695413249,-0.01032706297660627,0.09641048558817597,0.01511467569040447,0.14721892312311488,-0.009715713434222364,0.013875767100690956,0.008815555534559611,-0.04207361737393718,-0.01727918882024294,-0.12133396547742215,0.04067483692039502,0.016467734946716724,0.109799354259889,-0.07018626254747852,0.10478934656974229,-0.3327674898953977,1.0,-0.0904281344360786,-0.12540752994499071,-0.08933704049904473,0.16749536461118797,0.1440834356786546,-0.11520747008482095,-0.00019530819302786983,-0.13449587942683863,0.010936246133155933,-0.00019530819302786983,0.005962427477718743,-0.012685039101970795,0.05168199259581717,0.10349981872966516,-0.005741552602772493,-0.008189867287442656,-0.05207803027593369,0.009621352760290495,-0.005408687026659278,-0.01847821238282395,0.005962427477718743,0.00824560297354615,0.08013712129259704,-0.029669732130711127,-0.008639112633606033,-0.018350486471988597,-0.015270799625112423,-0.01563720466021426,0.017178572936815763,-0.0224747734125937,0.030159563321531226,0.08931649588910207,-0.005741552602772493,0.09333031266941089,-0.022742374187884978,0.1521210170927356,-0.06423156895333924,0.14748570692500682,0.04416360738823517,-0.028026256112919097
household_head_is_separated,-0.08044756649195552,0.013346417747830755,-0.11202829369331993,-0.12043116605878595,0.035346341635750685,-0.05226628556937774,-0.04942652664172021,-0.035697784598656676,0.027782599369889093,-0.06534253690495519,-0.049837778460202764,-0.060790715959191735,-0.006124818172159481,-0.0798109563791358,-0.035845721575221944,0.01766914341198626,-0.03347053359550713,0.0755099834736848,-0.01126757712452629,-0.04673684621824992,0.008279545444950649,-0.05549297825901655,-0.2741060398781479,-0.2631036104762102,-0.0904281344360786,1.0,-0.09915383837466282,-0.07063459808512733,-0.13998931760707745,-0.052064775754091054,0.036865835543424916,-0.028995062355150317,0.06512012864971839,0.026391921406915837,0.008447556806716902,0.008447556806716902,0.018294726058869615,-0.039676843643206054,-0.03458806264218419,-0.01622331093069089,0.030158596337731606,0.015363073099393781,-0.0349063933326099,-0.022741136980320757,-0.011115408022060624,0.02342460447146379,-0.023141260331067455,-0.07503829845707534,0.03073594599157076,0.0023111447636976526,0.0023111447636976526,-0.0013863555945361726,-0.0061332032662673175,0.0036490219680647114,0.018812636874745308,0.010171150086931957,-0.01902642544633856,-0.01622331093069089,0.014121306537822356,-0.017269750194562426,-0.05281051917425558,0.060524609871612435,-0.08038447540355596,0.008087968916765349,-0.041644184480921734
household_head_is_widowed,0.016887523874846117,0.1033372326403278,-0.10803100253121312,-0.12269285590148983,0.0062906190263250115,-0.03706397177506682,0.028804734645633403,-0.08120775812026518,-0.020024112350546363,-0.0906423173896331,0.01415905230798866,-0.0271977235985772,-0.026425532793402037,0.010173875849852325,-0.021134437678079467,-0.030694562263919062,0.012982727794960737,-0.018754746081058298,-0.08231759992589964,-0.03674489018885293,0.3239253549008325,-0.07695876262573623,-0.5090536882429615,-0.36487730411771324,-0.12540752994499071,-0.09915383837466282,1.0,-0.09795746124536682,-0.10246980950679799,0.019899212481543554,-0.018768898659729274,-0.003656962540167826,-0.03393548979434482,-0.02973691002976475,-0.009389405696472177,0.06513235533548438,0.012253989517513105,0.027160467824895822,-0.004680168645978769,0.0016475794022230642,-0.007850080478627374,0.05990957275229946,0.0016475794022230642,0.01194379340150953,0.0017634844408513522,0.030737696397658273,0.07375168922455361,-0.03954335552178401,-0.02263165517437029,-0.024443824890285723,-0.0018422138944538045,0.05704633184586391,-0.02280621578215483,0.018270203975818706,-0.0037102478990844842,-0.03335063351087143,0.02781027046395617,-0.01980518824282686,-0.024443824890285723,-0.003324717112177007,-0.00267171613611612,0.01820575473520565,0.016892818632317088,-0.019176193951841294,-0.03657562512404112
household_head_never_married,-0.11829050908536579,-0.02175799546114925,-0.04684179562240238,-0.056017108789353315,-0.029643692784954104,0.03054667982044981,-0.07021276428332603,0.10249217597358938,0.053556894488497,-0.03755350434962429,-0.029245282867067846,-0.07250227591651322,-0.020513157681233837,0.029185593924345242,0.025531217736475695,0.020621164561436797,0.003493572970063249,0.19279393958275026,-0.013212931557318536,-0.0012455256142531337,-0.281258394791595,-0.054823407306304216,-0.13868422274440081,-0.25992903703186654,-0.08933704049904473,-0.07063459808512733,-0.09795746124536682,1.0,-0.2972978639615373,-0.15902287573531956,0.20349355266224348,0.001965557962977504,0.13050677557099044,-0.03085202773096919,-0.01317014413902899,0.04737266426899698,-0.029182100208797947,-0.03085202773096919,-0.02464624292357373,-0.006163724144839213,-0.008792061352579652,0.054618077735585434,-0.03448521739697393,-0.02246674542248071,0.042662709549679684,-0.0056022930880257425,-0.02899123805307543,-0.06959423137649606,0.01189771600605758,-0.002346341002827984,-0.02024924427098123,0.030194753677314258,-0.005305535801404315,-0.029074629915667335,0.011501194670911536,-0.04245735585340595,-0.03768111883891769,0.003276773605872359,-0.02024924427098123,0.005353027057608031,-0.15066519327919367,0.005853750451665128,-0.11838074982429467,-0.059869524555326376,0.05379157238188386
household_size,0.23197094180761058,0.17448948570576883,0.17627112215002008,0.3954817770934667,-0.10283380366333059,-0.0324603917865806,0.0724640891589497,-0.023899853917823777,-0.01997021589345785,0.29995450376102545,-0.02284814787534522,0.2706469246029305,0.07058256819523469,0.15635262374889963,-0.0014316460184833984,0.022220507190645503,0.0284160733377384,-0.18084954182241922,0.04945939734349648,0.08711878885316958,0.19293365729114062,-0.1320365127103721,0.21645523352909235,0.24848888586170662,0.16749536461118797,-0.13998931760707745,-0.10246980950679799,-0.2972978639615373,1.0,0.2642899347039257,-0.20629764564767794,-0.0059954268467142385,-0.1728502221892572,0.02612630774236466,0.07061399697420702,-0.08877971123910501,0.015942852245706133,0.06504313859755784,0.03038557974888569,0.020106207946576294,0.04829210106286219,-0.08532955042465842,0.02127525839651941,-0.02876135171155474,-0.013800492710528717,0.011296523193288508,-0.014740712474767407,0.1189156135735437,-0.05723369837544166,-0.07611337818566466,0.06255938339984404,-0.04423983098797048,-0.03480057767050739,-0.004080786203624042,-0.02785085747978873,0.09086317457665927,0.10610263230999498,0.03880006670232641,0.08355246507764405,-0.007364480784189572,0.22050071078290848,-0.06458850480185528,0.23195740816769445,0.12805031612482468,-0.13692794072155381
land_surface,-0.013901754983303658,-0.038324923539437596,0.35053444487641044,-0.14055818376651358,-0.061306670812477274,-0.14106358431331306,0.14306804326588074,-0.24742679135806142,0.015440923826915625,0.34442658446815944,0.0343598270976781,0.39734338575583894,-0.05225346292507722,0.15482898789610222,0.09485196100153105,0.03297833831644808,-0.04692862937024225,-0.20599809329494018,-0.17847306884265,-0.009535074603393043,0.2043380977462994,-0.04786972012723983,0.08313891955240642,0.02287801217473664,0.1440834356786546,-0.052064775754091054,0.019899212481543554,-0.15902287573531956,0.2642899347039257,1.0,-0.27006153278658657,0.016465672458194257,-0.3683074641877865,0.10195994280849509,0.07936783417588561,0.04761386612793096,0.13546966227222554,-0.09480075191372957,-0.11161499687597194,0.0001730945719207027,0.012751502191262075,-0.00460644303075656,-0.10709128649637267,-0.04366370370305371,0.026669923067492107,0.05196715755703911,0.10296738981333761,-0.2670398214218624,-0.03841864393728336,0.09864975299001864,0.0440724240593584,0.03665819411356995,-0.0011820327411656963,0.0025066307717158676,0.014040663231881632,0.1520912138390789,0.15847131720267887,0.07470839229129733,0.2013683704163915,0.07660258793554148,0.5396312848391871,0.2854735199302007,-0.013841219106133533,0.27122835948340307,-0.4469563379068914
literacy,-0.13743496772097982,0.5037486610655326,0.12477727609792759,0.32317346400182356,0.01694569196953846,0.15695585900447565,0.11592847797664789,0.3535807801017021,0.03578219341661309,-0.053237615286635405,0.07314289963081673,-0.1540030914378605,0.14621988439580968,0.15840693288076244,0.11080030798680936,0.09566744589153052,0.05294218256308583,0.8538245550183927,-0.10159535738789781,-0.0697041996506654,0.010154378008205787,-0.005336142750080963,0.027062343398253374,0.019532741209249947,-0.11520747008482095,0.036865835543424916,-0.018768898659729274,0.20349355266224348,-0.20629764564767794,-0.27006153278658657,1.0,-0.027881122291446472,0.27667228789721193,-0.06047406314713441,-0.03601790971170007,0.013028024238778907,-0.05106683108584267,-0.038250960450216975,-0.03268607991276784,-0.06354059127557928,-0.08362574961802029,0.12339427584711357,-0.00022620966154840075,0.044581298881116616,-0.0065949237488828975,-0.05157685896161944,0.009725154854915347,0.10141709462725296,0.007484064143042202,-0.035718272113218034,-0.06084276041377287,0.04954456975094761,-0.01995825862847125,-0.03477250977386918,0.03288847348301999,-0.1039313039485205,-0.11928507388336934,-0.016248177840250722,-0.1414270138990536,-0.01017846423405284,-0.31458432587685,-0.08247893235080658,-0.13739016580048932,-0.18424674560498844,0.25037708240630047
lives_in_arusha,-0.26499220827050673,-0.06627239099682075,-0.0014551274781921014,-0.0048323611264086365,-0.05312013912489347,-0.025834284031617652,-0.0973625535776138,-0.0001452603716090765,0.13613734368751612,0.04658976370777055,-0.025793909646724414,0.06866439694433064,-0.018126893387843294,0.022271655386424505,-0.01025207683996608,0.01406140149591677,0.004648487701186151,-0.036582225078598575,-0.07280715448981662,0.005388403644757848,-0.042145115243907565,-0.02473691045360328,-0.007727655021185508,0.02882335685179984,-0.00019530819302786983,-0.028995062355150317,-0.003656962540167826,0.001965557962977504,-0.0059954268467142385,0.016465672458194257,-0.027881122291446472,1.0,-0.07309892157108985,-0.024387020238150238,-0.02702702702702703,-0.02702702702702703,-0.03851626188864477,-0.024387020238150238,-0.021454937169040313,-0.021454937169040313,-0.030603596920965627,-0.03279790493674682,-0.021454937169040313,-0.013977700060831067,-0.022964246665579963,-0.02702702702702703,-0.030603596920965627,-0.048918483398588904,-0.030461955198356032,-0.03487429162314578,-0.03487429162314578,-0.01962856693846268,-0.02421337397072981,-0.018088773231875774,-0.02421337397072981,-0.030603596920965627,-0.031579682489118785,-0.021454937169040313,-0.03487429162314578,-0.028263552236675444,0.034729883998200727,0.1476535398811556,-0.2649931803509309,0.1264893909746382,-0.014351978633230063
lives_in_daressalaam,-0.3823088028152215,0.0016422303716784794,0.02914837511609713,0.2769585956340478,0.06571356923239664,0.07827122421433623,-0.016896688756313654,0.2595181075097687,0.08245676137571463,-0.0379812623256624,0.07792474061623335,-0.1242329037399498,0.14848358520339977,0.007364311323651563,0.0042938525547663526,0.021159127440345524,0.06528215644834268,0.23010550560253662,-0.09865786234776061,-0.04810085346352786,-0.13055035415298671,-0.015363611266889,-0.014902240436087713,-0.02182460480767129,-0.13449587942683863,0.06512012864971839,-0.03393548979434482,0.13050677557099044,-0.1728502221892572,-0.3683074641877865,0.27667228789721193,-0.07309892157108985,1.0,-0.06595860055042163,-0.07309892157108985,-0.07309892157108985,-0.10417339665935525,-0.06595860055042163,-0.05802831246899653,-0.05802831246899653,-0.08277232745139979,-0.08870718478469074,-0.05802831246899653,-0.037804927618163606,-0.062110481640016486,-0.07309892157108985,-0.08277232745139979,-0.13230787010921413,-0.08238923473602719,-0.09432310500368304,-0.09432310500368304,-0.053088601781940116,-0.06548894641974033,-0.04892398318438232,-0.06548894641974033,-0.08277232745139979,-0.0854123071399445,-0.05802831246899653,-0.09432310500368304,-0.07644330196595818,-0.5740321367160622,-0.177550141316153,-0.38231020525231807,-0.4327571555256038,0.4304807862653537
lives_in_dodoma,-0.25140115796066465,-0.034947612070548605,0.04006327688834299,-0.04141037565614359,-0.06350329589358178,-0.027974155431627422,-0.07094740270335316,-0.02288138447097051,0.08770216022942828,0.02639632619924707,-0.07074888713270173,0.06353161273441905,0.02626128657194451,-0.023844380478040182,-0.07155983864861841,0.008719654339002446,-0.030635947583631563,-0.07482140705201816,-0.02307004265987198,0.056521176950300275,0.010416813311990134,-0.020437276534121043,0.0025643375560881767,0.04362159163721001,0.010936246133155933,0.026391921406915837,-0.02973691002976475,-0.03085202773096919,0.02612630774236466,0.10195994280849509,-0.06047406314713441,-0.024387020238150238,-0.06595860055042163,1.0,-0.024387020238150238,-0.024387020238150238,-0.03475398375252216,-0.022004889975550123,-0.019359213517136233,-0.019359213517136233,-0.027614229886455895,-0.029594197344070778,-0.019359213517136233,-0.012612354807852397,-0.02072109328293279,-0.024387020238150238,-0.027614229886455895,-0.044140113652457146,-0.027486423762889574,-0.03146776205737795,-0.03146776205737795,-0.01771124358944451,-0.021848205519149257,-0.0163218573188954,-0.021848205519149257,-0.027614229886455895,-0.02849497117113044,-0.019359213517136233,-0.03146776205737795,-0.02550276135471936,0.046812749195886884,0.2210096431803394,-0.25140208018455135,-0.03959528124458412,-0.025952922592396663
lives_in_geita,0.19550839016358726,-0.013183326589267103,0.013229124850230445,0.006612806555441855,0.0036692430659226753,-0.010329538187374823,0.09783489107382387,-0.009221997236826696,-0.02443741889678235,-0.017048916264620392,0.08698592272864138,-0.0344874915718223,-0.03458903654002781,-0.01884145276176905,-0.035963693996514494,0.02890399196382892,-0.03199191016556271,-0.023848823086639225,-0.07923669167142298,-0.059907765958073685,-0.012869823566926303,-0.02473691045360328,0.008816057136845438,-0.023508316426508694,-0.00019530819302786983,0.008447556806716902,-0.009389405696472177,-0.01317014413902899,0.07061399697420702,0.07936783417588561,-0.03601790971170007,-0.02702702702702703,-0.07309892157108985,-0.024387020238150238,1.0,-0.02702702702702703,-0.03851626188864477,-0.024387020238150238,-0.021454937169040313,-0.021454937169040313,-0.030603596920965627,-0.03279790493674682,-0.021454937169040313,-0.013977700060831067,-0.022964246665579963,-0.02702702702702703,-0.030603596920965627,-0.048918483398588904,-0.030461955198356032,-0.03487429162314578,-0.03487429162314578,-0.01962856693846268,-0.02421337397072981,-0.018088773231875774,-0.02421337397072981,-0.030603596920965627,-0.031579682489118785,-0.021454937169040313,-0.03487429162314578,-0.028263552236675444,0.06560089199660137,0.09077201471355932,0.19550910735402868,0.15259234240465533,-0.2115484746973631
lives_in_iringa,-0.03542312295646877,0.047671899458943894,-0.03320345878609162,-0.07633853303656991,-0.026666653277110437,0.03618469934535366,-0.06371390203913697,-0.03191383939987075,0.078510334856587,-0.01230025821562255,-0.04218522752544426,0.013684427941773152,0.0019920476822239894,0.10088637355864315,0.11391152411355511,-0.0007811889719953762,-0.034313721135274144,0.011417874874026126,-0.01211593901141257,0.010533406545298014,-0.003983770309202727,-0.015344641113005444,-0.03254322325823193,-0.04967415306566296,0.005962427477718743,0.008447556806716902,0.06513235533548438,0.04737266426899698,-0.08877971123910501,0.04761386612793096,0.013028024238778907,-0.02702702702702703,-0.07309892157108985,-0.024387020238150238,-0.02702702702702703,1.0,-0.03851626188864477,-0.024387020238150238,-0.021454937169040313,-0.021454937169040313,-0.030603596920965627,-0.03279790493674682,-0.021454937169040313,-0.013977700060831067,-0.022964246665579963,-0.02702702702702703,-0.030603596920965627,-0.048918483398588904,-0.030461955198356032,-0.03487429162314578,-0.03487429162314578,-0.01962856693846268,-0.02421337397072981,-0.018088773231875774,-0.02421337397072981,-0.030603596920965627,-0.031579682489118785,-0.021454937169040313,-0.03487429162314578,-0.028263552236675444,0.0038588759998000803,-0.01665882446389047,-0.03542325290038151,-0.23865776767124208,-0.04355136558282219
lives_in_kagera,0.12110718577238802,0.0024362556248761187,-0.05787274602575524,-0.04702656773263717,0.02445697692657624,-0.008561815915886523,0.26082103733798373,-0.03804656004380884,-0.16936697902677417,-0.1296705330663658,0.07708142542682873,-0.053831985264965306,-0.060165683759618685,-0.027134397451180816,-0.08752202164685444,0.035761252501554396,-0.021335572418472303,-0.0205800307840527,-0.08233470078768544,-0.07931384921525061,0.014921379907960584,-0.04186850647683307,0.037833962157069786,-0.009683410956575095,-0.012685039101970795,0.018294726058869615,0.012253989517513105,-0.029182100208797947,0.015942852245706133,0.13546966227222554,-0.05106683108584267,-0.03851626188864477,-0.10417339665935525,-0.03475398375252216,-0.03851626188864477,-0.03851626188864477,1.0,-0.03475398375252216,-0.030575467215865494,-0.030575467215865494,-0.04361323768847008,-0.046740349749876786,-0.030575467215865494,-0.01991964397732413,-0.032726386729935865,-0.03851626188864477,-0.04361323768847008,-0.06971381335768874,-0.04341138383022166,-0.04969941192550798,-0.04969941192550798,-0.027972703913923046,-0.03450652016337998,-0.025778341300599677,-0.03450652016337998,-0.04361323768847008,-0.04500425888111249,-0.030575467215865494,-0.04969941192550798,-0.04027843605449378,0.13697658580458164,0.056610582503063236,0.12110763003422224,0.30833000185804615,-0.34360525721420665
lives_in_kaskazinipemba,0.24279573935076415,0.02603065202116128,-0.05839757594845235,0.016717818451981586,-0.008419653058987585,0.078895560449144,-0.03056616941420726,-0.03789659122745571,-0.07713872958140496,-0.06141321504128958,0.006830977192334569,-0.04340481974178123,0.048133294484938555,-0.03974233698486481,-0.050499583339019785,-0.06221238410132584,0.07745813020703514,-0.0608390129045308,0.041865016370476515,-0.062230082618284346,0.07455936332163365,0.0313532741005715,0.007125584783513103,0.006520295594228371,0.05168199259581717,-0.039676843643206054,0.027160467824895822,-0.03085202773096919,0.06504313859755784,-0.09480075191372957,-0.038250960450216975,-0.024387020238150238,-0.06595860055042163,-0.022004889975550123,-0.024387020238150238,-0.024387020238150238,-0.03475398375252216,1.0,-0.019359213517136233,-0.019359213517136233,-0.027614229886455895,-0.029594197344070778,-0.019359213517136233,-0.012612354807852397,-0.02072109328293279,-0.024387020238150238,-0.027614229886455895,-0.044140113652457146,-0.027486423762889574,-0.03146776205737795,-0.03146776205737795,-0.01771124358944451,-0.021848205519149257,-0.0163218573188954,-0.021848205519149257,-0.027614229886455895,-0.02849497117113044,-0.019359213517136233,-0.03146776205737795,-0.02550276135471936,-0.05532415814059359,-0.21793627051559425,0.24279663000708504,0.015588827846617206,0.24115728861513847
lives_in_kaskaziniunguja,0.164934805789091,-0.005864201035874656,-0.05790394189652887,0.00814051764262165,-0.0032771684422224,0.06564892195413828,-0.0287798490647797,-0.028936910402340883,-0.06193497247123435,0.012194662254226139,0.07676419291281585,-0.038186201975451854,0.019575396283439687,-0.03589101248507192,-0.030683362604934653,-0.05336099666922575,0.0012877241030401034,-0.053242745649391486,0.08192189185601473,-0.002545410909988494,0.029843920098137505,0.00861609125974887,0.02575981605220985,-0.004966239160029431,0.10349981872966516,-0.03458806264218419,-0.004680168645978769,-0.02464624292357373,0.03038557974888569,-0.11161499687597194,-0.03268607991276784,-0.021454937169040313,-0.05802831246899653,-0.019359213517136233,-0.021454937169040313,-0.021454937169040313,-0.030575467215865494,-0.019359213517136233,1.0,-0.0170316301703163,-0.024294135216180263,-0.026036048618680228,-0.0170316301703163,-0.011095955033194396,-0.01822976936574138,-0.021454937169040313,-0.024294135216180263,-0.03883309054569426,-0.024181695388593438,-0.027684352216807123,-0.027684352216807123,-0.015581797804171696,-0.019221367436121916,-0.014359459246731782,-0.019221367436121916,-0.024294135216180263,-0.025068983834024585,-0.0170316301703163,-0.027684352216807123,-0.02243653128423514,-0.09146144120069995,-0.18471206534058104,0.16493541082535607,-0.023658747537975967,0.17016916290376022
lives_in_katavi,0.12937918781980337,-0.05036074660682805,-0.013627096784761187,-0.06099111439003362,-0.05588667866383474,0.012460186800128684,-0.1127639722116779,-0.01761413970239056,-0.0077263616394891,-0.0020607182674812334,0.014649843621051782,-0.02055762862030718,0.009092135975639655,-0.0531160434442646,-0.036628021375177594,-0.02867378404306486,-0.02744522109221202,-0.06844937686869022,0.06256354508655294,-0.0031248771964162885,-0.03103560021533395,-0.027092777068843773,0.01544107804567059,-0.0025533100057354477,-0.005741552602772493,-0.01622331093069089,0.0016475794022230642,-0.006163724144839213,0.020106207946576294,0.0001730945719207027,-0.06354059127557928,-0.021454937169040313,-0.05802831246899653,-0.019359213517136233,-0.021454937169040313,-0.021454937169040313,-0.030575467215865494,-0.019359213517136233,-0.0170316301703163,1.0,-0.024294135216180263,-0.026036048618680228,-0.0170316301703163,-0.011095955033194396,-0.01822976936574138,-0.021454937169040313,-0.024294135216180263,-0.03883309054569426,-0.024181695388593438,-0.027684352216807123,-0.027684352216807123,-0.015581797804171696,-0.019221367436121916,-0.014359459246731782,-0.019221367436121916,-0.024294135216180263,-0.025068983834024585,-0.0170316301703163,-0.027684352216807123,-0.02243653128423514,0.024068800315973672,-0.08822299398533816,0.12937966242611948,-0.10817358772261501,-0.19680215298936743
lives_in_kigoma,0.04705302350538526,-0.030402936761182085,-0.05107051690794355,-0.120106768222402,-0.041260061666128424,-0.030507122518959373,0.04020164964824057,-0.06954031634336427,-0.10852173028050294,-0.08176624312946487,-0.03134446695214603,-0.029782364893412246,-0.030812728989979412,-0.06105986202680338,-0.04849289451039877,-0.036498882977090086,-0.01030210265488346,-0.053866804796515864,0.1259098009273584,-0.00811222864740957,-0.03044103922717444,0.003135461461008171,-0.0037325135717358703,-0.013619040569810555,-0.008189867287442656,0.030158596337731606,-0.007850080478627374,-0.008792061352579652,0.04829210106286219,0.012751502191262075,-0.08362574961802029,-0.030603596920965627,-0.08277232745139979,-0.027614229886455895,-0.030603596920965627,-0.030603596920965627,-0.04361323768847008,-0.027614229886455895,-0.024294135216180263,-0.024294135216180263,1.0,-0.03713815291384489,-0.024294135216180263,-0.015827412246121737,-0.02600317629624041,-0.030603596920965627,-0.034653465346534656,-0.055392017272868445,-0.03449307973765506,-0.039489314258341575,-0.039489314258341575,-0.02222607577667345,-0.02741760447258219,-0.020482516416973913,-0.02741760447258219,-0.034653465346534656,-0.035758719330195504,-0.024294135216180263,-0.039489314258341575,-0.032003755327617255,0.06179768057058306,0.06983592450255618,0.04705319611167939,0.05903683389114432,-0.30931664532420367
