,attended_school___ethiopia_2015,distance_to_market___ethiopia_2015,distance_to_population_center___ethiopia_2015,distance_to_road___ethiopia_2015,has_saved___policy___ethiopia_2015,heavy_rains_preventing_work___ethiopia_2015,household_head_is_monogamous___ethiopia_2015,household_head_is_widowed___ethiopia_2015,inputs,land_surface___ethiopia_2015,model,number_of_axe_owned___policy___ethiopia_2015,number_of_droughts___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,number_of_water_storage_pit_owned___policy___ethiopia_2015,prevent_damage___policy___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,quantity_of_improved_seeds_used___policy___ethiopia_2015,rooting_conditions_:_severe_constraint___ethiopia_2015,uses_extension_program___policy___ethiopia_2015,uses_irrigation___policy___ethiopia_2015
0,0.038150996143892696,-0.15607218858753358,-0.07118675807137381,0.017046526265497623,0.07146393479966522,-0.0009817215516390275,0.0017156118197966634,-0.043732919950463675,Highly correlated all,0.2296828056487511,Lasso_Highly correlated all,0.0646120304129944,0.09895290235298526,0.21181539259735338,-0.020753502036486595,0.04100376574681933,0.04429881100442103,0.07419796299350942,0.013485236114192705,-0.021892793035585747,-0.03490185140901384,-0.0035998639192702008,0.0834846737368388
1,-0.008470657392270924,-0.21160313696280678,-0.13054221485546819,-0.03462541590752662,0.025948616196872186,-0.04346727002726902,-0.06463345930954652,-0.11014457864532322,Highly correlated all,0.17157904811950234,Lasso_Highly correlated all_lower_bound,0.017900002352112886,0.05315266145457767,0.16571615221911623,-0.07925168414530612,-0.011978801240504253,-0.0010808029168834499,0.02723847153957403,-0.05211140336191665,-0.0700945159090697,-0.08088799960411533,-0.062396978558899835,0.03808930332157369
2,0.08477264968005632,-0.10054124021226038,-0.011831301287279425,0.06871846843852186,0.11697925340245824,0.04150382692399096,0.06806468294913985,0.022678738744395868,Highly correlated all,0.2877865631779999,Lasso_Highly correlated all_upper_bound,0.11132405847387591,0.14475314325139285,0.25791463297559053,0.037744680072332934,0.09398633273414292,0.08967842492572552,0.1211574544474448,0.07908187559030207,0.026308929837898207,0.01108429678608764,0.05519725072035943,0.1288800441521039
3,-0.046193971646076956,-0.33795250955895006,-0.1591470537504903,-0.08623956253014413,-0.06315211770887141,-0.12959286143457432,-0.08799488796570133,-0.1266612059368362,Highly correlated all,0.061815229160562826,Lasso_clustered_0_lower_bound,0.09537230532073532,0.08710553289481765,0.30353491983431896,-0.2736242883125246,-0.05830877312687166,0.01349395253442262,-0.11993407427620499,-0.0008510158573925009,-0.0756506316734449,-0.12946685572306454,-0.23964963184878646,0.01906024230631488
4,0.1599641522196667,-0.11488004382447733,0.07757929615724188,0.11391884856464134,0.12585505287807575,0.05332740823919524,0.18015765786575072,0.10090188291119878,Highly correlated all,0.25753073270335775,Lasso_clustered_0_upper_bound,0.30538426169084504,0.2974480799501043,0.7004336809681937,0.05177839295520251,0.17620372849838284,0.27237712839633466,0.08228758579439392,0.3547878785808721,0.27568346758343276,0.09349802190145809,0.03653210724020456,0.1950413106544973
5,-0.14508623058979123,-0.16257103429644332,-0.29176836531530337,-0.1794322144617399,-0.10578123089962528,-0.2169880216401246,-0.12031042396922856,-0.16836074263391557,Highly correlated all,0.15664563588235234,Lasso_clustered_1_lower_bound,-0.09911667576519724,-0.03846513770501408,-0.0032193134382776933,-0.14860049250988977,-0.14573469041489057,-0.060452232614885276,-0.08541824550395886,-0.2600643467204051,-0.23856010723374982,-0.14971689980390326,-0.07369887507168969,-0.029839246474698308
6,0.053260939305214534,0.06775550210436572,-0.045663119224105694,0.0590471941819078,0.09917217801960661,0.034258397861147996,0.1311276173454545,0.12691971478060024,Highly correlated all,0.529584043556755,Lasso_clustered_1_upper_bound,0.09636611489679849,0.11314349876237939,0.5062662161085674,0.08348995606688668,0.0832653228062381,0.1507414714344201,0.13460596046613188,0.07154281117467699,0.15547034464436005,0.022937212959924402,0.24270298342504687,0.12221095284392818
7,-0.04451491785925035,-0.2244524531184327,-0.08133063463161856,-0.04994862026789073,0.054956354244377434,-0.05472489440511533,-0.1502359760566137,-0.2158142617060243,Highly correlated all,0.043032100628842135,Lasso_clustered_2_lower_bound,-0.04337166025244763,-0.037548989738029434,-0.090411178478015,-0.0544496431159905,-0.03540169351737507,-0.06849194968798133,0.05678565120320943,-0.13713748315912538,-0.0814185709872441,-0.08438530647128958,-0.08808714510151473,-0.029461109711830524
8,0.11261673870261371,-0.0328299113817902,0.1320960218766778,0.1277020342069328,0.21355243727189882,0.07138552695679981,0.12338257763417754,0.04862649707962763,Highly correlated all,0.33319909646659795,Lasso_clustered_2_upper_bound,0.11319728191326608,0.14554569284813967,0.3685430078035781,0.14323840638365692,0.1551640703667537,0.07111922573053672,0.19891636924575845,0.0908023266420494,0.04080319046146394,0.06704537046173203,0.08993948703167205,0.1812498710729128
9,-0.06452574143722166,-0.3795158773120737,-0.18142077209798907,-0.12062773433755136,-0.00913710219625817,-0.015434862910847044,-0.19173041635368931,-0.1790876873059039,Highly correlated all,-0.13605315377455945,Lasso_clustered_3_lower_bound,0.0016609696648954425,0.0029780364960075023,0.17433513526769492,-0.140068007003569,-0.04699726159839128,-0.0022285385150161707,0.0009405223109391347,-0.15672861101834545,-0.16704913472026722,-0.1713358831177605,-0.17945276826991802,0.022729341984476334
